variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed,ppo,0,0.0,0.84,0.9740738400417,0.0,0.0,0.0,426.7406536215536,233.38218650861893,973.7,20.258758330680664,0.2905064501127723,0.009349623332364741,0.22362248243939242,0.0,
proposed,ppo,0,0.08,0.78,0.9471716243787017,0.06,0.0,0.06,422.06274686725345,207.92167624271292,959.04,20.000731719950306,0.2771869377102611,0.012936540475550736,0.22636124417077938,0.003559830545204737,5.832933249003715
proposed,ppo,0,0.15,0.42,0.7214840399824746,0.48,0.02,0.5,316.71520857985024,55.98015505215985,776.66,18.24176487778674,0.24915798416432802,0.01923697530491699,0.2753147216148951,0.014090973175591756,2.064596052548645
