label,seed,variant,algo,role,status,config_exists,model_exists,n_envs,timesteps,use_risk_reward,use_action_guard,target_speed_kmh,ttc_threshold,run_dir,config_json,model,ijmlc_missing_metrics,next_action
rcpo_lagrangian,0,rcpo_lagrangian,ppo,external_safe_rl,formal_trained,True,True,16,1000000,True,False,20.0,5.0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s0/model/final_model.zip,needs_diagnostic_eval,evaluate_ijmlc_diagnostics and evaluate_from_config n_envs16
rcpo_lagrangian,1,rcpo_lagrangian,ppo,external_safe_rl,formal_trained,True,True,16,1000000,True,False,20.0,5.0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s1,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s1/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s1/model/final_model.zip,needs_diagnostic_eval,evaluate_ijmlc_diagnostics and evaluate_from_config n_envs16
rcpo_lagrangian,2,rcpo_lagrangian,ppo,external_safe_rl,formal_trained,True,True,16,1000000,True,False,20.0,5.0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s2,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s2/model/final_model.zip,needs_diagnostic_eval,evaluate_ijmlc_diagnostics and evaluate_from_config n_envs16
