#{"t_start": 1779895174.4103496, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_collision,episode_out_of_road,episode_mean_speed,episode_steering_variation,episode_ttc_risk,curriculum_stage
2.302953,500,1.859414,0.0,0.0,6.023251864906799,0.0,0.0,0.6703359184211866,0.8581501166895031,0.0,0.0
2.060045,500,2.807167,0.0,0.0,4.61810534362391,0.0,0.0,0.6797629223568487,0.8462434477228671,0.0,0.0
4.044214,500,4.063846,0.0,0.0,6.97474046974699,0.0,0.0,0.7587150006186196,0.8457991389855742,0.0,0.0
1.926448,500,5.073161,0.0,0.0,7.808628405028481,0.0,0.0,0.7661946692369718,0.841265988022089,0.0,0.0
-2.369907,447,6.034699,0.0,1.0,3.8011764465473856,0.0,1.0,0.9991778658805741,0.8391506552979583,0.0,0.0
-1.537708,500,6.950695,0.0,0.0,10.206667254576669,0.0,0.0,1.025172917381274,0.8109984245449304,0.0,0.0
8.437731,500,7.969281,0.0,0.0,12.046174563478404,0.0,0.0,1.0673424363310584,0.8323531050011516,0.0,0.0
-1.796211,199,8.375658,0.0,1.0,1.343727274248569,0.0,1.0,1.3405673725702758,0.8547302486009933,0.0,0.0
-0.805713,500,9.467745,0.0,0.0,14.523328602436063,0.0,0.0,1.2198941232726863,0.790252686880529,0.0,0.0
-0.951007,390,10.227958,0.0,1.0,9.26070389108191,0.0,1.0,1.576478861153512,0.7832256635125631,0.0,0.0
-3.280771,99,10.479845,0.0,1.0,-1.125042022589421,0.0,1.0,1.6667980110939242,0.8240367309989953,0.0,0.0
4.374273,298,11.034672,0.0,1.0,7.848695375163603,0.0,1.0,1.7602514449418032,0.849465607046681,0.0,0.0
12.25507,500,12.072498,0.0,0.0,24.61958526280718,0.0,0.0,1.982458857014919,0.8216655498147011,0.0,0.0
5.210564,437,12.881685,0.0,1.0,18.066841672968803,0.0,1.0,2.160883700013012,0.843199395964634,0.0,0.0
-3.248176,101,13.106416,0.0,1.0,-1.0213748098162596,0.0,1.0,1.6168844739925647,0.7903807589618286,0.0,0.0
-0.779431,281,13.781796,0.0,1.0,8.380401305562586,0.0,1.0,1.941293697980226,0.8064875217466168,0.0,0.0
8.023317,388,14.499642,0.0,1.0,16.95670738979615,0.0,1.0,2.1919232145130265,0.8427697128241824,0.0,0.0
-4.165919,21,14.563046,0.0,1.0,-3.0104629376297853,0.0,1.0,4.042342635962151,0.682131501180785,0.0,0.0
17.091823,361,15.270776,0.0,1.0,22.50266065859545,0.0,1.0,2.8028721100032032,0.8034843947542342,0.0,0.0
1.999749,226,15.86347,0.0,1.0,8.768421594102223,0.0,1.0,2.4300573833033066,0.8350384211645717,0.0,0.0
1.294713,210,16.297735,0.0,1.0,6.903286817568608,0.0,1.0,2.3141215874003183,0.8077899671381428,0.0,0.0
3.503911,150,16.585585,0.0,1.0,5.756971968210163,0.0,1.0,2.6797727379957865,0.843333197037379,0.0,0.0
8.519702,416,17.395813,0.0,1.0,17.9235390127407,0.0,1.0,2.1390078951729117,0.8940696724905417,0.0,0.0
8.398492,366,18.262945,0.0,1.0,21.17383979529983,0.0,1.0,2.868418177558618,0.7405693121458012,0.0,0.0
-2.513644,46,18.387825,0.0,1.0,-1.1400420853835045,0.0,1.0,3.3265791212167133,0.8544289826051049,0.0,0.0
-4.831642,32,18.473991,0.0,1.0,-3.51012479611306,0.0,1.0,1.9890622107416376,0.8197824372909963,0.0,0.0
13.859514,361,19.179101,0.0,1.0,22.68921824886662,0.0,1.0,3.0359888081486193,0.8224302901269822,0.0,0.0
-3.210139,63,19.345436,0.0,1.0,-1.5950707246000322,0.0,1.0,2.1851928816610817,0.7930934686982443,0.0,0.0
-3.374233,43,19.445507,0.0,1.0,-2.106234017002558,0.0,1.0,2.7466399299729236,0.9033475708822871,0.0,0.0
-2.861009,48,19.562585,0.0,1.0,-1.5105960179771145,0.0,1.0,2.9214654649498173,0.7259900077867011,0.0,0.0
2.850774,159,19.91739,0.0,1.0,6.29557253389391,0.0,1.0,2.610883232024046,0.755042628203548,0.0,0.0
1.945537,156,20.364174,0.0,1.0,4.21673409637782,0.0,1.0,2.2589627514776094,0.7308699581772089,0.0,0.0
4.697416,243,20.837627,0.0,1.0,12.629507230370788,0.0,1.0,2.7607137258998726,0.8372930937711104,0.0,0.0
-1.709124,33,20.945559,0.0,1.0,-0.5062565058003079,0.0,1.0,5.388723317963833,0.6850482550534335,0.0,0.0
17.415413,500,21.947819,0.0,0.0,32.757394041675546,0.0,0.0,2.455476706915263,0.8232591177150607,0.0,0.0
14.111004,500,23.03235,0.0,0.0,28.325423868905503,0.0,0.0,2.137896207826917,0.8248772480487824,0.0,0.0
14.483474,365,23.734879,0.0,1.0,22.953369638373122,0.0,1.0,2.8773115647471736,0.7907687584627164,0.0,0.0
3.768846,230,24.203092,0.0,1.0,7.063186294256504,0.0,1.0,2.016516259111445,0.8096878705708229,0.0,0.0
-0.151637,89,24.442193,0.0,1.0,1.8145888898425788,0.0,1.0,2.936959205166274,0.799259419521589,0.0,0.0
-2.196376,49,24.703658,0.0,1.0,-0.9118954192288165,0.0,1.0,3.2797915855538005,0.7761509670894973,0.0,0.0
31.297304,500,25.679758,0.0,0.0,46.25743975541852,0.0,0.0,3.4018694289820997,0.784116383753717,0.0,0.0
39.24743,500,26.736276,0.0,0.0,50.2073227831654,0.0,0.0,3.6492640604864235,0.7665944197177887,0.0,0.0
36.474773,500,27.815618,0.0,0.0,46.54846758362216,0.0,0.0,3.360299598639183,0.8020662910975516,0.0,0.0
3.130747,147,28.122141,0.0,1.0,8.376001092455342,0.0,1.0,3.4431814111376595,0.800154758401874,0.0,0.0
1.006958,84,28.323475,0.0,1.0,2.510343607619447,0.0,1.0,3.3362309997448185,0.8538065810820886,0.0,0.0
10.957949,186,28.712464,0.0,1.0,14.408209228879784,0.0,1.0,3.759070019883627,0.7985029718087565,0.0,0.0
-0.732637,61,28.860069,0.0,1.0,0.7525347268782498,0.0,1.0,3.550283783484462,0.7456628697939583,0.0,0.0
2.416043,98,29.220077,0.0,1.0,6.163743782484012,0.0,1.0,4.402017913043274,0.8756122941873512,0.0,0.0
2.47206,141,29.518539,0.0,1.0,8.060287394892047,0.0,1.0,3.9184059109143274,0.7435365107888026,0.0,0.0
6.927364,177,29.885756,0.0,1.0,10.413935752566086,0.0,1.0,3.3996067114497026,0.7875239086984578,0.0,0.0
-2.503159,55,30.031903,0.0,1.0,-1.1697133251336291,0.0,1.0,2.6688553454847064,0.7956007639115507,0.0,0.0
2.35858,131,30.336883,0.0,1.0,7.136568993781404,0.0,1.0,3.564101327386692,0.8247887572799703,0.0,0.0
21.290468,304,30.954545,0.0,1.0,28.517529910392035,0.0,1.0,4.032992721464589,0.826099572035386,0.0,0.0
53.617457,495,32.03501,0.0,1.0,64.77524325803313,0.0,1.0,5.105559884456322,0.8165478181959402,0.0,0.0
24.323061,348,32.700146,0.0,1.0,33.14942341185753,0.0,1.0,3.9968666148555108,0.8176409939689369,0.0,0.0
6.201867,194,33.088058,0.0,1.0,12.228413379153313,0.0,1.0,3.3896710974020725,0.7931622567096936,0.0,0.0
19.52315,343,34.06899,0.0,1.0,28.207995844287254,0.0,1.0,3.5295962313287768,0.8581769580358188,0.0,0.0
0.638839,74,34.261904,0.0,1.0,2.1390934251897296,0.0,1.0,3.6590689334165334,0.8104299259548252,0.0,0.0
-2.245521,43,34.421614,0.0,1.0,-0.8326862008420219,0.0,1.0,3.774453304560412,0.7509871804436972,0.0,0.0
8.468198,262,35.037847,0.0,1.0,16.482122403585326,0.0,1.0,3.2008888694368123,0.9029094993442525,0.0,0.0
0.528114,140,35.367492,0.0,1.0,5.524438087235026,0.0,1.0,3.0416803640602024,0.8361174987895148,0.0,0.0
0.076315,71,35.551612,0.0,1.0,1.742912242766283,0.0,1.0,3.537552807663189,0.8557002634649545,0.0,0.0
0.538829,89,35.80803,0.0,1.0,2.567986367000519,0.0,1.0,3.1989469506666306,0.7872136814122119,0.0,0.0
6.626753,167,36.358266,0.0,1.0,10.496053565171193,0.0,1.0,3.528425757698535,0.8036466354649224,0.0,0.0
1.83503,103,36.598966,0.0,1.0,5.182563898321172,0.0,1.0,3.969671815206409,0.7681840965976414,0.0,0.0
-0.060196,137,36.884664,0.0,1.0,3.8997038683271352,0.0,1.0,2.6082225314377925,0.7499944322953259,0.0,0.0
1.023743,83,37.083218,0.0,1.0,2.7913627054495684,0.0,1.0,3.462937242985937,0.8083236723779196,0.0,0.0
3.570822,119,37.356301,0.0,1.0,5.495253131757234,0.0,1.0,3.307503100955388,0.7861475245166225,0.0,0.0
16.660026,369,38.042698,0.0,1.0,28.77661555130254,0.0,1.0,3.4188718160573233,0.7508967781696863,0.0,0.0
31.161144,420,38.939479,0.0,1.0,37.37881616516876,0.0,1.0,3.6449065195928365,0.802481501868793,0.0,0.0
26.877587,500,39.934221,0.0,0.0,41.589540018839415,0.0,0.0,3.0555992352212646,0.8133000054731965,0.0,0.0
5.484876,214,40.368397,0.0,1.0,12.356225152526903,0.0,1.0,3.058034241823239,0.8409034523973676,0.0,0.0
37.707028,500,41.458515,0.0,0.0,54.9509943675831,0.0,0.0,3.9258551935931334,0.8434495894685388,0.0,0.0
8.534379,142,41.750389,0.0,1.0,14.12398857858453,0.0,1.0,4.9980412860085375,0.780282752745798,0.0,0.0
30.208363,290,42.327791,0.0,1.0,39.95197608678129,0.0,1.0,5.670812030998406,0.7978205896657089,0.0,0.0
3.353632,112,42.581899,0.0,1.0,5.484440624316489,0.0,1.0,3.409512289344129,0.8689657663926482,0.0,0.0
7.215667,121,42.982954,0.0,1.0,10.24964589041605,0.0,1.0,4.745810404178985,0.8339961751187144,0.0,0.0
-4.123937,20,43.050436,0.0,1.0,-2.9909155060946255,0.0,1.0,3.702703564740684,0.8731680527329445,0.0,0.0
29.386656,262,43.599296,0.0,1.0,36.14437908321174,0.0,1.0,5.995960728881206,0.7940055811848804,0.0,0.0
28.901987,319,44.18391,0.0,1.0,37.95869067796971,0.0,1.0,4.903545295352041,0.8570073926967327,0.0,0.0
7.232093,177,44.547276,0.0,1.0,11.715572842466763,0.0,1.0,3.626898626063325,0.8446905298084862,0.0,0.0
2.761595,103,44.766415,0.0,1.0,5.836596430602356,0.0,1.0,4.046122185020441,0.7061533421567343,0.0,0.0
-2.005601,45,44.874703,0.0,1.0,-0.7509276385198032,0.0,1.0,3.6286887135949217,0.7409576856427722,0.0,0.0
16.544676,184,45.390538,0.0,1.0,22.81854860516485,0.0,1.0,5.561308282475611,0.7399972986186976,0.0,0.0
8.342448,109,45.612511,0.0,1.0,11.890143182579251,0.0,1.0,5.751301985989153,0.7560120183940328,0.0,0.0
3.983859,93,45.827552,0.0,1.0,6.920644048576889,0.0,1.0,4.859713158164601,0.820644181422008,0.0,0.0
0.478445,53,45.956746,0.0,1.0,1.8978459315724168,0.0,1.0,4.828840137866428,0.7203918150011098,0.0,0.0
36.515006,270,46.48063,0.0,1.0,45.44795945353939,0.0,1.0,6.932221882514697,0.8169657911967348,0.0,0.0
2.825409,61,46.617998,0.0,1.0,4.344953412328689,0.0,1.0,5.666469924074779,0.7469648566158091,0.0,0.0
12.046471,139,46.892247,0.0,1.0,16.60257109193929,0.0,1.0,5.738748811784784,0.8438422361241399,0.0,0.0
9.215631,147,47.332251,0.0,1.0,15.28864370693167,0.0,1.0,5.174022987570512,0.8412137379248937,0.0,0.0
11.297284,138,47.646513,0.0,1.0,15.54940256146665,0.0,1.0,5.576409415285464,0.8846718929168107,0.0,0.0
6.895446,97,47.859053,0.0,1.0,10.439281439551518,0.0,1.0,5.98727351613506,0.8096989301830223,0.0,0.0
27.029798,211,48.275337,0.0,1.0,32.62938027452458,0.0,1.0,6.569075365696944,0.8170086411997606,0.0,0.0
0.407981,51,48.388538,0.0,1.0,2.6074469609396393,0.0,1.0,6.038474045351612,0.6775666314597223,0.0,0.0
7.730708,135,48.660042,0.0,1.0,10.336596261083814,0.0,1.0,4.0748754807908,0.9123051123486625,0.0,0.0
55.556753,329,49.336627,0.0,1.0,66.50903098943525,0.0,1.0,7.864930631947281,0.7756969761499699,0.0,0.0
14.760696,125,49.733132,0.0,1.0,17.434321771866642,0.0,1.0,6.493474669526612,0.7559248274564743,0.0,0.0
27.44557,164,50.076662,0.0,1.0,31.930411497482673,0.0,1.0,8.494262867696714,0.7760811482170006,0.0,0.0
28.045952,122,50.33467,0.0,1.0,31.670086046936355,0.0,1.0,10.998573668478452,0.7094322371556133,0.0,0.0
41.523483,272,50.861095,0.0,1.0,50.666488352832914,0.0,1.0,7.511898912134388,0.7805907574810964,0.0,0.0
88.889588,450,51.868153,0.0,1.0,100.13055388473758,0.0,1.0,8.37826636522165,0.7858191179566913,0.0,0.0
89.176313,500,52.894186,0.0,0.0,100.44790455184545,0.0,0.0,7.177804509515172,0.7872182483226061,0.0,0.0
4.832957,70,53.056238,0.0,1.0,6.720671611031911,0.0,1.0,6.652197656039997,0.7826460602028029,0.0,0.0
27.391882,171,53.411652,0.0,1.0,33.72048897237622,0.0,1.0,8.063479307099831,0.7621013755686799,0.0,0.0
81.475705,409,54.322712,0.0,1.0,93.54679416834708,0.0,1.0,8.78236160247665,0.7652244697208801,0.0,0.0
46.680096,204,54.741735,0.0,1.0,52.45253152027416,0.0,1.0,10.106293558148508,0.756650846780223,0.0,0.0
19.038745,111,54.983325,0.0,1.0,22.070067421146742,0.0,1.0,8.858885020441603,0.727326361579938,0.0,0.0
117.781125,433,55.830369,1.0,0.0,130.72703925840625,0.0,0.0,9.967359899664181,0.7956965904484995,0.0,0.0
-3.33861,27,55.90585,0.0,1.0,-2.12712108866483,0.0,1.0,4.270560024685731,0.8380820795341775,0.0,0.0
3.773083,44,56.026818,0.0,1.0,5.590988109901039,0.0,1.0,9.447863217903675,0.6163126844912767,0.0,0.0
22.846829,100,56.364482,0.0,1.0,26.218223990063485,0.0,1.0,11.647725035670549,0.797680530399084,0.0,0.0
