variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed,ppo,0,0.0,0.0,0.13360284944367523,0.05,0.95,1.0,47.24005456525065,-19.64645058243071,88.75,38.53591006977046,0.418558381549832,0.04825887515128974,0.015513990099051514,0.0,
proposed,ppo,0,0.1,0.0,0.09516959190861707,0.35,0.65,1.0,31.45576867821968,-34.66609879987678,71.8,34.33565713904876,0.39962056978488064,0.045206697731005954,0.017586508796452516,0.05164381116615609,3.4756217161801386
proposed,ppo,0,0.25,0.0,0.07270512145876289,0.4,0.6,1.0,20.107582364303497,-40.367072318837664,62.55,30.23325104040229,0.39204915840795,0.04615418828927599,0.020006697989899437,0.0750284538620968,4.416885141687411
