variant,algo,density,n_seeds,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk
proposed_light_risk,ppo,0.00,2,0.014142135623730963,0.0008469610011232283,0.0,0.0,0.0,49.72826033840235,37.72664406012684,16.164461017924406,0.004001022994215138,0.09531670130303786,0.008655132787144727,0.002224535310917089,0.0
proposed_light_risk,ppo,0.08,2,0.028284271247461926,0.018355585020160145,0.042426406871192854,0.0,0.042426406871192854,20.759586385463972,17.754990153244382,89.7601348038203,0.03880116516007933,0.10846865676299573,0.005985915629028718,0.0014096517883106278,0.0016883309837181534
proposed_light_risk,ppo,0.15,2,0.08485281374238571,0.02737153652723408,0.028284271247461888,0.01414213562373095,0.014142135623730925,57.24222777067201,36.31948167262448,0.3111269837221195,0.3382925268785025,0.12049199575265772,0.004779736685464957,0.01071457718779775,0.0017213610171432294
