label,seed,axis,value,status,start_time,end_time,exit_code,run_id,raw_csv,summary_csv,log_path
gated_risk,1,ttc_threshold,10,done,2026-07-01T18:54:47+08:00,2026-07-01T19:04:58+08:00,0,p5_sensitivity_20260701_1825_ttc_threshold_10_gated_risk_s1,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_ttc_threshold_10_gated_risk_s1_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_ttc_threshold_10_gated_risk_s1_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_ttc_threshold_10_gated_risk_s1.log
gated_risk,1,ttc_threshold,12,done,2026-07-01T18:55:02+08:00,2026-07-01T19:05:01+08:00,0,p5_sensitivity_20260701_1825_ttc_threshold_12_gated_risk_s1,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_ttc_threshold_12_gated_risk_s1_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_ttc_threshold_12_gated_risk_s1_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_ttc_threshold_12_gated_risk_s1.log
gated_risk,1,target_speed_kmh,18,done,2026-07-01T18:55:47+08:00,2026-07-01T19:05:23+08:00,0,p5_sensitivity_20260701_1825_target_speed_kmh_18_gated_risk_s1,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_18_gated_risk_s1_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_target_speed_kmh_18_gated_risk_s1_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_target_speed_kmh_18_gated_risk_s1.log
gated_risk,1,target_speed_kmh,22,done,2026-07-01T18:56:02+08:00,2026-07-01T19:05:29+08:00,0,p5_sensitivity_20260701_1825_target_speed_kmh_22_gated_risk_s1,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_22_gated_risk_s1_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_target_speed_kmh_22_gated_risk_s1_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_target_speed_kmh_22_gated_risk_s1.log
gated_risk,2,ttc_threshold,8,done,2026-07-01T18:56:38+08:00,2026-07-01T19:05:30+08:00,0,p5_sensitivity_20260701_1825_ttc_threshold_8_gated_risk_s2,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_ttc_threshold_8_gated_risk_s2_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_ttc_threshold_8_gated_risk_s2_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_ttc_threshold_8_gated_risk_s2.log
gated_risk,1,target_speed_kmh,15,done,2026-07-01T18:55:37+08:00,2026-07-01T19:06:00+08:00,0,p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s1,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s1_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s1_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s1.log
gated_risk,2,ttc_threshold,10,done,2026-07-01T18:57:08+08:00,2026-07-01T19:06:20+08:00,0,p5_sensitivity_20260701_1825_ttc_threshold_10_gated_risk_s2,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_ttc_threshold_10_gated_risk_s2_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_ttc_threshold_10_gated_risk_s2_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_ttc_threshold_10_gated_risk_s2.log
gated_risk,2,ttc_threshold,12,done,2026-07-01T18:58:13+08:00,2026-07-01T19:07:00+08:00,0,p5_sensitivity_20260701_1825_ttc_threshold_12_gated_risk_s2,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_ttc_threshold_12_gated_risk_s2_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_ttc_threshold_12_gated_risk_s2_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_ttc_threshold_12_gated_risk_s2.log
gated_risk,2,target_speed_kmh,15,done,2026-07-01T18:58:48+08:00,2026-07-01T19:07:11+08:00,0,p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s2,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s2_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s2_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s2.log
gated_risk,2,target_speed_kmh,22,done,2026-07-01T18:59:58+08:00,2026-07-01T19:07:14+08:00,0,p5_sensitivity_20260701_1825_target_speed_kmh_22_gated_risk_s2,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_22_gated_risk_s2_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_target_speed_kmh_22_gated_risk_s2_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_target_speed_kmh_22_gated_risk_s2.log
gated_risk,2,target_speed_kmh,18,done,2026-07-01T18:59:23+08:00,2026-07-01T19:07:20+08:00,0,p5_sensitivity_20260701_1825_target_speed_kmh_18_gated_risk_s2,results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_18_gated_risk_s2_episodes.csv,results/ijmlc_control/summary_tables/p5_sensitivity_20260701_1825_target_speed_kmh_18_gated_risk_s2_summary.csv,results/ijmlc_control/logs/p5_sensitivity_20260701_1825_target_speed_kmh_18_gated_risk_s2.log
