variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed_wo_smooth,ppo,2,0.0,0.94,0.9874165145904662,0.0,0.0,0.0,528.0081864928817,330.9390324304462,1087.94,18.2985606708828,0.12147715729785552,0.014843412932240285,0.22828046392173898,0.0,
proposed_wo_smooth,ppo,2,0.08,0.82,0.9366144498525603,0.12,0.0,0.12,509.62086258882243,270.64225330299286,1092.02,18.038047618265594,0.1397468587871298,0.022390310467025557,0.24178824872409607,0.002078771332223845,8.814741693414506
proposed_wo_smooth,ppo,2,0.15,0.64,0.8778954374011942,0.2,0.0,0.2,429.1136647442887,113.777037763753,1082.52,16.501301645755476,0.1845932382988181,0.03311408416977662,0.30394867632437944,0.012010167770346823,3.8667005231632534
