variant,algo,seed,density,episode,reward,shaped_reward,success,collision,out_of_road,cost,mean_speed_kmh,steering_variation,ttc_risk
proposed,ppo,0,0.25,4,100.43769716037517,79.44809973792294,0.0,1.0,0.0,1.0,43.24968013242555,0.08517621861855415,0.3419006579681571
proposed,ppo,0,0.25,5,60.4513669696953,49.6735681349006,0.0,1.0,0.0,1.0,35.77273117533589,0.04749529808406916,0.2190092564262336
proposed,ppo,0,0.25,6,39.41007461506252,33.53319357203016,0.0,0.0,1.0,1.0,30.294213688645385,0.022408898333432497,0.14046642387705058
proposed,ppo,0,0.25,7,43.58894940526276,32.881658548627094,0.0,1.0,0.0,1.0,30.14290237433139,0.026564885877956777,0.25340980399140395
proposed,ppo,0,0.25,8,54.71502971769588,44.719546824970244,0.0,1.0,0.0,1.0,33.58588136507638,0.026495983882341534,0.22024481938465543
proposed,ppo,0,0.25,9,40.00097368282435,28.984521071424417,0.0,1.0,0.0,1.0,29.197858846506694,0.05233252926596573,0.2431588002547873
proposed,ppo,0,0.25,10,68.70381554097818,64.83441221628685,0.0,1.0,0.0,1.0,35.656033061101105,0.03795758811001842,0.010707725731963305
proposed,ppo,0,0.25,11,91.49817091151542,82.17258896021731,0.0,1.0,0.0,1.0,42.557269413408086,0.04011553574790373,0.14541642912954006
proposed,ppo,0,0.25,12,59.82886357586159,57.885667552744685,0.0,1.0,0.0,1.0,34.966357039589134,0.030989167094905522,0.0
proposed,ppo,0,0.25,13,71.6046177699705,68.48538903528093,0.0,0.0,1.0,1.0,35.91843072573094,0.02474415361870169,0.0
proposed,ppo,0,0.25,14,55.95972377523394,54.001943001355635,0.0,0.0,1.0,1.0,34.10053420780948,0.035188255487726285,0.0
proposed,ppo,0,0.25,15,38.092108616100276,27.234623013161222,0.0,1.0,0.0,1.0,28.94827553159397,0.06595238643613728,0.2554290415737402
proposed,ppo,0,0.25,16,70.03662200323237,67.69109980767789,0.0,1.0,0.0,1.0,36.261489244844775,0.04493949949741363,0.0
proposed,ppo,0,0.25,17,63.40241046702627,49.98058130538376,0.0,1.0,0.0,1.0,35.49407612851901,0.05073088187508393,0.2907261212389489
proposed,ppo,0,0.25,18,51.960298425023105,41.4460788068311,0.0,1.0,0.0,1.0,33.09780742786915,0.035093484596619685,0.23796334167718383
proposed,ppo,0,0.25,19,70.15394618635995,62.717461251502456,0.0,1.0,0.0,1.0,36.964587280142375,0.061971630489864905,0.10119653222143697
