#{"t_start": 1782898494.385693, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,episode_rcpo_cost_lambda,curriculum_stage
-21.767463,600,3.59305,0.0,0.0,7.090990583500516,-21.767463224596312,0.0,0.0,0.0,0.0,0.09123471612178136,600,0.6800600199756399,0.02659168338830363,0.09553160835569632,0.7613020035872857,0.7964200750272721,0.6184732899504404,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-22.094395,600,7.794041,0.0,0.0,5.865772608226359,-22.094395169361515,0.0,0.0,0.0,0.0,0.10409061755084378,600,0.6713103342127156,0.04085098361210988,0.21187948367802079,0.7762933337502181,0.8305861146437625,0.5901823926344514,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-19.925229,600,10.29212,0.0,0.0,5.414107760409287,-19.925229498573025,0.0,0.0,0.0,0.0,0.12559055404074485,600,0.8379165214532436,0.3589481726391393,0.7821499896529929,0.804557185874631,0.7972609702746073,0.5822077823678652,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,18.75,0.0
-15.579088,600,14.495197,0.0,0.0,10.851408209475354,-15.579088489543265,0.0,0.0,0.0,0.0,0.15150691352396847,600,0.9757592203278665,0.15329123996825655,0.520729863748296,0.8917507674731314,0.7212413560102383,0.5895780384540558,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,16.5,0.0
-16.144527,600,17.070773,0.0,0.0,8.085700894739928,-16.144526596717014,0.0,0.0,0.0,0.0,0.1554207651971009,600,1.0794729761391393,0.5524678642845896,1.465549046584298,0.863025164740781,0.7244188360621532,0.5871100040276845,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.75,0.0
-10.841504,600,21.226542,0.0,0.0,10.310639490866652,-10.8415042534206,0.0,0.0,0.0,0.0,0.20843920003820243,600,1.3884737118111516,0.5192856085235342,0.9993680771799682,0.8371560361919304,0.6958991768459479,0.5658475258449713,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,10.5,0.0
-6.503358,600,25.33972,0.0,0.0,13.711424583625444,-6.503358490446552,0.0,0.0,0.0,0.0,0.25969764059135736,600,1.5326438775470352,0.42332204677170804,0.8562459600904161,0.8233420036857327,0.6778209680815538,0.5393305856982867,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6.5,0.0
7.078367,600,27.927774,0.0,0.0,24.601778626504917,7.078367324891337,0.0,0.0,0.0,0.0,0.39258260038796317,600,2.101443902981635,0.2201437063889504,1.4926689123468295,0.7773330060392618,0.6559419734279315,0.503360514541467,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.25,0.0
-0.048912,567,31.856799,0.0,1.0,8.177910575955778,-0.048912053014461776,0.0,0.0,0.0,1.0,0.320404421966922,567,2.4717671651725053,0.5193393092135659,2.0,0.7974399317719528,0.6025773862892568,0.5063778663438464,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12.414371,600,34.742562,0.0,0.0,19.947737158018867,12.414370831056543,0.0,0.0,0.0,0.0,0.4196834084015702,600,2.9778225858351957,0.5952050491892069,1.5165480804866416,0.8313255764233569,0.5471869718531768,0.4438252897063891,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.75,0.0
-22.484307,342,37.808809,0.0,1.0,-0.2214751596608071,-22.484306708925565,0.0,0.0,0.0,1.0,0.2525476956968282,342,2.964825333713275,1.0477688460672336,2.0,0.8059805091361554,0.5827941446625001,0.4460969241390451,0.0,nan,0.0029239766081871343,0.0,23.5,0,0,0,0,0.0,0.0,0.0,0.0,23.5,0.0
-37.288234,129,38.560977,0.0,1.0,-6.041688954014635,-37.28823390553496,0.0,0.0,0.0,1.0,0.17275368571574543,129,4.959342574644797,1.4214423679927362,2.0,0.7327072831491629,0.4823305657667707,0.40608963901682416,0.0,nan,0.007751937984496124,0.0,38.0,0,0,0,0,0.0,0.0,0.0,0.0,38.0,0.0
-55.009763,347,40.372464,0.0,1.0,-1.6145372986152395,-55.00976339985995,0.0,0.0,0.0,1.0,0.3382501749815894,347,3.963450919683562,1.3530154118179436,2.0,0.7587382921181426,0.502371712874954,0.40132798997400815,0.0,nan,0.002881844380403458,0.0,60.75,0,0,0,0,0.0,0.0,0.0,0.0,60.75,0.0
-89.12523,256,41.77549,0.0,1.0,-5.961442444923812,-89.12522955537364,0.0,0.0,0.0,1.0,0.25184972223627566,256,3.6271352888657225,1.567881148172296,2.0,0.7847461572455359,0.5086316436063498,0.3789639736060053,0.0,nan,0.00390625,0.0,90.5,0,0,0,0,0.0,0.0,0.0,0.0,90.5,0.0
-135.503185,364,45.120769,0.0,1.0,-3.0957224525042664,-135.50318535202547,0.0,0.0,0.0,1.0,0.2631558624742219,364,2.673075470297985,1.4339515436622268,2.0,0.7902626701640886,0.5621389793334427,0.4493948316181099,0.0,nan,0.0027472527472527475,0.0,134.75,0,0,0,0,0.0,0.0,0.0,0.0,134.75,0.0
