#{"t_start": 1779898060.2571115, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_collision,episode_out_of_road,episode_mean_speed,episode_steering_variation,episode_ttc_risk,curriculum_stage
10.64835,1000,2.671981,0.0,0.0,10.648350308140321,0.0,0.0,0.6424183446567814,0.8524462445843964,0.0,0.0
14.727357,1000,4.774359,0.0,0.0,14.72735731054416,0.0,0.0,0.7774134973611188,0.8452672736048699,0.0,0.0
21.029445,1000,6.681582,0.0,0.0,21.02944518009192,0.0,0.0,1.0280925820617877,0.8243256277050823,0.0,0.0
30.215674,1000,8.568505,0.0,0.0,30.21567406670227,0.0,0.0,1.3733052445727651,0.8272829544506967,0.0,0.0
54.71335,1000,10.493843,0.0,0.0,54.713349623345955,0.0,0.0,2.1231150014110995,0.8134639479406178,0.0,0.0
63.648891,1000,12.47646,0.0,0.0,63.648891061959304,0.0,0.0,2.951254355171768,0.8231967696454376,0.0,0.0
51.283262,606,13.661019,0.0,1.0,51.28326181797081,0.0,1.0,3.6375605148704118,0.8378748222017544,0.0,0.0
37.492878,370,14.35169,0.0,1.0,37.49287758251161,0.0,1.0,4.759246356307186,0.79094465100584,0.0,0.0
19.578323,280,14.973855,0.0,1.0,19.578322926554744,0.0,1.0,3.6258713146709005,0.8463216134213976,0.0,0.0
2.814011,139,15.250767,0.0,1.0,2.814011333661533,0.0,1.0,3.3270381382364778,0.8376866440764434,0.0,0.0
35.593461,439,16.086068,0.0,1.0,35.59346122629209,0.0,1.0,3.6639341340253044,0.8429604213014414,0.0,0.0
19.328374,238,16.519178,0.0,1.0,19.32837355498236,0.0,1.0,4.328916512405125,0.8594650269149482,0.0,0.0
21.577537,275,17.176368,0.0,1.0,21.57753686478257,0.0,1.0,4.02692666195523,0.7622535866228017,0.0,0.0
22.640907,221,17.584952,0.0,1.0,22.6409067504173,0.0,1.0,5.169102608929309,0.846879174165866,0.0,0.0
62.194708,682,18.961069,0.0,1.0,62.19470819557169,0.0,1.0,4.31490548174966,0.7864857044240291,0.0,0.0
19.412091,172,19.34117,0.0,1.0,19.412091350029993,0.0,1.0,6.417821687781825,0.761211787978577,0.0,0.0
39.385834,410,20.134551,0.0,1.0,39.385834101959986,0.0,1.0,4.604054582572948,0.8310939751383735,0.0,0.0
158.78674,1000,22.018263,0.0,0.0,158.78674011838413,0.0,0.0,5.7596411181448195,0.8161372356452048,0.0,0.0
18.911676,113,22.246111,0.0,1.0,18.91167576814992,0.0,1.0,8.894369443555446,0.787755841966224,0.0,0.0
26.860203,307,22.814139,0.0,1.0,26.860202841040564,0.0,1.0,5.538803055505198,0.7984320690448878,0.0,0.0
44.90284,199,23.311422,0.0,1.0,44.90283974293845,0.0,1.0,9.804354716513519,0.7506082417003473,0.0,0.0
124.108366,790,24.769761,0.0,1.0,124.10836616375678,0.0,1.0,6.932253395708381,0.76102802952445,0.0,0.0
4.120814,64,25.039493,0.0,1.0,4.120814127140417,0.0,1.0,8.519452966469794,0.8169596074149013,0.0,0.0
41.843051,223,25.489065,0.0,1.0,41.84305055076473,0.0,1.0,8.183673185450457,0.8172151698676594,0.0,0.0
13.348921,139,25.784031,0.0,1.0,13.348920649321961,0.0,1.0,6.460730003516767,0.7616002724753866,0.0,0.0
112.72638,496,26.680479,0.0,1.0,112.72638027185955,0.0,1.0,9.678044674705308,0.811667277087127,0.0,0.0
22.768575,105,26.893234,0.0,1.0,22.76857482611402,0.0,1.0,11.017690511428027,0.7150613782661301,0.0,0.0
20.333866,134,27.292376,0.0,1.0,20.33386594370862,0.0,1.0,8.920010920545584,0.7976898181238281,0.0,0.0
62.719713,286,27.829146,0.0,1.0,62.71971277071283,0.0,1.0,8.929037826041574,0.7948498260490335,0.0,0.0
12.611909,109,28.045953,0.0,1.0,12.61190902510268,0.0,1.0,7.638137108924566,0.7946738279467329,0.0,0.0
91.713291,422,28.883754,0.0,1.0,91.71329102008588,0.0,1.0,9.04385055818806,0.818897829488167,0.0,0.0
130.181232,395,29.746999,1.0,0.0,130.18123186448145,0.0,0.0,11.194699830993262,0.798495626949434,0.0,0.0
14.465406,116,29.976283,0.0,1.0,14.465405656203803,0.0,1.0,7.901453752987808,0.8528928606417673,0.0,0.0
26.637951,143,30.267325,0.0,1.0,26.637950698723436,0.0,1.0,8.906691175631943,0.788237777935875,0.0,0.0
71.161594,386,31.003728,0.0,1.0,71.16159442687268,0.0,1.0,10.356529515474412,0.7906453837471691,0.0,0.0
18.379229,111,31.394696,0.0,1.0,18.379229472349195,0.0,1.0,9.571074228333996,0.7994068754115352,0.0,0.0
124.08202,487,32.294599,0.0,1.0,124.08201955879397,0.0,1.0,9.803419703719994,0.8642783888158612,0.0,0.0
78.782018,458,33.182968,0.0,1.0,78.78201760020713,0.0,1.0,7.818078131273191,0.8461128562916574,0.0,0.0
29.238151,142,33.592479,0.0,1.0,29.23815081007171,0.0,1.0,9.355461870167339,0.8132585084564249,0.0,0.0
33.51531,153,33.916658,0.0,1.0,33.51531007941777,0.0,1.0,9.657627244792911,0.7632983528028906,0.0,0.0
14.51464,95,34.142554,0.0,1.0,14.514639638199966,0.0,1.0,13.207348405552244,0.7794405332521388,0.0,0.0
74.871921,283,34.691874,0.0,1.0,74.87192050161173,0.0,1.0,11.452002503862875,0.7515527849931388,0.0,0.0
107.097919,348,35.336198,0.0,1.0,107.09791851853802,0.0,1.0,12.113602436982084,0.7857513250676037,0.0,0.0
10.028967,67,35.480013,0.0,1.0,10.028967277307558,0.0,1.0,10.377647439510032,0.8246962667178752,0.0,0.0
72.572751,298,36.230748,0.0,1.0,72.57275127393721,0.0,1.0,10.646074851980595,0.7896660115044789,0.0,0.0
13.50388,97,36.465158,0.0,1.0,13.503880423375286,0.0,1.0,9.880076630149107,0.6818065892175301,0.0,0.0
65.321455,300,37.079556,0.0,1.0,65.32145545114501,0.0,1.0,9.213565206744384,0.8222025193274021,0.0,0.0
71.460652,309,37.6444,0.0,1.0,71.46065237446095,0.0,1.0,9.78642432109269,0.82896206359165,0.0,0.0
96.413829,361,38.418453,0.0,1.0,96.41382898842689,0.0,1.0,10.877512304069903,0.8432679967206601,0.0,0.0
19.05501,127,38.668833,0.0,1.0,19.055009623370797,0.0,1.0,8.99608648767801,0.8304986509047155,0.0,0.0
38.673394,131,38.921432,0.0,1.0,38.67339431213858,0.0,1.0,13.685590696747395,0.8274027878660282,0.0,0.0
47.834627,181,39.273041,0.0,1.0,47.83462704817858,0.0,1.0,12.936146674525512,0.7926900422210852,0.0,0.0
26.002647,105,39.507512,0.0,1.0,26.00264675058007,0.0,1.0,12.340492517967778,0.7692938598848524,0.0,0.0
9.582865,106,39.714728,0.0,1.0,9.58286482204185,0.0,1.0,6.193901895993658,0.8879170796640639,0.0,0.0
89.47703,346,40.501374,0.0,1.0,89.47702997589643,0.0,1.0,10.06588619996883,0.8269317289652852,0.0,0.0
18.094108,91,40.719885,0.0,1.0,18.094107894552312,0.0,1.0,10.542259817181657,0.9112569604601178,0.0,0.0
75.570648,292,41.343675,0.0,1.0,75.57064811936532,0.0,1.0,12.50073313788193,0.8160559629562171,0.0,0.0
9.305546,85,41.518576,0.0,1.0,9.305546448854718,0.0,1.0,7.352617291809608,0.8537394223844303,0.0,0.0
61.086452,234,41.988255,0.0,1.0,61.08645187928266,0.0,1.0,10.269574718333784,0.7827292671506731,0.0,0.0
117.109046,350,42.792394,0.0,1.0,117.10904617062425,0.0,1.0,14.268154850588198,0.7737380172312259,0.0,0.0
6.025385,57,42.92714,0.0,1.0,6.025384540205902,0.0,1.0,10.955805044828578,0.6601602067811447,0.0,0.0
15.671822,90,43.1166,0.0,1.0,15.671822402267129,0.0,1.0,9.965193933032404,0.856541712085406,0.0,0.0
10.252622,74,43.292404,0.0,1.0,10.252621832615416,0.0,1.0,9.407659355722936,0.6893583290983696,0.0,0.0
64.574069,201,43.675438,0.0,1.0,64.57406921879708,0.0,1.0,13.003950288534858,0.8407404544712299,0.0,0.0
54.431985,213,44.10284,0.0,1.0,54.43198473130335,0.0,1.0,10.38825540783149,0.8342841300816043,0.0,0.0
16.247052,89,44.414464,0.0,1.0,16.247052319495342,0.0,1.0,10.917331974517973,0.8242220913761118,0.0,0.0
113.773626,386,45.118248,0.0,1.0,113.77362593046035,0.0,1.0,11.87097028034067,0.8329498875365047,0.0,0.0
112.48961,327,45.722839,1.0,0.0,112.48961035029511,0.0,0.0,11.505886556857876,0.8008740278422286,0.0,0.0
78.605896,256,46.200534,0.0,1.0,78.6058961830098,0.0,1.0,12.781155583674007,0.8043125999538461,0.0,0.0
