label,density,success,cost,route_completion,collision,out_of_road,lane_deviation,ttc_risk,status,paper_role,claim_note,source
baseline,0.15,0.0,1.0,0.18951866394192662,0.6266666666666667,0.37333333333333335,0.316675756951552,0.1327554927367928,accepted,failed lower-bound comparator,无 guard / 无 curriculum / 无 risk，正式评估全密度 unsafe。,outputs/tuned_compare_baseline_nenv16_seed0_seed1_seed2_aggregate/mean_by_density.csv
curriculum,0.15,0.0,1.0,0.17653213530547082,0.6266666666666667,0.37333333333333335,0.26119275539889697,0.17597803894321876,accepted,failed curriculum-only comparator,curriculum 训练窗口有改善，但最终 held-out 仍 unsafe。,outputs/tuned_compare_curriculum_nenv16_seed0_seed1_seed2_aggregate/mean_by_density.csv
risk,0.15,0.0,0.0,0.008876365962382676,0.0,0.0,0.0061973748035538765,0.0,accepted,failed risk-only comparator,零 cost 来自几乎不动，不能解释为安全。,outputs/tuned_compare_risk_nenv16_seed0_seed1_seed2_aggregate/mean_by_density.csv
no_action_guard,0.15,0.0,1.0,0.17240217399724542,0.5133333333333333,0.48666666666666664,0.2806960288043037,0.19533471412479608,accepted,key mechanism ablation in main table,去掉 action guard 后 held-out 彻底失败，是最强必要性证据。,outputs/tuned_ablation_no_action_guard_nenv16_seed0_seed1_seed2_aggregate/mean_by_density.csv
guard_only,0.15,0.6333333333333333,0.20666666666666667,0.867815496168541,0.19999999999999998,0.006666666666666667,0.13634125812863734,0.01627759066310022,accepted,strong mechanism baseline,当前最干净的 guard+curriculum 机制证据之一。,outputs/tuned_ablation_guard_only_nenv16_aggregate/mean_by_density.csv
shield_only,0.15,0.6266666666666667,0.22666666666666668,0.8710546865014698,0.22666666666666668,0.0,0.10513956770225923,0.016501156916972393,accepted,strong action-guard baseline,action guard alone解释了大部分性能。,outputs/tuned_compare_shield_only_nenv16_seed0_seed1_seed2_aggregate/mean_by_density.csv
full_proposed_candidate,0.15,0.62,0.246667,0.865068,0.233333,0.013333,0.177586,0.015307,accepted historical candidate,full proposed candidate,可作为当前 full 方法候选，但不优于 guard/shield。,outputs/candidate_lane1_out150_cost50_nenv16_aggregate/mean_by_density.csv
retune_proposed_ttc4_cost10_lane1,0.15,0.6200000000000001,0.24000000000000002,0.8529630182358657,0.22,0.02,0.2068488034001945,0.019861627778419197,accepted diagnostic retune,retuned full proposed,中密度改善，高密度仍未超过 guard/shield。,outputs/retune_proposed_ttc4_cost10_lane1_nenv16_seed0_seed1_seed2_aggregate/mean_by_density.csv
proposed_gated_risk,0.15,0.6,0.25333333333333335,0.8494450113227001,0.25333333333333335,0.0,0.14947672805363532,0.015323249020137954,accepted_addendum,conditional risk shaping addendum,Gated risk avoids risk-only stagnation but does not replace guard/shield as the main mechanism.,outputs/gated_risk_proposed_nenv16_seed0_seed1_seed2_aggregate
