variant,algo,seed,map_seed,map_config,density,episode,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc
baseline,ppo,0,10000,7,0.0,0,88.61698422876438,88.61698422876438,0.0,0.412547209578611,0.0,0.0,0.0,1.0,1.0,150,51.067238240161075,0.5548571436914616,2.0,0.07975082896649838,0.006789867877960205,0.013456534544626872,0.0,
baseline,ppo,0,10001,7,0.0,1,139.04767693573154,139.04767693573154,0.0,0.5640443806815179,0.0,0.0,0.0,1.0,1.0,183,56.42513643935762,0.4880108949932859,1.3428453401617666,0.07739484827212297,0.00546448087431694,0.01092896174863388,0.0,
baseline,ppo,0,10002,7,0.0,2,116.00281594448322,116.00281594448322,0.0,0.5583198010852832,0.0,0.0,0.0,1.0,1.0,252,46.42151265987679,0.7430632521500281,2.0,0.07481946110252351,0.003968253968253968,0.007936507936507936,0.0,
baseline,ppo,0,10003,7,0.0,3,112.80802157914073,112.80802157914073,0.0,0.3982482132399972,0.0,0.0,0.0,1.0,1.0,121,56.01682679883713,0.35780953700058954,1.2599920555255373,0.04786270308839388,0.008264462809917356,0.01652892561983471,0.0,
baseline,ppo,0,10004,7,0.0,4,269.3578780984072,269.3578780984072,0.0,0.5955680262145793,0.0,0.0,0.0,1.0,1.0,220,55.900296874100405,0.24258618426092146,2.0,0.06445499993860722,0.006646903536536477,0.011559686335650358,0.0,
baseline,ppo,0,10005,7,0.0,5,69.83349465330734,69.83349465330734,0.0,0.35987416249935816,0.0,0.0,0.0,1.0,1.0,119,55.624299923245495,0.5540228699967314,1.1054530177805046,0.0626708868609256,0.008403361344537815,0.01680672268907563,0.0,
baseline,ppo,0,10006,7,0.0,6,120.90547379800537,120.90547379800537,0.0,0.28286364694185717,0.0,0.0,0.0,1.0,1.0,137,50.43090467695172,0.2293548946794058,1.3942169971055527,0.05400856154678512,0.0072992700729927005,0.014598540145985401,0.0,
baseline,ppo,0,10007,7,0.0,7,431.12245586124664,431.12245586124664,0.0,0.8431198652361832,0.0,0.0,0.0,1.0,1.0,459,55.80312885008398,0.3899069913901683,2.0,0.06928284493049765,0.0023507436895682144,0.0045293929270409814,0.0,
baseline,ppo,0,10008,7,0.0,8,215.74850402486956,215.74850402486956,0.0,0.604449787668341,0.0,0.0,0.0,1.0,1.0,196,56.81392836247285,0.2923808068728686,1.3157006566317753,0.08210401351050454,0.00510204081632653,0.01020408163265306,0.0,
baseline,ppo,0,10009,7,0.0,9,150.27598892159202,150.27598892159202,0.0,0.512080471126332,0.0,0.0,0.0,1.0,1.0,160,54.8220302080879,0.34049415965490043,2.0,0.04947942069265991,0.00625,0.0125,0.0,
