variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed,ppo,28,10000,7,0.0,0,10,384.58480383725396,261.6029514728406,1.0,0.9889104506088066,0.0,0.0,0.0,0.0,0.0,859,18.29072265260461,0.20824922002427615,0.46205271659073444,0.008793810231782436,0.21885913853317812,0.22118742724097787,0.0,,749,0,0,749,0.8719441210710128,0.0,0.0,0.8719441210710128
proposed,ppo,28,10900,7,0.0,1,10,358.43849900907566,218.65317899756923,1.0,0.9896199188713499,0.0,0.0,0.0,0.0,0.0,901,18.28468187770624,0.3030854803308857,0.9086115892917225,0.009480077174329896,0.22197558268590456,0.2241953385127636,0.0,,784,0,0,784,0.8701442841287459,0.0,0.0,0.8701442841287459
proposed,ppo,28,10200,7,0.0,2,10,433.67102242744863,264.07220057260264,1.0,0.9922657998227461,0.0,0.0,0.0,0.0,0.0,1028,18.284860327115414,0.2464501646670777,0.9186318523551643,0.009298543648247096,0.23151750972762647,0.23346303501945526,0.0,,892,0,0,892,0.867704280155642,0.0,0.0,0.867704280155642
proposed,ppo,28,10300,7,0.0,3,10,504.1535616976664,313.72485376299545,1.0,0.991744623299626,0.0,0.0,0.0,0.0,0.0,1122,18.345650309659522,0.1964508686103147,0.5416934761132188,0.009002875008349724,0.21568627450980393,0.21746880570409982,0.0,,985,0,0,985,0.8778966131907309,0.0,0.0,0.8778966131907309
proposed,ppo,28,10800,7,0.0,4,10,468.5340964563823,257.34104070474046,1.0,0.9939847512925823,0.0,0.0,0.0,0.0,0.0,1179,18.284322917704024,0.2899153655640432,0.9943768130799264,0.01233777241620209,0.23918575063613232,0.2408821034775233,0.0,,1020,0,0,1020,0.8651399491094147,0.0,0.0,0.8651399491094147
proposed,ppo,28,10700,7,0.0,5,10,537.4897671892514,322.33828411356876,1.0,0.992932880673883,0.0,0.0,0.0,0.0,0.0,1220,18.31196381920612,0.20757973208265976,0.5000583446026496,0.00868267967006894,0.22704918032786886,0.22868852459016392,0.0,,1064,0,0,1064,0.8721311475409836,0.0,0.0,0.8721311475409836
proposed,ppo,28,10100,7,0.0,6,10,451.0635129892818,218.6023215747195,1.0,0.9913830503347056,0.0,0.0,0.0,0.0,0.0,1226,18.33581399105433,0.34904386670884396,0.8731930772468451,0.010910581733931167,0.22512234910277323,0.22593800978792822,0.0,,1071,0,0,1071,0.8735725938009788,0.0,0.0,0.8735725938009788
proposed,ppo,28,10400,7,0.0,7,10,553.8703458513588,324.31316483901605,1.0,0.991839693977591,0.0,0.0,0.0,0.0,0.0,1269,18.31180579048654,0.2164987366619303,0.6403261537042908,0.010452016207211196,0.23167848699763594,0.23325453112687156,0.0,,1105,0,0,1105,0.8707643814026793,0.0,0.0,0.8707643814026793
proposed,ppo,28,10600,7,0.0,8,10,576.1428195064888,336.6872157030365,1.0,0.9922419038224995,0.0,0.0,0.0,0.0,0.0,1323,18.358498998404464,0.2160676675472426,0.5295515764750511,0.01062442044300208,0.22071050642479215,0.2222222222222222,0.0,,1161,0,0,1161,0.8775510204081632,0.0,0.0,0.8775510204081632
proposed,ppo,28,10500,7,0.0,9,10,580.8176643319771,323.0500819762305,1.0,0.9928933563699843,0.0,0.0,0.0,0.0,0.0,1395,18.342304352338864,0.25094131151897403,0.6900269906664072,0.00949601743931091,0.22365591397849463,0.22508960573476702,0.0,,1222,0,0,1222,0.8759856630824373,0.0,0.0,0.8759856630824373
