#{"t_start": 1780069440.3349302, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,curriculum_stage
-90.432725,600,14.274119,0.0,0.0,6.7002228637814065,-90.43272503813358,0.0,0.0,0.0,0.0,0.11813594898888778,600,0.7362736451107987,0.05143213415142291,0.14154599168034812,0.8020569692490002,0.8098514232660333,0.6389000112811725,0.0,nan,0.0
-288.157809,436,30.864815,0.0,1.0,-8.238368569453584,-288.1578093046241,0.0,0.0,0.0,1.0,0.09521398708744355,436,0.7045274202158593,0.38233820739172275,1.0420366922237188,0.773252770202149,0.8313326512830793,0.6145334530861006,0.0,nan,0.0
-86.288371,600,36.794109,0.0,0.0,8.46002600449125,-86.28837138737235,0.0,0.0,0.0,0.0,0.12924838555843052,600,0.8422514959343051,0.029127352070720848,0.08883362395959199,0.8130375562763462,0.824707871923844,0.6445790781080722,0.0,nan,0.0
-88.429086,600,53.660731,0.0,0.0,10.845030514005897,-88.42908576577378,0.0,0.0,0.0,0.0,0.15963856537022367,600,0.9708125422540484,0.14202227349766156,0.3906048532189691,0.7975993279212464,0.768265043112139,0.6040523529797792,0.0,nan,0.0
-156.591471,600,60.97281,0.0,0.0,6.536298671166484,-156.5914713486097,0.0,0.0,0.0,0.0,0.14169248604860832,600,0.9438346126772247,0.3987515214250054,0.99381548014659,0.82160958164682,0.7733774429683884,0.6012309344857931,0.0,nan,0.0
-83.357794,600,75.95102,0.0,0.0,12.529856410222287,-83.35779443688885,0.0,0.0,0.0,0.0,0.14383851921020221,600,1.0483265044483163,0.08805813591135665,0.37046345129639663,0.8443371670568983,0.804917793845137,0.6363362856209278,0.0,nan,0.0
-82.780158,600,82.095249,0.0,0.0,11.923236584543655,-82.78015818992868,0.0,0.0,0.0,0.0,0.16042615667553783,600,0.915265356804436,0.03314848276056049,0.13994038356761868,0.8089270458991329,0.8006915902594726,0.6400033996502559,0.0,nan,0.0
-76.226766,600,97.866838,0.0,0.0,14.457235478988505,-76.22676625285379,0.0,0.0,0.0,0.0,0.20823443255926716,600,1.1603763678720767,0.09305108221480007,0.2144604341989154,0.7978258256241679,0.756051040366292,0.5831081181267898,0.0,nan,0.0
-158.467621,600,112.894069,0.0,0.0,11.316614409879172,-158.46762126788988,0.0,0.0,0.0,0.0,0.20661724633397408,600,1.348586950104776,0.4698604894566629,0.9967499450155913,0.7704027314546208,0.6936296391983827,0.5951676202813784,0.0,nan,0.0
-95.269331,600,119.223571,0.0,0.0,13.16515075425491,-95.26933090301772,0.0,0.0,0.0,0.0,0.16894596213497526,600,1.1476742647521692,0.1823812274191954,0.6308225502444218,0.8220313394566378,0.753061228369673,0.569628966897726,0.0,nan,0.0
-112.371831,600,133.915797,0.0,0.0,13.042615091274456,-112.37183149673709,0.0,0.0,0.0,0.0,0.23610057340699594,600,1.4050212371646302,0.37690031519724765,0.6294164888283443,0.7734940454488,0.692622479274869,0.557590739329656,0.0,nan,0.0
-137.360021,600,141.871056,0.0,0.0,9.75687190318122,-137.3600210818701,0.0,0.0,0.0,0.0,0.20372300259836437,600,1.1664763645213891,0.39941997744958113,0.7613939378882179,0.8115264199580997,0.77916052463154,0.592290564229091,0.0,nan,0.0
-466.69596,600,157.27132,0.0,0.0,6.939001638586883,-466.69595984178665,0.0,0.0,0.0,0.0,0.16384509106825915,600,1.1434025281014153,0.9000481986228156,2.0,0.8038677477339904,0.7273858127743006,0.5958574881156286,0.0,nan,0.0
-269.311496,600,168.413419,0.0,0.0,6.908724486524778,-269.3114959809989,0.0,0.0,0.0,0.0,0.1838525943419632,600,1.3413303191438282,0.7108103996259112,1.3199571938052113,0.7674974739241104,0.7312797979762157,0.5760998181005319,0.0,nan,0.0
-128.606664,600,174.846905,0.0,0.0,11.609208112549332,-128.60666360397786,0.0,0.0,0.0,0.0,0.21650619447814431,600,1.2799527563096529,0.3719610347774007,0.8974317322141048,0.8058263818795482,0.726044793004791,0.6054883726934592,0.0,nan,0.0
-187.211219,600,188.483887,0.0,0.0,10.09105461944394,-187.21121895553776,0.0,0.0,0.0,0.0,0.2068618364057655,600,1.4556231243504953,0.5679226055914358,0.9297183200523168,0.8346715962265928,0.6974901134520769,0.55831013550361,0.0,nan,0.0
-90.227362,600,195.803603,0.0,0.0,17.00419471496987,-90.22736223129445,0.0,0.0,0.0,0.0,0.21538810249798815,600,1.5707533873625148,0.21894981316338777,0.7426705045545349,0.807261148057878,0.70835405908525,0.5432966202994187,0.0,nan,0.0
-146.142256,600,208.9473,0.0,0.0,14.133090426911624,-146.1422555499893,0.0,0.0,0.0,0.0,0.34610169734559293,600,1.8315759814911925,0.52462513913833,0.8901031093187103,0.803112475456049,0.6810727376242479,0.5392155877749125,0.0,nan,0.0
-80.574158,600,215.049643,0.0,0.0,18.53340441911885,-80.57415832737209,0.0,0.0,0.0,0.0,0.23609168399675076,600,1.5899246422380808,0.23719105845171853,0.563524662984632,0.7908379962295293,0.7047953431804975,0.5429179911812146,0.0,nan,0.0
-52.194156,600,229.112504,0.0,0.0,26.43498956710141,-52.194156122364994,0.0,0.0,0.0,0.0,0.32082710972603834,600,2.2010136774755993,0.21299851381949117,0.43395973141426053,0.8096506481617689,0.651730491767327,0.5639836511015892,0.0,nan,0.0
-124.342732,600,244.151364,0.0,0.0,23.191182258652535,-124.34273199094837,0.0,0.0,0.0,0.0,0.39996028138410794,600,2.561929323386238,0.48826870100212794,0.9955895711835869,0.7398783153792222,0.6187111457685629,0.5133119190732638,0.0,nan,0.0
-28.57062,600,251.002843,0.0,0.0,38.58817552573418,-28.570619744787162,0.0,0.0,0.0,0.0,0.3895966010184674,600,2.7811427376282527,0.1688008889526638,0.45817009025689176,0.7451489340079327,0.5903285099565982,0.46972223063309987,0.0,nan,0.0
-36.104294,600,263.585398,0.0,0.0,50.64485875447634,-36.10429437073136,0.0,0.0,0.0,0.0,0.5353458310168021,600,4.062251079125393,0.29533813454449037,0.8250178934849328,0.7048257818321387,0.5610964078207811,0.44989143446087837,0.0,nan,0.0
-2.064332,600,270.8959,0.0,0.0,53.04722242241418,-2.064331636344442,0.0,0.0,0.0,0.0,0.5677177687390424,600,3.8215903287346125,0.1526278113689054,0.5106234268580666,0.7471467366069555,0.5243492057919502,0.42360205749670665,0.0,nan,0.0
26.351362,800,291.172321,0.0,0.0,87.97630793160957,26.351361518850517,0.0,0.0,0.0,0.0,0.9245927929682494,800,4.816035844599577,0.1799658781655035,0.6567837608739229,0.7079459420777857,0.47556667812168596,0.4080152858793735,0.0,nan,1.0
-5.828214,1000,318.341185,0.0,0.0,139.0591353913124,-5.828213763241582,0.0,0.0,0.0,0.0,0.7083461994073552,1000,6.884879556998283,0.291177229959632,0.9380039936415666,0.6998528926745057,0.48168598192930223,0.37134531247615815,0.0,nan,2.0
-28.136706,1000,363.578098,0.0,0.0,139.28900668825935,-28.13670621772567,0.0,0.0,0.0,0.0,0.30457604208698186,1000,7.113330843446558,0.34897967297243654,0.7700441615702233,0.6490364833362401,0.46879314762353896,0.39878924417495726,0.0,20.55265707879466,2.0
44.61538,1000,408.777554,0.0,0.0,177.00735555763995,44.615379887549864,0.0,0.0,0.0,0.0,0.47001912228177434,1000,8.161073025246171,0.22325543675570855,0.726256428162423,0.672078773714602,0.43792005082964897,0.37106177175045013,0.00037245902957046517,6.275409704295348,2.0
47.369572,1000,454.406109,0.0,0.0,175.34347645707558,47.36957195721479,0.0,0.0,0.0,0.0,0.4918564811283801,1000,7.805696895637167,0.2051161537382906,0.8785940671566292,0.6609812200162559,0.45136071678996087,0.36905682453513144,0.00020161916444863797,7.992407748337142,2.0
18.366927,1000,496.1923,0.0,0.0,167.97782853604832,18.366926943270812,0.0,0.0,0.0,0.0,0.4650968758107991,1000,8.552884045144594,0.2827829910386562,0.9980332867920018,0.6641283922214061,0.40944790199398995,0.3419732311964035,0.0,18.007058514387527,2.0
74.006845,1000,538.77105,0.0,0.0,226.99414106891587,74.00684548376034,0.0,0.0,0.0,0.0,0.311227249455949,1000,9.57034893056388,0.1898292302934388,0.5516433583537871,0.6433865478187799,0.44403144109249115,0.3659261019825935,0.0,17.594973170870723,2.0
107.642817,1000,579.759062,0.0,0.0,280.63668885629716,107.64281680039167,0.0,0.0,0.0,0.0,0.6494239631204605,1000,13.080052509695493,0.23020137844344682,0.7946100156431125,0.5726864881291985,0.3924364223778248,0.3206395357847214,2.665949372276586e-05,9.733405062772341,2.0
