density,shield_only_success,guard_only_success,delta_shield_minus_guard_only_success,shield_only_cost,guard_only_cost,delta_shield_minus_guard_only_cost,shield_only_collision,guard_only_collision,delta_shield_minus_guard_only_collision,shield_only_out_of_road,guard_only_out_of_road,delta_shield_minus_guard_only_out_of_road,shield_only_route_completion,guard_only_route_completion,delta_shield_minus_guard_only_route_completion,shield_only_lane_deviation,guard_only_lane_deviation,delta_shield_minus_guard_only_lane_deviation,shield_only_ttc_risk,guard_only_ttc_risk,delta_shield_minus_guard_only_ttc_risk
0.0,0.99,0.9733333333333333,0.01666666666666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913213106952986,0.9902073727309076,0.0011139379643909653,0.06664114912854657,0.061805349798109116,0.004835799330437457,0.0,0.0,0.0
0.08,0.94,0.8733333333333334,0.06666666666666654,0.06,0.09333333333333334,-0.03333333333333334,0.04,0.09333333333333334,-0.05333333333333334,0.02,0.0,0.02,0.9596363181829565,0.9404938454525765,0.019142472730379945,0.07811826311785132,0.0791711927576199,-0.0010529296397685795,0.0033181448109664098,0.0037571173315305508,-0.000438972520564141
0.15,0.56,0.6333333333333333,-0.07333333333333325,0.27,0.20666666666666667,0.06333333333333335,0.27,0.19999999999999998,0.07000000000000003,0.0,0.006666666666666667,-0.006666666666666667,0.8499752725882184,0.867815496168541,-0.017840223580322667,0.117438616472517,0.13634125812863734,-0.01890264165612035,0.018972827176024762,0.01627759066310022,0.0026952365129245433
