density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk
0.0,0.99,0.9913213106952986,0.0,0.0,0.0,568.7621616403717,568.7621616403717,1106.06,18.309508552952344,0.06664114912854657,0.0179649385314709,0.2270818173107359,0.0
0.08,0.94,0.9596363181829565,0.04,0.02,0.06,528.3437820469393,528.3437820469393,1054.8899999999999,18.04338377632738,0.07811826311785132,0.019935603378185722,0.23711705108658443,0.0033181448109664098
0.15,0.56,0.8499752725882184,0.27,0.0,0.27,464.48741046347993,464.48741046347993,1118.09,15.985486281651824,0.117438616472517,0.022511486325345387,0.31513800043608314,0.018972827176024762
