density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
0.0,0.99,0.9910615536516227,0.0,0.0,0.0,573.311107161025,573.311107161025,1044.22,19.287716526536954,0.05383111299763343,0.006851624910925564,0.22570724543726534,0.0,
0.08,0.88,0.9462235637264529,0.11,0.0,0.11,547.9398927804589,547.9398927804589,1028.85,18.987218667557634,0.06371271985386419,0.010305313986389588,0.23696745056786425,0.00247159089942616,9.235445265046618
0.15,0.6499999999999999,0.8659259145230962,0.27,0.0,0.27,468.46937134040434,468.46937134040434,1048.18,17.143457467267204,0.12044746728041093,0.0167784368387146,0.30785141452799103,0.015109210218547246,2.9628756841930066
