variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc,source_summary
guard_only,ppo,1,0.0,0.98,0.9904123315806327,0.0,0.0,0.0,568.6124368736656,568.6124368736656,1049.7,19.290029153997445,0.06700923226686269,0.006129868750885468,0.22509257575661748,0.0,,outputs/retune_guard_only_ttc12_v19_nenv16_seed1_1m/evaluations/summary.csv
guard_only,ppo,1,0.08,0.92,0.9544557929977916,0.06,0.0,0.06,538.0148691055338,538.0148691055338,1031.28,18.959053126117446,0.08478174065962266,0.009170862691291186,0.23581347347492287,0.0026275403605289975,7.269250026349056,outputs/retune_guard_only_ttc12_v19_nenv16_seed1_1m/evaluations/summary.csv
guard_only,ppo,1,0.15,0.58,0.861206561305718,0.28,0.0,0.28,461.256657529688,461.256657529688,1088.94,16.881529359711468,0.15257355808802717,0.015153599068902047,0.32101595464564103,0.01753100825292523,2.6243286335253693,outputs/retune_guard_only_ttc12_v19_nenv16_seed1_1m/evaluations/summary.csv
guard_only,ppo,2,0.0,1.0,0.9917107757226127,0.0,0.0,0.0,578.0097774483844,578.0097774483844,1038.74,19.285403899076467,0.04065299372840417,0.00757338107096566,0.22632191511791316,0.0,,outputs/retune_guard_only_ttc12_v19_nenv16_seed2_1m/evaluations/summary.csv
guard_only,ppo,2,0.08,0.84,0.9379913344551141,0.16,0.0,0.16,557.8649164553841,557.8649164553841,1026.42,19.01538420899782,0.042643699048105714,0.011439765281487992,0.23812142766080563,0.0023156414383233223,11.201640503744182,outputs/retune_guard_only_ttc12_v19_nenv16_seed2_1m/evaluations/summary.csv
guard_only,ppo,2,0.15,0.72,0.8706452677404743,0.26,0.0,0.26,475.68208515112065,475.68208515112065,1007.42,17.405385574822944,0.0883213764727947,0.018403274608527153,0.2946868744103411,0.012687412184169262,3.301422734860644,outputs/retune_guard_only_ttc12_v19_nenv16_seed2_1m/evaluations/summary.csv
