#{"t_start": 1782820408.765835, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-102.090878,600,4.686915,0.0,0.0,6.040108739626898,-102.09087815521548,0.0,0.0,0.0,0.0,0.11181623110020412,600,0.7754885101430785,0.2374861881374122,0.6102574263561897,0.8025559376552701,0.7654130705663313,0.6111136135148505,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-108.81341,600,10.177679,0.0,0.0,4.732118738050342,-108.81340950849103,0.0,0.0,0.0,0.0,0.1157326297725658,600,0.7073812489866973,0.23545460035971155,0.6378953032406318,0.8155419440194964,0.8398484989255667,0.6338636534909408,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-84.091184,600,13.547187,0.0,0.0,9.839169763372803,-84.09118375505732,0.0,0.0,0.0,0.0,0.11456302637600976,600,0.8846451988478766,0.04391765525166893,0.13168466217762506,0.7832292085140944,0.7310360629359881,0.5918315489590168,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-87.784858,600,18.920935,0.0,0.0,9.710619567983365,-87.78485801486814,0.0,0.0,0.0,0.0,0.1300992867804681,600,0.8397892069737439,0.11028743089473077,0.25885666382200934,0.8127202363684773,0.7640924084807436,0.6213601034134626,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-80.32995,600,22.354367,0.0,0.0,10.825783442614904,-80.32994990277076,0.0,0.0,0.0,0.0,0.15188843816546754,600,0.981212999133582,0.08062353913733276,0.18808080591805565,0.8374161089211702,0.7545147456477086,0.6021670324107011,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-81.922599,600,27.735685,0.0,0.0,13.3879528644868,-81.92259905352574,0.0,0.0,0.0,0.0,0.17088602842835332,600,1.2509827417248551,0.1929498515114169,0.5075866141752978,0.8441770825783411,0.7497118267665307,0.564134708493948,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-75.241787,600,33.128684,0.0,0.0,14.69886358298931,-75.24178731595806,0.0,0.0,0.0,0.0,0.21359841900216747,600,1.3145266586814663,0.2014981514331343,0.438631393659575,0.8006082910050949,0.7276259687294563,0.6124069988230865,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-119.209553,600,36.514044,0.0,0.0,11.870965462771963,-119.2095533562601,0.0,0.0,0.0,0.0,0.21913818874732316,600,1.3046639763609884,0.3949792784148951,0.9961256415761564,0.7834520580992103,0.7004063791036605,0.5826063647369544,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-249.260315,600,41.947585,0.0,0.0,8.260518821317836,-249.2603150361327,0.0,0.0,0.0,0.0,0.17474958074330965,600,1.4594034397017526,0.8198910478659379,2.0,0.7827521747847398,0.7073234729965527,0.5823719340066115,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-403.55853,600,45.409585,0.0,0.0,10.121560749647504,-403.5585304158664,0.0,0.0,0.0,0.0,0.2556532532552407,600,1.6320460405859194,1.0936205394867171,2.0,0.8186127320428689,0.7453090486427149,0.5697523727019628,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-403.852985,600,50.942374,0.0,0.0,6.88692106719173,-403.8529850415541,0.0,0.0,0.0,0.0,0.22486141737886872,600,1.4275370253044801,1.1063477116486817,2.0,0.8545535994321107,0.7454926617443561,0.5837280947963397,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-364.998044,600,56.570672,0.0,0.0,7.41566366876336,-364.9980439287921,0.0,0.0,0.0,0.0,0.16615777845352753,600,1.6921738578581107,1.0604635247902152,2.0,0.7900190131242076,0.6991303007056315,0.5492467387020588,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-277.714755,600,60.08317,0.0,0.0,9.296870631540223,-277.71475504511255,0.0,0.0,0.0,0.0,0.1908502228321284,600,1.658240853052533,0.8689885189581211,2.0,0.8122211414078871,0.6760519395271937,0.5469689279794693,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-298.158966,600,65.897021,0.0,0.0,11.25247720735871,-298.1589663632534,0.0,0.0,0.0,0.0,0.19264137336423995,600,1.5442678963698488,0.8241580595226535,2.0,0.8391870828097066,0.6865811437368393,0.5765991955002149,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-177.988173,600,69.60582,0.0,0.0,11.897600167851786,-177.98817303693085,0.0,0.0,0.0,0.0,0.2055789887127606,600,1.5213857408361902,0.6014390494277037,1.4144198020497238,0.8070578048750758,0.7610634594410658,0.5735005213320256,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-120.715015,600,75.157098,0.0,0.0,15.662529401261345,-120.71501498785835,0.0,0.0,0.0,0.0,0.2546837331305442,600,1.6665957951183525,0.3986112814158048,1.4121362302928913,0.7725350079250832,0.7038089323043824,0.5799256937702497,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-79.900506,600,78.752162,0.0,0.0,20.963773132437844,-79.90050623531641,0.0,0.0,0.0,0.0,0.30861689827904604,600,2.078133518855809,0.39491412408501003,0.8885435286825438,0.8061306140385568,0.6732981716096401,0.551465485394001,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-277.136487,551,83.964363,0.0,1.0,1.4122454815147076,-277.1364869536163,0.0,0.0,0.0,1.0,0.25930986608325385,551,1.6665969578674686,0.3891864687856167,1.0329840471874117,0.8172057600262593,0.7399157273250137,0.572828502598778,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-55.390324,600,89.539714,0.0,0.0,22.372710250735697,-55.390323814436044,0.0,0.0,0.0,0.0,0.24866180406084565,600,1.7300051365778881,0.14156532874413785,0.4539485392617713,0.8102536701100568,0.7092755323648453,0.5986389194925626,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-245.75264,465,92.481679,0.0,1.0,2.3569926063338578,-245.75263976924478,0.0,0.0,0.0,1.0,0.17615508030620683,465,1.5534319964211936,0.24461009228758987,1.037352251607009,0.8133085560734554,0.7881673983348313,0.6076118953766362,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-226.090449,339,94.594358,0.0,1.0,0.981424760089638,-226.0904486874104,0.0,0.0,0.0,1.0,0.20928121023229557,339,2.3535729291967784,0.39659452508917403,1.0497573001199423,0.850264280935568,0.6486276451465303,0.5211091372115774,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-245.920917,542,99.90416,0.0,1.0,8.773147986698675,-245.92091715562339,0.0,0.0,0.0,1.0,0.4337713272999927,542,2.8246138672774843,0.46867665924517943,1.0286069601939938,0.802544448359756,0.5920340505693231,0.5095142498887333,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-228.158493,543,103.298731,0.0,1.0,14.768477004302245,-228.15849324199226,0.0,0.0,0.0,1.0,0.3200479392637239,543,2.158423656039916,0.14842353726471114,1.0318438914931192,0.7918482123433336,0.6819421213195689,0.5340278038881979,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-77.386878,600,108.923879,0.0,0.0,20.890093467360842,-77.38687753902659,0.0,0.0,0.0,0.0,0.27325561891416794,600,1.9759211643801704,0.3160511967106709,0.9985839995517741,0.8366569956516227,0.6967205071945985,0.5790982879201572,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-62.045678,600,114.452911,0.0,0.0,23.9070607616244,-62.04567794785515,0.0,0.0,0.0,0.0,0.3722100960935819,600,2.380592899325535,0.3226356156928982,0.8061389342200928,0.7989900183739761,0.6440188843508562,0.5249589692552884,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-40.258752,600,117.552966,0.0,0.0,34.321082149959246,-40.25875195371672,0.0,0.0,0.0,0.0,0.4105546672475552,600,2.990358206864029,0.2956326307844959,0.9947977427538521,0.8148035300150513,0.5775892558693886,0.48795043389002485,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-41.861562,600,122.735907,0.0,0.0,36.43023192946564,-41.86156182669696,0.0,0.0,0.0,0.0,0.45698655188884946,600,3.4673200176187233,0.369291833542055,0.9999815922811497,0.7753373715405663,0.5433229775726796,0.4886156012614568,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-64.465903,600,125.885902,0.0,0.0,29.178724430457166,-64.46590326089084,0.0,0.0,0.0,0.0,0.4485212612725451,600,3.163613847740835,0.48977680535694534,0.9292561254204096,0.8390070063744982,0.5517027654250463,0.44703697313865026,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-32.910633,600,131.179678,0.0,0.0,33.073294372074336,-32.91063280106753,0.0,0.0,0.0,0.0,0.582792276379819,600,3.193312651836241,0.35775786001661386,0.7954564293236176,0.8074832940846681,0.5804507225751877,0.47580666075150174,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-98.833254,600,136.600686,0.0,0.0,19.86840087425118,-98.83325370784813,0.0,0.0,0.0,0.0,0.4344510795411047,600,3.2340379348808352,0.6409791042578346,0.9977081353016234,0.7959829749073833,0.5770290556550026,0.45681847323973973,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-25.789418,600,140.008784,0.0,0.0,43.390978443527025,-25.789418281434354,0.0,0.0,0.0,0.0,0.6005455987885847,600,4.3196220152862566,0.37668272779421275,0.9926898852145579,0.762175442588826,0.5208976540962855,0.4274720102548599,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
4.110884,800,146.644352,0.0,0.0,69.72113114804039,4.110884379614538,0.0,0.0,0.0,0.0,0.9378384875457344,800,4.288232005177376,0.244119655877938,0.9886752090095184,0.7964999259449541,0.495569170601666,0.4408524617552757,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,1.0
4.574019,800,155.669101,0.0,0.0,96.48394629869948,4.5740191697532255,0.0,0.0,0.0,0.0,0.30402227540162935,800,5.952195964368364,0.3011065871632498,0.8023196571714886,0.7532547928020358,0.4322731733322144,0.38212303563952443,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0.800409,800,162.031451,0.0,0.0,105.22210782018225,0.8004094878944381,0.0,0.0,0.0,0.0,0.6002051713993288,800,7.870844145998929,0.38272087976168295,0.9994465290572963,0.7177595995459706,0.3958077780902386,0.35411713339388373,0.0,nan,7,0,0,7,0.00875,0.0,0.0,0.00875,1.0
21.812669,600,168.536749,0.0,0.0,99.0675591834752,21.812668952925204,0.0,0.0,0.0,0.0,0.36927011949650324,600,8.784993894589578,0.32042866298694034,0.993275041635281,0.7490344249208768,0.3703196096420288,0.3146107921997706,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
89.834793,485,174.869065,1.0,0.0,88.89765220989536,89.83479330571042,0.0,0.0,0.0,0.0,0.9578574910742753,485,8.282176139861278,0.39894530382177107,0.9957334008920101,0.7415457341551166,0.3809084120484971,0.3433816022479657,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,1.0
16.820317,800,180.667828,0.0,0.0,134.36855488804093,16.820316519842585,0.0,0.0,0.0,0.0,0.5924267537069786,800,10.907854331837846,0.42106548235551977,0.9985585251855362,0.7540637646848336,0.3034372665733099,0.2649809618294239,0.0,nan,3,0,0,3,0.00375,0.0,0.0,0.00375,1.0
65.690425,1000,193.130586,0.0,0.0,221.84593251064808,65.69042495762541,0.0,0.0,0.0,0.0,0.8300837567253735,1000,12.089974648041126,0.37396898537722023,0.9776212795471506,0.7064860018119216,0.30458865243196487,0.26635910201072693,0.00031370644320120276,8.880792967109194,17,2,0,15,0.017,0.002,0.0,0.015,2.0
-220.970296,788,205.551,0.0,1.0,145.06769620469575,-220.97029568508427,0.0,0.0,0.0,1.0,0.40534759433795386,788,11.346823925410812,0.3303832308139816,2.0,0.708210364352855,0.2704531638906692,0.25521078932708896,0.024472606410252257,1.0881936150740903,34,0,23,11,0.04314720812182741,0.0,0.02918781725888325,0.013959390862944163,2.0
46.910346,1000,223.796158,0.0,0.0,223.77623581258112,46.910345549834624,0.0,0.0,0.0,0.0,0.6183692960832559,1000,12.547613688065306,0.3800082456778642,1.7360814049646975,0.6839054410047829,0.27952014255523683,0.2612573674917221,0.0,20.552810726946944,12,0,0,12,0.012,0.0,0.0,0.012,2.0
-18.448409,800,235.974496,0.0,0.0,192.2048083254507,-18.448409277818257,0.0,0.0,0.0,0.0,0.5776002279995955,800,12.31931443136696,0.3144007845600188,1.049344774292264,0.6922229297971353,0.24980489164590836,0.24619072049856186,0.033981666900868145,0.2292678753430226,54,2,34,18,0.0675,0.0025,0.0425,0.0225,1.0
152.485974,722,244.664954,1.0,0.0,229.47850018034597,152.48597354354484,0.0,0.0,0.0,0.0,0.9851443022384337,722,15.960758860924047,0.36550845212367267,0.9986788607561671,0.6794856641844039,0.32547131643070737,0.3169951579247155,9.068902096829822e-05,11.637045309939221,92,3,0,89,0.12742382271468145,0.004155124653739612,0.0,0.12326869806094183,1.0
-40.827171,800,253.105369,0.0,0.0,149.39405159325315,-40.82717092989719,0.0,0.0,0.0,0.0,0.8815417278342271,800,15.468110513639141,0.5481349781287536,2.0,0.663787759821862,0.30764432229101657,0.28213446140289306,0.0,nan,77,0,0,77,0.09625,0.0,0.0,0.09625,1.0
19.687742,800,262.651428,0.0,0.0,171.868321137189,19.68774224593519,0.0,0.0,0.0,0.0,0.6532821067428755,800,14.291414862596744,0.43628430050155886,1.8446932230667281,0.670251463605091,0.2579588162153959,0.25402661338448523,0.0,nan,46,0,0,46,0.0575,0.0,0.0,0.0575,1.0
141.43097,705,270.999778,1.0,0.0,209.76716234261778,141.43096977233455,0.0,0.0,0.0,0.0,0.984389694414861,705,15.43487526790837,0.3893653641333645,0.9974761979455254,0.6617949895666423,0.3284145841361783,0.27168515388001785,0.0,nan,62,0,0,62,0.08794326241134752,0.0,0.0,0.08794326241134752,1.0
161.191844,780,279.156,1.0,0.0,241.76888064402632,161.19184421011198,0.0,0.0,0.0,0.0,0.9850658950261145,780,15.032930075744963,0.3456108070070427,0.993204725262129,0.6165426562755154,0.3032520545598788,0.2722008605798086,0.0,nan,55,0,0,55,0.07051282051282051,0.0,0.0,0.07051282051282051,2.0
95.619864,1000,291.584461,0.0,0.0,256.7838018631382,95.6198636033857,0.0,0.0,0.0,0.0,0.8442909340661201,1000,13.282746493183737,0.2997291843840783,0.990089184265782,0.654282055284828,0.3273216491937637,0.2995857524871826,0.002644695703933487,4.642503399430735,54,0,5,49,0.054,0.0,0.005,0.049,2.0
108.254807,1000,308.383954,0.0,0.0,282.0253245165629,108.25480698748318,0.0,0.0,0.0,0.0,0.9559742809604154,1000,15.313078229607205,0.34685808082295033,0.9990902593470626,0.6230337378904224,0.3086227480173111,0.29223698830604555,0.0,nan,79,0,0,79,0.079,0.0,0.0,0.079,2.0
34.285492,800,323.273945,0.0,0.0,203.70912304508258,34.285491928852345,0.0,0.0,0.0,0.0,0.7007156470552145,800,12.58845706134921,0.2790211422347848,1.0590915262558933,0.6790970800584182,0.27855977684259414,0.2830751010775566,0.020516042798394855,0.5800393667226081,49,9,17,23,0.06125,0.01125,0.02125,0.02875,1.0
92.385605,800,333.065403,0.0,0.0,216.49472196798834,92.38560467718744,0.0,0.0,0.0,0.0,0.7814466118215602,800,13.800114990772862,0.30357303678019976,1.0555945668930713,0.6606292958837002,0.3166732938587666,0.2978397962450981,0.0,nan,38,0,0,38,0.0475,0.0,0.0,0.0475,1.0
30.434065,800,342.706926,0.0,0.0,135.96002017458008,30.43406525144713,0.0,0.0,0.0,0.0,0.5585445217870786,800,9.822628877773635,0.34665873279828247,1.0166614709159236,0.6527005529031158,0.3566671917587519,0.32577097818255424,0.0,nan,5,0,0,5,0.00625,0.0,0.0,0.00625,1.0
154.360592,590,349.209328,1.0,0.0,177.8464508996689,154.36059187559613,0.0,0.0,0.0,0.0,0.9831932274639841,590,12.984548701680508,0.26322727957032444,0.9451155260151103,0.6189496862686287,0.34123074119373903,0.3082777439537695,0.0,nan,17,0,0,17,0.0288135593220339,0.0,0.0,0.0288135593220339,2.0
102.44307,1000,368.236264,0.0,0.0,286.13523794537616,102.4430699836315,0.0,0.0,0.0,0.0,0.5125134094098017,1000,14.313532596960288,0.305238851095902,0.9862012341126235,0.5976191018521786,0.2887841393947601,0.26376768326759337,0.00021222082718023633,9.4983521190206,36,2,0,34,0.036,0.002,0.0,0.034,2.0
12.042421,1000,387.047265,0.0,0.0,296.3727876454974,12.042421121531564,0.0,0.0,0.0,0.0,0.8341754973238918,1000,13.921547359018493,0.24942679959820813,0.9886218452750172,0.6221542313769459,0.3269655548930168,0.301466530919075,0.03831712706330278,1.4735338417441495,160,3,58,99,0.16,0.003,0.058,0.099,2.0
164.196583,1000,405.275824,0.0,0.0,331.565417284309,164.19658286277087,0.0,0.0,0.0,0.0,0.8059049128718094,1000,14.262206573623217,0.19020794831228374,0.8240959840957196,0.6068579109609127,0.32493764078617093,0.2939891338348389,0.0,nan,76,0,0,76,0.076,0.0,0.0,0.076,2.0
103.856629,1000,423.613751,0.0,0.0,294.0761892774846,103.85662945761051,0.0,0.0,0.0,0.0,0.5676243400337406,1000,14.321132105435325,0.2761964961994816,0.9884610364392454,0.6001496801376343,0.3431748477816582,0.3060424235463142,0.004337813828521122,1.2010917520463575,84,3,5,76,0.084,0.003,0.005,0.076,2.0
123.343273,1000,442.094501,0.0,0.0,314.17148532990564,123.34327252591727,0.0,0.0,0.0,0.0,0.5656909604949779,1000,15.401685048382639,0.27385811647711106,1.341397358911868,0.6086080821976065,0.32784241580963136,0.30811189353466034,0.0,18.911648042302826,96,0,0,96,0.096,0.0,0.0,0.096,2.0
134.846613,1000,461.077985,0.0,0.0,320.91123858532364,134.84661274028463,0.0,0.0,0.0,0.0,0.5578604186659192,1000,15.436841254944788,0.25351658418504236,0.8439194976831299,0.585072143279016,0.3257878797650337,0.2838952008485794,0.00042119813842237677,7.1641200278205,78,1,1,76,0.078,0.001,0.001,0.076,2.0
-67.548828,274,467.694099,0.0,1.0,81.60964544716374,-67.54882831668064,1.0,1.0,0.0,0.0,0.2375515406665903,274,14.829388354089922,0.2079396752941275,0.49942686480957404,0.6118892157708642,0.3592785207459526,0.3122802285382347,0.0033592898683687373,0.9546549128035926,24,0,0,24,0.08759124087591241,0.0,0.0,0.08759124087591241,2.0
130.810267,800,479.799772,0.0,0.0,284.1415501338798,130.81026685798878,0.0,0.0,0.0,0.0,0.6604693934154618,800,16.62905306085894,0.2596484117602593,0.9998816527974878,0.5838848462072201,0.4082791192829609,0.3651124152541161,0.00029586463050750895,9.93605497993712,134,3,0,131,0.1675,0.00375,0.0,0.16375,1.0
156.186902,590,488.567624,1.0,0.0,196.81672382576252,156.18690216150512,0.0,0.0,0.0,0.0,0.9803331192945678,590,15.274834025782884,0.3000284039059717,1.0085424512199068,0.5843135555416851,0.4134639390444351,0.39246644084736454,0.0,nan,102,0,0,102,0.17288135593220338,0.0,0.0,0.17288135593220338,1.0
190.680758,918,499.841918,1.0,0.0,302.61321182193217,190.68075752779893,0.0,0.0,0.0,0.0,0.9884997395789902,918,15.74397814771814,0.28312821108108976,1.657177813803307,0.583824361055635,0.3154576714911492,0.29631230637658396,0.0,19.897539234300307,100,0,0,100,0.10893246187363835,0.0,0.0,0.10893246187363835,2.0
107.14854,1000,518.347413,0.0,0.0,294.0136246734029,107.1485397888385,0.0,0.0,0.0,0.0,0.7167834398278372,1000,15.516818220892434,0.3557094610494587,0.9948995372316904,0.5877396781668067,0.3611856420636177,0.3359978040456772,0.0004840783138580078,9.004056716162722,89,4,0,85,0.089,0.004,0.0,0.085,2.0
-114.523098,592,529.444601,0.0,1.0,167.2004881358177,-114.52309806692058,0.0,0.0,0.0,1.0,0.3902926582665059,592,15.421483968167292,0.28873799802921524,2.0,0.5334890866022859,0.3518516145445205,0.36192718933562973,0.0006119889375340565,7.6524305877580625,75,1,0,74,0.1266891891891892,0.0016891891891891893,0.0,0.125,2.0
128.53411,800,544.586059,0.0,0.0,276.2391340164864,128.53410968218415,0.0,0.0,0.0,0.0,0.712583496477538,800,15.474557552968745,0.20293700399672487,0.6604858197198528,0.5620965819805861,0.3757128406316042,0.37225612431764604,0.0038927114831324495,5.541285860320608,107,5,3,99,0.13375,0.00625,0.00375,0.12375,1.0
-74.877149,657,554.562689,0.0,1.0,190.93397148110532,-74.87714864476482,0.0,0.0,0.0,1.0,0.8927324735171017,657,15.571238027865569,0.2605705021479689,1.0354297428853259,0.548453358652657,0.3666638960577037,0.33363899901577326,0.0,nan,78,0,0,78,0.1187214611872146,0.0,0.0,0.1187214611872146,1.0
152.74898,811,566.116525,1.0,0.0,226.2497239431825,152.74898037693828,0.0,0.0,0.0,0.0,0.986856177270933,811,15.188469078271876,0.3338009706026206,1.2378679017551106,0.5917293193638692,0.3902992853842005,0.3571840336525631,0.0,nan,93,0,0,93,0.11467324290998766,0.0,0.0,0.11467324290998766,2.0
124.504069,1000,584.255402,0.0,0.0,316.4176376819627,124.50406897629959,0.0,0.0,0.0,0.0,0.6885170757603124,1000,15.81058451312516,0.3164736924420066,0.8211061760017779,0.5629111139401793,0.40374021446704866,0.37036501121521,0.0008343074907087984,6.994107659458517,176,6,1,169,0.176,0.006,0.001,0.169,2.0
64.888321,1000,599.705418,0.0,0.0,320.06911254808125,64.88832147864149,0.0,0.0,0.0,0.0,0.6447870682469836,1000,15.747633601220699,0.2912879274462657,0.9968940947942603,0.586162243694067,0.3834709428548813,0.3681498851776123,0.020950884965612145,1.8188348054060477,212,0,27,185,0.212,0.0,0.027,0.185,2.0
141.191984,1000,616.285705,0.0,0.0,331.2331664577868,141.19198444667407,0.0,0.0,0.0,0.0,0.7010094098040676,1000,16.093283415614742,0.2853823523974019,0.9909572495485202,0.5583231458310037,0.40306911534070966,0.3734948960542679,0.0,27.576537693252256,170,0,0,170,0.17,0.0,0.0,0.17,2.0
154.921498,1000,634.613194,0.0,0.0,358.36826259718515,154.92149799378163,0.0,0.0,0.0,0.0,0.5906755193753527,1000,16.440148110174317,0.24551070199006272,0.999573117084282,0.5628812866508961,0.40793425631523134,0.36205489617586134,0.0003895443299596458,7.3254680404842505,180,1,0,179,0.18,0.001,0.0,0.179,2.0
162.14293,1000,652.842949,0.0,0.0,368.6124874799862,162.14292992630294,0.0,0.0,0.0,0.0,0.6517501394793569,1000,16.89468442630205,0.24672684660109048,1.0463193448086323,0.601284393331036,0.44352196776866915,0.3970951488018036,0.0,13.441377579222372,232,0,0,232,0.232,0.0,0.0,0.232,2.0
193.615066,1000,670.756657,0.0,0.0,394.2495830515825,193.61506594178027,0.0,0.0,0.0,0.0,0.8085540173126863,1000,17.168659977777665,0.20264000356003478,0.7180387086185961,0.5810290060862899,0.43044187474250795,0.4138890367746353,0.0,nan,283,0,0,283,0.283,0.0,0.0,0.283,2.0
25.29221,697,685.172197,0.0,1.0,254.73540238429104,25.29220984731262,1.0,1.0,0.0,0.0,0.7416979180605878,697,16.646608836920013,0.21057622020286565,0.7498445860477644,0.5769966549508626,0.4159255037177755,0.3734597910938509,0.00011740420005085406,11.264306056574442,151,2,0,149,0.21664275466284075,0.0028694404591104736,0.0,0.21377331420373027,2.0
95.8552,1000,703.780239,0.0,0.0,333.28004254745935,95.85520031392385,0.0,0.0,0.0,0.0,0.7173715445991327,1000,15.495881488285274,0.2609487465004097,1.3945595609377888,0.5685662517398595,0.38490243142843245,0.35892139917612076,0.015660208557636876,2.773876095589814,176,8,21,147,0.176,0.008,0.021,0.147,2.0
162.707625,1000,723.455232,0.0,0.0,355.41296858737974,162.70762549179503,0.0,0.0,0.0,0.0,0.7666825834686062,1000,16.083451868479887,0.22823256421738966,0.7650993384881638,0.5722675526402891,0.3875945870876312,0.36951513195037844,0.0017789296067032793,7.597128506289309,193,12,0,181,0.193,0.012,0.0,0.181,2.0
168.506781,1000,741.597881,0.0,0.0,372.4008345295311,168.5067807186426,0.0,0.0,0.0,0.0,0.637781101072852,1000,16.973067919269496,0.2379645984076374,0.9397604717909495,0.545263929080218,0.43783211255073545,0.39218305468559267,0.0,23.10659131501769,254,0,0,254,0.254,0.0,0.0,0.254,2.0
128.656378,896,759.218135,0.0,0.0,304.14914310670855,128.65637755699274,0.0,0.0,0.0,0.0,0.7774709975194962,896,16.736793801184877,0.3015030011072727,1.05557283293109,0.5514163941718705,0.4500408221169242,0.4172212102317384,0.0003001390866101731,10.902717921604104,227,5,0,222,0.2533482142857143,0.005580357142857143,0.0,0.24776785714285715,1.0
184.103607,446,765.356838,1.0,0.0,204.7001078410991,184.10360669181347,0.0,0.0,0.0,0.0,0.9770260467463594,446,16.830847907265714,0.1430272582070443,0.5442876496319936,0.5485555848749898,0.47788447890046465,0.41907350899392715,0.0,nan,136,0,0,136,0.30493273542600896,0.0,0.0,0.30493273542600896,1.0
209.87006,769,774.954759,1.0,0.0,297.21858148540633,209.87005954390594,0.0,0.0,0.0,0.0,0.9863234357382086,769,16.808148377892522,0.23695837126455366,0.8988155289929077,0.5371127351004296,0.40541485661182974,0.39500253330746615,0.0,nan,153,0,0,153,0.19895968790637192,0.0,0.0,0.19895968790637192,1.0
250.40445,859,788.084018,1.0,0.0,367.31802430447846,250.4044503932373,0.0,0.0,0.0,0.0,0.9885176586109073,859,17.18742400979803,0.17987112795967145,0.8358539229838751,0.5222294880781969,0.4371255351028842,0.4326747399825295,0.0,nan,238,0,0,238,0.2770663562281723,0.0,0.0,0.2770663562281723,2.0
162.209374,1000,805.182893,0.0,0.0,365.6681516399351,162.20937417659187,0.0,0.0,0.0,0.0,0.9271640079115796,1000,15.760845807159031,0.2020055566411486,0.7477021360916761,0.5382746746614575,0.41793825072050095,0.40321621620655057,0.00688414555926401,2.5778710632364996,229,5,10,214,0.229,0.005,0.01,0.214,2.0
