variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed,ppo,28,0.0,1.0,0.9913807489006676,0.0,0.0,0.0,504.6686645964571,311.84811265323486,1103.72,18.285703317231025,0.1725571127106626,0.0421746265373272,0.24245833547690027,0.0,
proposed,ppo,28,0.08,0.78,0.8884399394512258,0.2,0.0,0.2,459.8526785273178,227.76106815353768,1016.58,17.935416946820066,0.1642794917613346,0.04847976168963112,0.25505384858300595,0.0032744367798625525,11.343394099498909
proposed,ppo,28,0.15,0.48,0.8288809199725371,0.32,0.0,0.32,401.7969030524726,38.33711399485241,1096.98,15.751837434785953,0.18734259557872857,0.0613510120650548,0.32989987515317154,0.017643761509823285,2.8874439383664408
