variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed,ppo,28,10600,7,0.0,0,10,423.77257160038437,291.35363864715555,1.0,0.9887027524903804,0.0,0.0,0.0,0.0,0.0,877,18.284074792150776,0.1364613362722179,0.3983557823762538,0.04124061479987184,0.2348916761687571,0.2348916761687571,0.0,,758,0,0,758,0.8643101482326112,0.0,0.0,0.8643101482326112
proposed,ppo,28,10700,7,0.0,1,10,392.5365786944106,239.16282985986828,1.0,0.9911174821961511,0.0,0.0,0.0,0.0,0.0,977,18.292471071892138,0.2919503118695657,0.5593807929121981,0.046333923493345155,0.24155578300921188,0.24155578300921188,0.0,,841,0,0,841,0.8607983623336745,0.0,0.0,0.8607983623336745
proposed,ppo,28,10300,7,0.0,2,10,471.9355500325535,302.503069022425,1.0,0.9910692251979105,0.0,0.0,0.0,0.0,0.0,1045,18.311742107206026,0.19389386524596822,0.4539037539293329,0.0414381641696283,0.23349282296650717,0.23349282296650717,0.0,,907,0,0,907,0.8679425837320575,0.0,0.0,0.8679425837320575
proposed,ppo,28,10100,7,0.0,3,10,390.45696107981496,213.4547686294634,1.0,0.9910245375023801,0.0,0.0,0.0,0.0,0.0,1048,18.257306672691172,0.34553198818797715,0.6625320754523192,0.041493762184986634,0.2480916030534351,0.2480916030534351,0.0,,901,0,0,901,0.8597328244274809,0.0,0.0,0.8597328244274809
proposed,ppo,28,10900,7,0.0,4,10,522.9520425311468,331.3934850949164,1.0,0.9914128934422147,0.0,0.0,0.0,0.0,0.0,1102,18.298480740535283,0.1460218332215264,0.5703090381402097,0.04488891499715362,0.24500907441016334,0.24500907441016334,0.0,,948,0,0,948,0.8602540834845736,0.0,0.0,0.8602540834845736
proposed,ppo,28,10400,7,0.0,5,10,591.6494097964952,377.6770374402351,1.0,0.9926272231987288,0.0,0.0,0.0,0.0,0.0,1149,18.27500717034081,0.06398727096486252,0.3291279587454288,0.04072974209557794,0.24804177545691905,0.2463011314186249,0.0,,989,0,0,989,0.8607484769364665,0.0,0.0,0.8607484769364665
proposed,ppo,28,10500,7,0.0,6,10,575.0624341330116,356.3991473776535,1.0,0.9909546457252872,0.0,0.0,0.0,0.0,0.0,1211,18.26755782281491,0.13886348954176156,0.9775536129783342,0.04463202026088181,0.2543352601156069,0.2543352601156069,0.0,,1030,0,0,1030,0.8505367464905037,0.0,0.0,0.8505367464905037
proposed,ppo,28,10000,7,0.0,7,10,541.9641686395462,323.4503194232063,1.0,0.9926566274114922,0.0,0.0,0.0,0.0,0.0,1231,18.3032700851439,0.2087073022881355,0.581039768649638,0.04270494855644528,0.2437043054427295,0.2437043054427295,0.0,,1062,0,0,1062,0.8627132412672623,0.0,0.0,0.8627132412672623
proposed,ppo,28,10800,7,0.0,8,10,539.283033484379,302.97640282228394,1.0,0.9931772892520598,0.0,0.0,0.0,0.0,0.0,1297,18.290981174051733,0.2566398951793163,0.5736877849529366,0.04002686773528077,0.24672320740169623,0.24672320740169623,0.0,,1120,0,0,1120,0.8635312259059368,0.0,0.0,0.8635312259059368
proposed,ppo,28,10200,7,0.0,9,10,709.5209471895374,426.4931566285413,1.0,0.9938511352689128,0.0,0.0,0.0,0.0,0.0,1448,18.32339768612157,0.10838186215249172,0.4082174951963848,0.03975805068676082,0.23895027624309392,0.23895027624309392,0.0,,1258,0,0,1258,0.8687845303867403,0.0,0.0,0.8687845303867403
