variant,algo,seed,density,protocol_class,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,mean_speed_kmh,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,episode_count,source_csv,run_dir,config_json,model_path
baseline,ppo,2,0.08,inconsistent_protocol,0.14,0.4095927867474341,0.3,0.56,0.86,173.79716542913076,173.79716542913076,234.24,39.253953315194025,0.0,0.0,0.0,0.0,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/baseline_ppo_s2.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/baseline_ppo_s2,outputs/iscsic_main_nenv10_1p5m_ent001/runs/baseline_ppo_s2/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/baseline_ppo_s2/model/final_model.zip
baseline,ppo,2,0.15,inconsistent_protocol,0.04,0.3604804967743225,0.58,0.38,0.96,147.68751509689722,147.68751509689722,227.84,36.2270099862313,0.0,0.0,0.0,0.0,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/baseline_ppo_s2.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/baseline_ppo_s2,outputs/iscsic_main_nenv10_1p5m_ent001/runs/baseline_ppo_s2/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/baseline_ppo_s2/model/final_model.zip
curriculum,ppo,0,0.0,inconsistent_protocol,0.06,0.4453698443245647,0.0,0.94,0.94,182.56903111868098,182.56903111868098,174.2,50.271073032801716,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/evaluations/curriculum_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0/model/final_model.zip
curriculum,ppo,0,0.0,screening,0.0,,0.1,0.9,1.0,196.62007964954515,196.62007964954515,,48.52365330176939,,,,,20,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/evaluations/curriculum_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0/model/final_model.zip
curriculum,ppo,0,0.08,inconsistent_protocol,0.02,0.2996269860636584,0.4,0.58,0.98,98.7474034916044,98.7474034916044,123.74,45.11812723018494,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/evaluations/curriculum_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0/model/final_model.zip
curriculum,ppo,0,0.1,screening,0.0,,0.3,0.7,1.0,156.37744657851457,156.37744657851457,,47.28905125854918,,,,,20,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/evaluations/curriculum_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0/model/final_model.zip
curriculum,ppo,0,0.15,inconsistent_protocol,0.0,0.2016355007325246,0.76,0.24,1.0,62.98527231772163,62.98527231772163,93.22,39.47354832767482,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/evaluations/curriculum_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/runs/curriculum_ppo_s0/model/final_model.zip
curriculum,ppo,0,0.25,screening,0.0,,0.55,0.45,1.0,117.27168531380899,117.27168531380899,,43.724280841200375,,,,,20,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/evaluations/curriculum_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/curriculum_ppo_s0/model/final_model.zip
curriculum,ppo,1,0.0,inconsistent_protocol,0.02,0.3231065838386274,0.0,0.98,0.98,126.82181370521158,126.82181370521158,137.14,46.45905351035613,0.0,0.0,0.0,0.0,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/curriculum_ppo_s1.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,0.08,inconsistent_protocol,0.0,0.24708573232036846,0.4,0.6,1.0,88.87378943670818,88.87378943670818,113.46,43.571092472441805,0.0,0.0,0.0,0.0,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/curriculum_ppo_s1.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,0.15,inconsistent_protocol,0.0,0.2254901474099011,0.52,0.48,1.0,83.65652170792912,83.65652170792912,132.98,37.9812161193002,0.0,0.0,0.0,0.0,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/curriculum_ppo_s1.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,2,0.0,inconsistent_protocol,0.02,0.3987165011735253,0.0,0.98,0.98,138.01441659239373,138.01441659239373,164.8,47.8676895762778,0.0,0.0,0.0,0.0,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/curriculum_ppo_s2.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2/model/final_model.zip
curriculum,ppo,2,0.08,inconsistent_protocol,0.0,0.25182687010893545,0.48,0.52,1.0,83.89966167268955,83.89966167268955,125.48,40.73227689081902,0.0,0.0,0.0,0.0,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/curriculum_ppo_s2.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2/model/final_model.zip
curriculum,ppo,2,0.15,inconsistent_protocol,0.02,0.2497775211520186,0.62,0.36,0.98,80.78024266035985,80.78024266035985,126.02,39.43156191855786,0.0,0.0,0.0,0.0,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/curriculum_ppo_s2.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/curriculum_ppo_s2/model/final_model.zip
defensive_proposed,ppo,0,0.08,screening,0.75,0.9615125028163239,0.0,0.0,0.0,482.805911707385,259.2032128005543,1247.4,15.95783336995718,,,,,20,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/ckpt702_defensive_ttc10_v16.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/model/final_model.zip
defensive_proposed,ppo,0,0.15,screening,0.5,0.8183249533080961,0.15,0.1,0.25,402.0494992185219,128.19544254970492,1186.55,14.155784878209733,,,,,20,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/ckpt702_defensive_ttc10_v16.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/model/final_model.zip
defensive_proposed,ppo,1,0.08,preliminary,0.77,0.924143356938936,0.1,0.0,0.1,515.6729061660724,284.86263793055053,1077.92,17.971418126233168,,,,,100,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc10_v16.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc10_v18.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc12_v18.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc8_v18.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc8_v20.csv,,,
defensive_proposed,ppo,1,0.15,preliminary,0.59,0.8302083890432408,0.2,0.03,0.23,404.4348104388015,103.01912484753986,1121.72,15.403574533218764,,,,,100,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc10_v16.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc10_v18.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc12_v18.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc8_v18.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_shield_screen/evaluations/s1_defensive_ttc8_v20.csv,,,
defensive_proposed,ppo,20,0.0,inconsistent_protocol,0.92,0.987879518168942,0.0,0.0,0.0,421.45908551287846,230.74004593274708,1096.78,18.31225646010478,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/evaluations/defensive_proposed_ppo_s20.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20/model/final_model.zip
defensive_proposed,ppo,20,0.08,inconsistent_protocol,0.8,0.9112020718601803,0.14,0.0,0.14,384.7710495602749,151.9862883845835,1018.7,18.00831112173656,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/evaluations/defensive_proposed_ppo_s20.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20/model/final_model.zip
defensive_proposed,ppo,20,0.15,inconsistent_protocol,0.52,0.7832800182634291,0.36,0.02,0.38,291.8695059737892,-183.7317043899466,1006.44,15.86464908762413,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/evaluations/defensive_proposed_ppo_s20.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20/model/final_model.zip
defensive_proposed,ppo,21,0.0,inconsistent_protocol,0.92,0.9880258286699671,0.0,0.0,0.0,541.3799041411298,345.7002482992276,1096.0,18.310798400602124,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/evaluations/defensive_proposed_ppo_s21.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21/model/final_model.zip
defensive_proposed,ppo,21,0.08,inconsistent_protocol,0.86,0.9676313459313038,0.06,0.0,0.06,508.1264612476735,296.31151496998297,1084.88,18.135946627560074,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/evaluations/defensive_proposed_ppo_s21.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21/model/final_model.zip
defensive_proposed,ppo,21,0.15,inconsistent_protocol,0.64,0.8472518623090568,0.32,0.0,0.32,386.0958228853075,95.13510318608348,1024.36,16.501771134564837,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/evaluations/defensive_proposed_ppo_s21.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s21/model/final_model.zip
defensive_proposed,ppo,22,0.0,inconsistent_protocol,0.92,0.9877881349963902,0.0,0.0,0.0,505.46531707056596,315.2360853001365,1097.68,18.286607695697995,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/evaluations/defensive_proposed_ppo_s22.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22/model/final_model.zip
defensive_proposed,ppo,22,0.08,inconsistent_protocol,0.86,0.9541990341251061,0.04,0.0,0.04,467.0438730220379,191.55619097752012,1099.24,17.734288925876992,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/evaluations/defensive_proposed_ppo_s22.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22/model/final_model.zip
defensive_proposed,ppo,22,0.15,inconsistent_protocol,0.5,0.8018266070895719,0.28,0.08,0.36,308.6477909648395,-169.7746740883068,1021.26,15.79800587620298,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/evaluations/defensive_proposed_ppo_s22.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22/model/final_model.zip
defensive_proposed,ppo,23,0.0,inconsistent_protocol,0.92,0.9878489618262453,0.0,0.0,0.0,498.59240726415584,311.560239634172,1096.88,18.310163602553818,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/evaluations/defensive_proposed_ppo_s23.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s23,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s23/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s23/model/final_model.zip
