variant,algo,seed,density,protocol_class,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,mean_speed_kmh,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,episode_count,source_csv,run_dir,config_json,model_path
defensive_proposed,ppo,25,0.0,inconsistent_protocol,0.92,0.9878160846659959,0.0,0.0,0.0,560.7589014008436,359.0436551292541,1097.02,18.30210008622297,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/evaluations/defensive_proposed_ppo_s25.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25/model/final_model.zip
defensive_proposed,ppo,25,0.08,inconsistent_protocol,0.84,0.9371808608761376,0.08,0.0,0.08,527.040848390215,297.42411728811084,1053.34,18.038424609372257,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/evaluations/defensive_proposed_ppo_s25.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25/model/final_model.zip
defensive_proposed,ppo,25,0.15,inconsistent_protocol,0.66,0.8615175597526459,0.18,0.02,0.2,458.6108135172306,132.32099996214694,1099.12,15.883358783432273,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/evaluations/defensive_proposed_ppo_s25.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_proposed_ttc12v18_s24s25_nenv32/runs/defensive_proposed_ppo_s25/model/final_model.zip
defensive_proposed,ppo,26,0.0,final_benchmark,0.98,0.9895231175545425,0.0,0.0,0.0,547.8950125082864,351.8503382767128,1103.56,18.281011656725763,0.8652639193915296,0.0,0.0,0.8652639193915296,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s26.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26/model/final_model.zip
defensive_proposed,ppo,26,0.08,final_benchmark,0.88,0.9540963632873471,0.1,0.0,0.1,522.1697037655736,291.150537714839,1076.9,17.965680588380078,0.8343707108843164,0.00392987820574414,0.004306538300131146,0.826134294378441,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s26.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26/model/final_model.zip
defensive_proposed,ppo,26,0.15,final_benchmark,0.6,0.8481065877572037,0.28,0.0,0.28,456.09366102932256,101.94875563361373,1103.36,16.26020235094492,0.7067836614624886,0.02475870334695007,0.018618142159122327,0.6634068159564162,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s26.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s26/model/final_model.zip
defensive_proposed,ppo,27,0.0,final_benchmark,0.94,0.9899726856334641,0.0,0.0,0.0,536.8369401539396,340.89461175040736,1093.8,18.317736720692096,0.8730103036570803,0.0,0.0,0.8730103036570803,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s27.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27/model/final_model.zip
defensive_proposed,ppo,27,0.08,final_benchmark,0.86,0.9656930705343624,0.06,0.0,0.06,547.1683147258361,305.4983210655554,1137.3,18.02409376646744,0.8477697593210425,0.005549807745258036,0.003929155120613186,0.8382907964551712,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s27.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27/model/final_model.zip
defensive_proposed,ppo,27,0.15,final_benchmark,0.6,0.823444823616122,0.3,0.0,0.3,422.8535462295932,88.16822512696133,1021.24,16.269919554215154,0.7334492893146575,0.033293052975265455,0.01888429845124063,0.6812719378881512,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s27.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s27/model/final_model.zip
defensive_proposed,ppo,28,0.0,final_benchmark,0.98,0.9889499555701776,0.0,0.0,0.0,541.0848417726025,346.4450629880953,1100.26,18.309914648872958,0.8719483744080021,0.0,0.0,0.8719483744080021,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s28.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28/model/final_model.zip
defensive_proposed,ppo,28,0.0,inconsistent_protocol,0.9333333333333333,0.985707734411964,0.0,0.0,0.0,512.2266671568219,312.0053581647785,1161.2733333333333,17.65122793765162,0.869709507772578,0.0,0.0,0.869709507772578,150,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/evaluations/defensive_proposed_ppo_s28.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/evaluations/defensive_proposed_ppo_s28.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/evaluations/defensive_proposed_ppo_s28.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28/model/final_model.zip
defensive_proposed,ppo,28,0.08,final_benchmark,0.88,0.9539858453400214,0.08,0.02,0.1,476.175732473811,263.2233616092569,994.66,17.928046424103687,0.837577462411922,0.006928212939629616,0.0049754746135751374,0.8256737748587172,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s28.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28/model/final_model.zip
defensive_proposed,ppo,28,0.08,inconsistent_protocol,0.7733333333333333,0.9142710537930422,0.12,0.02666666666666667,0.14666666666666667,478.9928481546044,225.9616945579481,1104.42,17.23170099981857,0.8380434419031352,0.006692480077220744,0.006290612470605791,0.8250603493553086,150,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/evaluations/defensive_proposed_ppo_s28.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/evaluations/defensive_proposed_ppo_s28.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/evaluations/defensive_proposed_ppo_s28.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28/model/final_model.zip
defensive_proposed,ppo,28,0.15,final_benchmark,0.72,0.884520316975301,0.2,0.0,0.2,444.64083657504875,61.48942581796502,1049.78,16.422843097154534,0.7566608432215622,0.02849669035683105,0.030960728140930746,0.6972034247238004,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/evaluations/defensive_proposed_ppo_s28.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_final/runs/defensive_proposed_ppo_s28/model/final_model.zip
defensive_proposed,ppo,28,0.15,inconsistent_protocol,0.5266666666666666,0.8369012987563623,0.2866666666666667,0.013333333333333334,0.3,418.99443671281284,67.75672461419154,1105.6333333333334,15.755016928038334,0.7285169524955896,0.03511715127197093,0.016291290399499957,0.6771085108241186,150,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/evaluations/defensive_proposed_ppo_s28.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/evaluations/defensive_proposed_ppo_s28.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/evaluations/defensive_proposed_ppo_s28.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/defensive_ttc12_v18_nenv10_steps_diag_1p5m/runs/defensive_proposed_ppo_s28/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc12_v16_nenv10_500k/runs/defensive_proposed_ppo_s28/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning_ttc14_v18_nenv10_500k/runs/defensive_proposed_ppo_s28/model/final_model.zip
proposed,ppo,0,0.0,final_benchmark,0.82,0.9776267562018514,0.0,0.0,0.0,527.9516329708986,310.82761694046,998.58,20.251866498196424,0.8634752542392641,0.0,0.0,0.8634752542392641,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/proposed_ppo_s0.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/proposed_ppo_s0,outputs/iscsic_main_nenv10_1p5m_ent001/runs/proposed_ppo_s0/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/proposed_ppo_s0/model/final_model.zip
proposed,ppo,0,0.0,inconsistent_protocol,0.56,0.9583387024867479,0.005,0.23,0.235,359.12312680627343,209.87579543949371,955.54,27.31205270243563,,,,,200,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/million/evaluations/proposed_ppo_s0.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/evaluations/proposed_ppo_s0.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_true_proposed_s0/evaluations/proposed_ppo_s0.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage600_nenv4_guarded/evaluations/proposed_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/million/runs/proposed_ppo_s0|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_true_proposed_s0/runs/proposed_ppo_s0|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage600_nenv4_guarded/runs/proposed_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/million/runs/proposed_ppo_s0/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_true_proposed_s0/runs/proposed_ppo_s0/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage600_nenv4_guarded/runs/proposed_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/million/runs/proposed_ppo_s0/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_true_proposed_s0/runs/proposed_ppo_s0/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage600_nenv4_guarded/runs/proposed_ppo_s0/model/final_model.zip
proposed,ppo,0,0.0,preliminary,0.84,0.9740981602737403,0.0,0.0,0.0,490.0704609384348,295.55647218714415,976.38,20.141334448736075,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_final_candidate/evaluations/proposed_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_final_candidate/runs/proposed_ppo_s0,,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_final_candidate/runs/proposed_ppo_s0/model/final_model.zip
proposed,ppo,0,0.0,screening,0.509090909090909,0.777330823212071,0.01818181818181818,0.34545454545454546,0.36363636363636365,342.1516434233097,198.94271193260946,784.3222222222222,28.70568062142779,,,,,110,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/evaluations/proposed_ppo_s0.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/horizon1500_screen/evaluations/ckpt702.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/horizon1500_screen/evaluations/s0_100w.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/pilot/evaluations/proposed_ppo_s0.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning/evaluations/proposed_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/pilot/runs/proposed_ppo_s0|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning/runs/proposed_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/pilot/runs/proposed_ppo_s0/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning/runs/proposed_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/pilot/runs/proposed_ppo_s0/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuning/runs/proposed_ppo_s0/model/final_model.zip
proposed,ppo,0,0.08,final_benchmark,0.76,0.929422891568613,0.06,0.06,0.12,485.4851973237188,266.11297898488294,942.0,19.994362784160963,0.8476551628443779,0.002695141866630904,0.003918938234983178,0.8410410827427639,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/iscsic_main_nenv10_1p5m_ent001/evaluations/proposed_ppo_s0.csv,outputs/iscsic_main_nenv10_1p5m_ent001/runs/proposed_ppo_s0,outputs/iscsic_main_nenv10_1p5m_ent001/runs/proposed_ppo_s0/config.json,outputs/iscsic_main_nenv10_1p5m_ent001/runs/proposed_ppo_s0/model/final_model.zip
proposed,ppo,0,0.08,inconsistent_protocol,0.6466666666666666,0.9094965939028712,0.11333333333333333,0.0,0.11333333333333333,394.7976510581623,182.60671346378908,914.0933333333334,19.924343673498107,,,,,150,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/paper_comparison_seed0/evaluations/proposed_ppo_s0.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_true_proposed_s0/evaluations/proposed_ppo_s0.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage600_nenv4_guarded/evaluations/proposed_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_true_proposed_s0/runs/proposed_ppo_s0|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage600_nenv4_guarded/runs/proposed_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_true_proposed_s0/runs/proposed_ppo_s0/config.json|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage600_nenv4_guarded/runs/proposed_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_true_proposed_s0/runs/proposed_ppo_s0/model/final_model.zip|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage600_nenv4_guarded/runs/proposed_ppo_s0/model/final_model.zip
proposed,ppo,0,0.08,preliminary,0.74,0.9167018911872015,0.1,0.0,0.1,453.886491965372,248.12798909441878,933.44,19.763158754567076,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_final_candidate/evaluations/proposed_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_final_candidate/runs/proposed_ppo_s0,,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/stage1000_final_candidate/runs/proposed_ppo_s0/model/final_model.zip
proposed,ppo,0,0.08,screening,0.875,0.9262411186046331,0.1,0.0,0.1,448.0187442193963,225.53628641151755,976.05,19.694227826033607,,,,,40,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/horizon1500_screen/evaluations/ckpt702.csv|/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/horizon1500_screen/evaluations/s0_100w.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/runs/proposed_ppo_s0/model/final_model.zip
proposed,ppo,0,0.1,inconsistent_protocol,0.0,,0.34,0.66,1.0,165.98176688718064,162.46789827609183,,46.98124764536027,,,,,50,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/million/evaluations/proposed_ppo_s0.csv,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/million/runs/proposed_ppo_s0,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/million/runs/proposed_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/million/runs/proposed_ppo_s0/model/final_model.zip
