density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk
0.0,0.9866666666666667,0.9910384625177334,0.0,0.0,0.0,533.6833664345082,327.2241331530236,1107.1066666666668,18.310017728949273,0.1292961809700606,0.010390936524401727,0.22623035812339734,0.0
0.08,0.9,0.9502187497792272,0.06666666666666667,0.0,0.06666666666666667,502.6449159479689,288.6056031573174,1075.78,18.015573170179263,0.1410109094099237,0.016659004278945264,0.2373264652960538,0.00350420329299786
0.15,0.54,0.8229038416289298,0.36000000000000004,0.0,0.36000000000000004,408.8393456261271,131.70576658252665,1021.86,16.369118537113277,0.1741564455591258,0.027574639426679457,0.305479972266299,0.013732581454007575
