variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed,ppo,0,0.0,0.96,0.9864328623821783,0.0,0.0,0.0,454.33187421471285,266.4924699500576,1100.24,18.30048109065218,0.2673971555904999,0.022777150312074092,0.23143119081447636,0.0,
proposed,ppo,0,0.08,0.84,0.9361481893352951,0.1,0.02,0.12,405.17291200932914,163.07258312733168,1033.44,17.926215527616474,0.29035164314113,0.026489675650312842,0.2352036257139774,0.007498968553031338,6.171020559507238
proposed,ppo,0,0.15,0.54,0.8154838023307898,0.24,0.1,0.34,281.46211189551343,-171.16457289021167,1047.08,15.951975316541416,0.4687356711010197,0.03738533603733103,0.3142257688620535,0.02553543147102442,3.0833651976191896
