#{"t_start": 1782841793.2518506, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
88.416219,99,4.370537,0.0,1.0,88.4162193957658,88.4162193957658,1.0,1.0,0.0,0.0,0.20362224883341473,99,44.958494135994265,0.1837565052033411,0.48390029943406065,0.036266858068605266,0.010378401086787985,0.020479411187798086,0.10499695144136514,0.36600304679123563,0,0,0,0,0.0,0.0,0.0,0.0,4.0
231.489248,216,12.942742,0.0,1.0,231.48924841741822,231.48924841741822,0.0,0.0,0.0,1.0,0.920803584497149,216,60.55225848193457,0.325449448657602,1.164955013876076,0.10796089396225633,0.006398935560826902,0.012131014355906734,0.03566563129716039,1.4388496571424838,0,0,0,0,0.0,0.0,0.0,0.0,4.0
