variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,source_config_json,source_model_path
curriculum,ppo,1,10200,7,0.2,0,16,37.6588335752364,37.6588335752364,0.0,0.10340688268396996,1.0,1.0,0.0,0.0,1.0,57,30.908407124470557,0.02338020464708417,0.11425358217913578,0.03915638706989979,0.03401169390009161,0.04435368483526665,0.28870918392182093,0.4275611938560792,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,11400,7,0.2,1,16,34.313003646864495,34.313003646864495,0.0,0.10851489205754442,0.0,0.0,0.0,1.0,1.0,64,33.42744482586861,0.20052539068986125,1.4022054698527595,0.0815183692611754,0.030516757629811764,0.03670651465654373,0.0,,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10700,7,0.2,2,16,40.85719538967242,40.85719538967242,0.0,0.1268631479880333,1.0,1.0,0.0,0.0,1.0,65,31.540912874338957,0.10438530948224678,0.25567619624974847,0.05980230506796103,0.040101613218967734,0.0525598046871332,0.26570761061797554,0.6698163369709026,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,11300,7,0.2,3,16,36.67173795159362,36.67173795159362,0.0,0.10284364199461132,0.0,0.0,0.0,1.0,1.0,71,33.541324640801314,0.23871885129684214,1.762463716939292,0.05802832837675659,0.027954985558147162,0.042337653502612045,0.00029776251027656327,4.89429430885182,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10900,7,0.2,4,16,51.3019740049541,51.3019740049541,0.0,0.11935383952798509,1.0,1.0,0.0,0.0,1.0,72,35.919023944347174,0.12349702471956792,0.34848038251232805,0.0540728115528408,0.036467253540953,0.04161999126275381,0.27185336603709664,0.4081893313226366,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10100,7,0.2,5,16,59.71413334321072,59.71413334321072,0.0,0.1505429171929982,1.0,1.0,0.0,0.0,1.0,76,35.85470602469373,0.07423300281916789,0.36850120611474896,0.09178863065072189,0.05095478500190534,0.05584160042436499,0.2752488636250204,0.7055231064360615,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10600,7,0.2,6,16,40.62574675057573,40.62574675057573,0.0,0.14026259728491097,1.0,1.0,0.0,0.0,1.0,78,34.0758700523424,0.2098065675904222,2.0,0.046382297069216386,0.04259407482086084,0.05411001199331039,0.11925038255389779,0.3277757277989821,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10300,7,0.2,7,16,80.73936458779735,80.73936458779735,0.0,0.16409797948752677,1.0,1.0,0.0,0.0,1.0,83,42.26967999006952,0.06340368368624866,0.28465704569441247,0.05719575349869857,0.0428620219589716,0.044929752866905856,0.24693361829178018,0.4787416459641219,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10400,7,0.2,8,16,53.53314297194215,53.53314297194215,0.0,0.17124393166373536,1.0,1.0,0.0,0.0,1.0,87,36.25053259307466,0.25454773071072706,0.9526992962934797,0.06828835256526182,0.045382565808022156,0.05129052441695641,0.3987192247534252,0.1116016525664363,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,11500,7,0.2,9,16,75.71474962442775,75.71474962442775,0.0,0.28248154684154936,0.0,0.0,0.0,1.0,1.0,99,46.560746932300425,0.29504057480044377,2.0,0.0486297659444237,0.023994574643144705,0.032436758580833974,0.1909983054412541,0.42651222344426737,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,11000,7,0.2,10,16,59.67551196802522,59.67551196802522,0.0,0.17744267752311238,0.0,0.0,0.0,1.0,1.0,107,37.93881707463034,0.4242215728851285,2.0,0.08777641582468124,0.028827735196764223,0.0382615662066736,0.01927060121423456,1.4943666420774662,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10500,7,0.2,11,16,107.06169271617698,107.06169271617698,0.0,0.27462366262992305,1.0,1.0,0.0,0.0,1.0,117,48.21000783366374,0.22009944427557906,1.1686701696628254,0.08105360960158017,0.05641349997275915,0.06359616176694886,0.2511510792630184,0.5149325400597468,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10000,7,0.2,12,16,102.8405410389625,102.8405410389625,0.0,0.24958833560233037,0.0,0.0,0.0,1.0,1.0,126,48.19221072607998,0.3615738043570569,2.0,0.09969518015102025,0.022556099626753066,0.03182804584503174,0.007210682922429036,2.6749901554808346,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,11100,7,0.2,13,16,120.58960844612295,120.58960844612295,0.0,0.29432218790065456,1.0,1.0,0.0,0.0,1.0,126,50.66793308197664,0.2307399249130105,0.9951444577269127,0.1214399416857059,0.05473300625407507,0.05981536658983382,0.2589629149757896,0.34521966501506607,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10800,7,0.2,14,16,110.0253079634098,110.0253079634098,0.0,0.30777707295778367,1.0,1.0,0.0,0.0,1.0,136,48.76789589279518,0.4656311470158826,2.0,0.06698826033457675,0.02570739870562273,0.03136882120195557,0.03896987712025714,0.39804388867077584,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,10700,7,0.2,15,16,57.626214247272,57.626214247272,0.0,0.107831070269974,1.0,1.0,0.0,0.0,1.0,72,36.6740975877083,0.07131615369795032,0.5955170607891936,0.08894877961008912,0.03991840365860197,0.060785564283529915,0.3047555215538776,0.015717622910255667,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,11301,7,0.2,16,16,37.282620482042255,37.282620482042255,0.0,0.10283215828710916,0.0,0.0,0.0,1.0,1.0,71,33.45111992786985,0.2305594087491794,1.6624917054148307,0.06458898297917674,0.030882272502066384,0.04846009696033639,0.0,,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
curriculum,ppo,1,11401,7,0.2,17,16,62.38189381093069,62.38189381093069,0.0,0.15988674029189368,1.0,1.0,0.0,0.0,1.0,78,38.623416880336315,0.12267141179877591,0.4332991663069266,0.06163352698039932,0.03413042407005261,0.04523933468720852,0.24433168291478835,0.5903809195329751,0,0,0,0,0.0,0.0,0.0,0.0,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/config.json,outputs/tuned_compare_curriculum_nenv16_seed1_1m/runs/curriculum_ppo_s1/model/final_model.zip
