density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
0.0,0.03055050463303896,0.00019401044508956085,0.0,0.0,0.0,49.665963793694935,68.32926875114235,19.31467145289651,0.013007374570997389,0.10039964933614741,0.006050469018686584,0.0026439514721996204,0.0,
0.08,0.08326663997864532,0.0318588305529257,0.046188021535170064,0.0,0.046188021535170064,38.379363694768685,79.40309864472236,41.85145636653517,0.05303725931665358,0.10267775141985641,0.006952009077171346,0.007639422312006933,0.0016123864841937805,1.2790351280307743
0.15,0.06,0.02949244708615509,0.06928203230275509,0.02,0.07211102550927978,59.45100169896959,140.6574473618237,14.611465817409787,0.2565094823124814,0.13196573089097582,0.008935881389084153,0.03009010033783907,0.007521566689094575,0.8137637886530551
