#{"t_start": 1782847711.0378237, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-75.374819,600,4.393564,0.0,0.0,6.916420187969912,-75.37481909818561,0.0,0.0,0.0,0.0,0.10292427019573552,600,0.7091002368246978,0.036232240929896915,0.14471541085699588,0.8645995857877036,0.789652800069501,0.6316285838310918,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-81.567776,600,9.24548,0.0,0.0,6.231216231275781,-81.56777624032308,0.0,0.0,0.0,0.0,0.12673879957114925,600,0.6498419787038423,0.09778420835456608,0.3877491932342373,0.8505371737976869,0.8454958392245074,0.6606071256225308,0.0,nan,0.07,5.452936338806907,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-151.673892,600,12.708543,0.0,0.0,5.241895305636461,-151.67389166978737,0.0,0.0,0.0,0.0,0.12104327951976641,600,0.9480328187308223,0.5722042127705635,0.9959721852202249,0.823785156706969,0.7719345645482342,0.6020349505543708,0.0,nan,0.275,81.28657050339629,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-76.908564,600,17.34014,0.0,0.0,6.68784330021053,-76.90856415435468,0.0,0.0,0.0,0.0,0.10868785488850066,600,0.7164707771693956,0.07880093176739487,0.22472055635782828,0.8445545764639973,0.8423637038407227,0.6238480079794924,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-82.766897,600,20.812167,0.0,0.0,6.171958024259942,-82.76689701841201,0.0,0.0,0.0,0.0,0.132532118379371,600,0.8088732446572514,0.12632016361957124,0.4781534504729679,0.8028047268775602,0.8421481126857301,0.6534873783960938,0.0,nan,0.07833333333333334,9.104160765716712,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-78.232773,600,25.495065,0.0,0.0,6.1554233518664265,-78.23277260583828,0.0,0.0,0.0,0.0,0.08598789295571156,600,0.7295403448775287,0.09417588607842092,0.16043100857892023,0.8266286659240722,0.8415595262435576,0.6840360456332565,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-73.0312,600,30.252551,0.0,0.0,8.285889780199051,-73.03120027836839,0.0,0.0,0.0,0.0,0.09939637078830303,600,0.8048649571831656,0.02775700126939596,0.08039423619672463,0.8190390301744143,0.7871933184812466,0.5983192124714454,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-69.987444,600,33.702084,0.0,0.0,8.598283447565587,-69.98744360606129,0.0,0.0,0.0,0.0,0.13783536675389693,600,0.8514371439982237,0.07344186562392914,0.22008595529183386,0.8186118571211894,0.7734749107186993,0.6321848145872354,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-74.514337,600,38.307052,0.0,0.0,6.926669762066808,-74.51433708182198,0.0,0.0,0.0,0.0,0.12055820092861617,600,0.7493779667187955,0.03499210138095011,0.08456973325946468,0.8334874208271503,0.7631880899829169,0.6408954337611794,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-83.120755,600,41.734428,0.0,0.0,6.545697551728155,-83.12075478007877,0.0,0.0,0.0,0.0,0.1076711647890259,600,0.7792768439778234,0.22495290134725654,0.4145113128525889,0.8253424879784386,0.7802714522493382,0.6320194107666611,0.0,nan,0.12166666666666667,9.55045014750396,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
