#{"t_start": 1782847711.0484874, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-85.404525,600,4.386972,0.0,0.0,5.387963835652893,-85.40452479910994,0.0,0.0,0.0,0.0,0.09331191845487243,600,0.7242290178733585,0.18569159431005497,0.3608741648300153,0.8576156311358015,0.803266993771152,0.642201343998313,0.0,nan,0.10666666666666667,7.680983455131233,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-76.748803,600,9.235133,0.0,0.0,7.142752231239808,-76.7488025167844,0.0,0.0,0.0,0.0,0.09949553418989487,600,0.6657100645378861,0.01418510237428195,0.042395083214162944,0.8172002899646759,0.826030067242682,0.6581496501217285,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-94.609038,600,12.701745,0.0,0.0,6.610460933419882,-94.60903835772186,0.0,0.0,0.0,0.0,0.1339180375731048,600,0.8109520659120087,0.29983169090315637,0.5527448119473217,0.8184798494447023,0.779980605635792,0.614057606421411,0.0,nan,0.195,21.820990327355712,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-74.639497,600,17.333017,0.0,0.0,7.106651869432799,-74.63949724409551,0.0,0.0,0.0,0.0,0.10767942052970204,600,0.776474098351806,0.05936057067042053,0.13441926782218058,0.8065407698632528,0.8035595500841737,0.6245866147925456,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-79.809566,600,20.805776,0.0,0.0,4.990871318146408,-79.80956624434128,0.0,0.0,0.0,0.0,0.09264243557631861,600,0.6179890472753885,0.14125426775288807,0.25558116603491643,0.8259612828120589,0.8339123015043636,0.6047281501814723,0.0,nan,0.0033333333333333335,0.2106993264671617,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-77.476816,600,25.482375,0.0,0.0,5.79857886839523,-77.47681635248236,0.0,0.0,0.0,0.0,0.10184735533300011,600,0.6791969042347997,0.058228648464182096,0.20185639131075364,0.8282711950130761,0.7774012144841254,0.6434996112560233,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-72.623072,600,30.243495,0.0,0.0,7.624727080328306,-72.62307187853534,0.0,0.0,0.0,0.0,0.13661411453251124,600,0.7111741342077854,0.038203721856099666,0.11767015928274081,0.8194223448447883,0.8058017416546742,0.6548570038626591,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-169.566241,600,33.694756,0.0,0.0,4.50407582089529,-169.5662407611755,0.0,0.0,0.0,0.0,0.1323685256650847,600,0.8696847947022053,0.5895271156804398,0.9950042530341453,0.8308912327326834,0.7720683373728147,0.6465980103425681,0.0,nan,0.2916666666666667,97.6130196982266,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-95.554897,600,38.296429,0.0,0.0,4.4035528616869675,-95.5548973119648,0.0,0.0,0.0,0.0,0.08658763163407406,600,0.6924271948523596,0.3301665221425256,0.7068826034522808,0.8447597374084095,0.7422782912291587,0.6367381146674355,0.0,nan,0.13,16.770179008171233,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-73.359935,600,41.720611,0.0,0.0,8.849750292570043,-73.35993480298107,0.0,0.0,0.0,0.0,0.12626244429468664,600,0.8226633798643643,0.07944622475161214,0.26862508002351176,0.8301343445728222,0.7839544367169341,0.6539390256876747,0.0,nan,0.015,0.7853077210536069,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-77.55067,600,46.40426,0.0,0.0,6.143433356090868,-77.55067042049042,0.0,0.0,0.0,0.0,0.09194032253660334,600,0.6651350706656909,0.036739588157121576,0.07409800422075874,0.8150088148502012,0.7834543192014098,0.6418603022644918,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-85.011481,600,51.086617,0.0,0.0,5.388313982872441,-85.011480547285,0.0,0.0,0.0,0.0,0.10182411441052415,600,0.6969130439475731,0.24584929912577225,0.5188839912321392,0.8402039391423265,0.7458465249588092,0.6397593215604623,0.0,nan,0.09333333333333334,8.678602115142269,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-77.18152,600,54.606166,0.0,0.0,6.253802522441583,-77.18151968337071,0.0,0.0,0.0,0.0,0.09603947638521279,600,0.6160138499022074,0.059496801514438764,0.1411467244063433,0.8181357993495961,0.7269568054657429,0.5960047266818583,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-72.981346,600,59.376949,0.0,0.0,7.8805222707688936,-72.9813462889962,0.0,0.0,0.0,0.0,0.10195981439048209,600,0.7769227734826312,0.06077919652715273,0.15959969466508103,0.8236073609193166,0.7185731555707753,0.6124047182127833,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
