#{"t_start": 1779898392.4290326, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_collision,episode_out_of_road,episode_mean_speed,episode_steering_variation,episode_ttc_risk,curriculum_stage
3.904286,1000,2.69557,0.0,0.0,10.648350308140321,0.0,0.0,0.6424183446567814,0.8524462445843964,0.0,0.0
8.212538,1000,4.758773,0.0,0.0,15.121440957853563,0.0,0.0,0.7562592115953557,0.84629740922153,0.0,0.0
-15.771035,1000,6.672773,0.0,0.0,20.6458749481128,0.0,0.0,1.0042197949160128,0.8240858234725893,0.0,0.0
10.770278,1000,8.541051,0.0,0.0,26.475790359122705,0.0,0.0,1.1685641110286369,0.828722823113203,0.0,0.0
-0.547184,595,9.760582,0.0,1.0,14.46999588572735,0.0,1.0,1.6000302539978979,0.7947490198209005,0.0,0.0
37.615822,1000,11.604652,0.0,0.0,52.337042997800054,0.0,0.0,2.047316893357275,0.8191662396304309,0.0,0.0
-17.196232,621,12.849186,0.0,1.0,22.845034154514746,0.0,1.0,2.09414189807577,0.8384581862914341,0.0,0.0
-2.609961,758,14.213066,0.0,1.0,52.45695161486081,0.0,1.0,3.1156520380913038,0.8312430709015608,0.0,0.0
15.672496,462,15.154624,0.0,1.0,25.296624861659758,0.0,1.0,2.845180955408822,0.8471800970211948,0.0,0.0
8.841938,456,15.97932,0.0,1.0,22.321814432264244,0.0,1.0,2.7583639305825596,0.8541209178633595,0.0,0.0
3.503535,263,16.500042,0.0,1.0,11.519957169719163,0.0,1.0,2.9605071037977235,0.8157526643613898,0.0,0.0
0.219835,101,16.829914,0.0,1.0,2.5008123238584075,0.0,1.0,3.7833242451693305,0.7234611915479793,0.0,0.0
-5.402915,86,17.013358,0.0,1.0,-2.1080293222713764,0.0,1.0,2.470311230265877,0.8175010771252388,0.0,0.0
5.826157,142,17.285355,0.0,1.0,10.12159556014816,0.0,1.0,4.621800721751868,0.8430231447056146,0.0,0.0
9.152208,151,17.589874,0.0,1.0,13.558611922637965,0.0,1.0,5.3584095564981915,0.8134041051102789,0.0,0.0
7.993819,257,18.075443,0.0,1.0,17.13787579805279,0.0,1.0,3.6033043259444533,0.8148298324430036,0.0,0.0
15.268952,318,18.701981,0.0,1.0,23.301445652362258,0.0,1.0,3.698884400112246,0.7821497961339898,0.0,0.0
35.223586,659,19.987668,0.0,1.0,64.74421289086843,0.0,1.0,4.1185789788153775,0.8153830232842061,0.0,0.0
16.999316,387,20.786393,0.0,1.0,29.274344185473133,0.0,1.0,3.635538760125735,0.8352295537828167,0.0,0.0
33.436333,499,21.682372,0.0,1.0,64.41335192070365,0.0,1.0,5.360410400943904,0.8132272692908624,0.0,0.0
54.048083,586,22.806849,0.0,1.0,73.43618637401524,0.0,1.0,5.298280672715145,0.8044612222659455,0.0,0.0
38.87604,408,23.637637,0.0,1.0,54.80667663838546,0.0,1.0,5.575954450667936,0.75750061046953,0.0,0.0
87.233711,772,25.155698,0.0,1.0,108.89931878442039,0.0,1.0,5.30429143119847,0.7892454906627343,0.0,0.0
69.558642,673,26.409093,0.0,1.0,96.72057141917368,0.0,1.0,5.74120958856003,0.8019624008377806,0.0,0.0
23.181108,244,26.997899,0.0,1.0,30.71666428750226,0.0,1.0,6.720332356564668,0.7792316507586263,0.0,0.0
0.875831,124,27.249615,0.0,1.0,5.072190597986408,0.0,1.0,4.280971954602106,0.8018256138649679,0.0,0.0
13.008716,294,27.832369,0.0,1.0,28.806696153646996,0.0,1.0,5.173102576486976,0.8266499661618755,0.0,0.0
6.308299,114,28.088459,0.0,1.0,9.215610846685633,0.0,1.0,5.591493604209494,0.7617621276070151,0.0,0.0
-3.035298,173,28.468036,0.0,1.0,2.932268677168241,0.0,1.0,3.2761868654041204,0.8717061542405214,0.0,0.0
20.291694,178,28.874638,0.0,1.0,25.11073374560481,0.0,1.0,6.766736757019334,0.7702617676656568,0.0,0.0
41.539749,255,29.512045,0.0,1.0,57.5433128280902,0.0,1.0,8.93169719681278,0.8121134401390365,0.0,0.0
