variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed,ppo,28,10600,7,0.0,0,10,428.50816849784815,294.344915342387,1.0,0.9889677279403645,0.0,0.0,0.0,0.0,0.0,876,18.263375254708084,0.12167798382879577,0.5957556724320947,0.012377482840922112,0.228310502283105,0.23059360730593606,0.0,,759,0,0,759,0.8664383561643836,0.0,0.0,0.8664383561643836
proposed,ppo,28,10800,7,0.0,1,10,443.8494799783323,306.25032502481963,1.0,0.9886881588373758,0.0,0.0,0.0,0.0,0.0,886,18.26334882283883,0.09891938489254301,0.26460535965544324,0.011917642211545738,0.22799097065462753,0.23024830699774265,0.0,,768,0,0,768,0.8668171557562077,0.0,0.0,0.8668171557562077
proposed,ppo,28,10900,7,0.0,2,10,440.7197031486456,296.35148763791665,1.0,0.9897000676085139,0.0,0.0,0.0,0.0,0.0,904,18.282054335020497,0.12577661834683512,0.6465380889138027,0.012024743183447971,0.2234513274336283,0.22566371681415928,0.0,,786,0,0,786,0.8694690265486725,0.0,0.0,0.8694690265486725
proposed,ppo,28,10100,7,0.0,3,10,503.76218096149637,335.0729325503804,1.0,0.9898304264517485,0.0,0.0,0.0,0.0,0.0,991,18.277589624684854,0.07898730689172802,0.3204997980221197,0.013464199789770617,0.23208879919273462,0.2341069626639758,0.0,,859,0,0,859,0.8668012108980827,0.0,0.0,0.8668012108980827
proposed,ppo,28,10200,7,0.0,4,10,507.11789292025026,333.04343161772863,1.0,0.9914380853982082,0.0,0.0,0.0,0.0,0.0,1051,18.268412638409025,0.12882852957937174,0.2001761801278532,0.011097163696229267,0.2340627973358706,0.23596574690770694,0.0,,910,0,0,910,0.8658420551855376,0.0,0.0,0.8658420551855376
proposed,ppo,28,10300,7,0.0,5,10,518.679966756683,334.8424387915631,1.0,0.9913155450512052,0.0,0.0,0.0,0.0,0.0,1077,18.33139533951501,0.13109008371196249,0.4586816737047727,0.012372442367123466,0.2200557103064067,0.22191272051996286,0.0,,942,0,0,942,0.8746518105849582,0.0,0.0,0.8746518105849582
proposed,ppo,28,10500,7,0.0,6,10,581.8885020007244,377.65577384267056,1.0,0.9917503429679818,0.0,0.0,0.0,0.0,0.0,1108,18.286219232366726,0.04422377657909561,0.24412929410931788,0.012010409952509503,0.2328519855595668,0.2328519855595668,0.0,,962,0,0,962,0.868231046931408,0.0,0.0,0.868231046931408
proposed,ppo,28,10700,7,0.0,7,10,561.9326680702636,360.112192510039,1.0,0.9908927211602405,0.0,0.0,0.0,0.0,0.0,1143,18.331946050895894,0.11190516954618263,0.3330115538271444,0.01125667918681665,0.2204724409448819,0.2204724409448819,0.0,,1001,0,0,1001,0.8757655293088364,0.0,0.0,0.8757655293088364
proposed,ppo,28,10000,7,0.0,8,10,608.2259725843903,389.89620911879797,1.0,0.9918182971141648,0.0,0.0,0.0,0.0,0.0,1166,18.35054185846597,0.05336030819302026,0.12282817559969916,0.010447502998163122,0.21612349914236706,0.21783876500857632,0.0,,1024,0,0,1024,0.8782161234991424,0.0,0.0,0.8782161234991424
proposed,ppo,28,10400,7,0.0,9,10,604.928201357149,386.7125630857391,1.0,0.9921735718462723,0.0,0.0,0.0,0.0,0.0,1171,18.302598854375606,0.061052559650549176,0.345287005303702,0.011621332916062896,0.22886421861656703,0.23057216054654142,0.0,,1020,0,0,1020,0.8710503842869343,0.0,0.0,0.8710503842869343
proposed,ppo,28,10401,7,0.0,10,10,376.94386743587995,277.5113465358586,1.0,0.9869931930401166,0.0,0.0,0.0,0.0,0.0,710,18.195936055616414,0.046784286700624185,0.2761896940637233,0.012359597116649728,0.23380281690140844,0.23661971830985915,0.0,,609,0,0,609,0.8577464788732394,0.0,0.0,0.8577464788732394
proposed,ppo,28,10201,7,0.0,11,10,394.54055287623777,267.39876969478047,1.0,0.9902552441009094,0.0,0.0,0.0,0.0,0.0,844,18.297470497205737,0.16250437009180382,0.7446121783002576,0.014927168829439393,0.22274881516587677,0.22511848341232227,0.0,,734,0,0,734,0.8696682464454977,0.0,0.0,0.8696682464454977
proposed,ppo,28,10301,7,0.0,12,10,429.8229646540344,289.1140493778116,1.0,0.9894714712911993,0.0,0.0,0.0,0.0,0.0,897,18.251550883206516,0.1364065128088139,0.5063045956051645,0.015462296604777924,0.23857302118171683,0.23968784838350055,0.0,,772,0,0,772,0.8606465997770345,0.0,0.0,0.8606465997770345
proposed,ppo,28,10901,7,0.0,13,10,560.8039500932834,366.4827351729975,1.0,0.9921186626157422,0.0,0.0,0.0,0.0,0.0,1074,18.311006344628815,0.05199996139734981,0.3713465667045325,0.01128361775458303,0.22346368715083798,0.22532588454376165,0.0,,937,0,0,937,0.87243947858473,0.0,0.0,0.87243947858473
proposed,ppo,28,10001,7,0.0,14,10,393.86217727981875,273.95131051557735,1.0,0.9881514550388789,0.0,0.0,0.0,0.0,0.0,824,18.292603013987385,0.14733875128271065,0.626525355905761,0.011827666662549781,0.21601941747572814,0.21844660194174756,0.0,,719,0,0,719,0.8725728155339806,0.0,0.0,0.8725728155339806
proposed,ppo,28,10601,7,0.0,15,10,563.8509003092475,355.00137987673554,1.0,0.9919081142783233,0.0,0.0,0.0,0.0,0.0,1171,18.302318271254858,0.1270726573688785,0.5055164228014906,0.012960711457205095,0.2322801024765158,0.23398804440649018,0.0,,1018,0,0,1018,0.8693424423569599,0.0,0.0,0.8693424423569599
proposed,ppo,28,10701,7,0.0,16,10,498.5027529834503,331.95470965658694,1.0,0.9896975834401671,0.0,0.0,0.0,0.0,0.0,996,18.283729824194438,0.09615217591531038,0.2982274212900724,0.011878947739421117,0.2289156626506024,0.23092369477911648,0.0,,865,0,0,865,0.8684738955823293,0.0,0.0,0.8684738955823293
proposed,ppo,28,10101,7,0.0,17,10,616.5883346542884,381.43329937749746,1.0,0.9928358816961613,0.0,0.0,0.0,0.0,0.0,1277,18.370405680487483,0.12641462022078181,0.46934586836930337,0.010896354009190935,0.211433046202036,0.21299921691464369,0.0,,1126,0,0,1126,0.8817541111981206,0.0,0.0,0.8817541111981206
proposed,ppo,28,10801,7,0.0,18,10,767.1890370078619,464.7455026368666,1.0,0.993791037030695,0.0,0.0,0.0,0.0,0.0,1490,18.327886424494494,0.05873839560863544,0.35402130670166765,0.011235105163408381,0.23087248322147652,0.23221476510067113,0.0,,1301,0,0,1301,0.8731543624161073,0.0,0.0,0.8731543624161073
proposed,ppo,28,10501,7,0.0,19,10,727.3905288402747,380.9568025867844,0.0,0.8804343651677285,0.0,0.0,0.0,0.0,0.0,1500,18.344203767717744,0.09041317552768116,0.3283196257081781,0.01361290874859939,0.228,0.22933333333333333,0.0,,1312,0,0,1312,0.8746666666666667,0.0,0.0,0.8746666666666667
proposed,ppo,28,10002,7,0.0,20,10,363.03191652740384,253.4188292779276,1.0,0.9892081443450793,0.0,0.0,0.0,0.0,0.0,783,18.273888848978324,0.17490124481889652,0.6787245156058135,0.012669592565442953,0.2222222222222222,0.2247765006385696,0.0,,680,0,0,680,0.8684546615581098,0.0,0.0,0.8684546615581098
proposed,ppo,28,10902,7,0.0,21,10,457.30897076473394,315.42660880341265,1.0,0.9898104623107036,0.0,0.0,0.0,0.0,0.0,881,18.24353560916839,0.062024677559073704,0.30557175905229017,0.012081025473939447,0.23382519863791146,0.23609534619750283,0.0,,760,0,0,760,0.8626560726447219,0.0,0.0,0.8626560726447219
proposed,ppo,28,10202,7,0.0,22,10,500.22969942248255,327.1275978337519,1.0,0.9906271419287355,0.0,0.0,0.0,0.0,0.0,1034,18.306395296876588,0.12780097933711762,0.5493608022142039,0.012174041698010354,0.22437137330754353,0.2263056092843327,0.0,,901,0,0,901,0.8713733075435203,0.0,0.0,0.8713733075435203
proposed,ppo,28,10402,7,0.0,23,10,495.0817812930497,302.19072699004346,1.0,0.9905695618928062,0.0,0.0,0.0,0.0,0.0,1099,18.332903461848346,0.18931728772157272,0.9942621210412593,0.014464248964851985,0.22383985441310283,0.2256596906278435,0.0,,960,0,0,960,0.8735213830755232,0.0,0.0,0.8735213830755232
proposed,ppo,28,10602,7,0.0,24,10,534.6978935728188,348.4599989907298,1.0,0.9903303273016064,0.0,0.0,0.0,0.0,0.0,1086,18.297914436895603,0.11045990190739348,0.33107994390115303,0.01109417853255209,0.2265193370165746,0.2283609576427256,0.0,,946,0,0,946,0.8710865561694291,0.0,0.0,0.8710865561694291
proposed,ppo,28,10102,7,0.0,25,10,532.5386574346217,351.0672522368466,1.0,0.9903306103987627,0.0,0.0,0.0,0.0,0.0,1038,18.28209405283373,0.06784626509092498,0.2729564206181477,0.014557933779043075,0.2350674373795761,0.23699421965317918,0.0,,899,0,0,899,0.8660886319845857,0.0,0.0,0.8660886319845857
proposed,ppo,28,10302,7,0.0,26,10,659.0799098169305,395.12076334799673,1.0,0.9954254116629659,0.0,0.0,0.0,0.0,0.0,1403,18.32632536513036,0.1470170533246309,0.5073549995927544,0.013113674730031286,0.2323592302209551,0.23378474697077692,0.0,,1223,0,0,1223,0.8717034925160371,0.0,0.0,0.8717034925160371
proposed,ppo,28,10702,7,0.0,27,10,596.067999609633,362.69481733846476,1.0,0.9925306323214943,0.0,0.0,0.0,0.0,0.0,1277,18.352097644047827,0.15676653084643022,0.4815331424375944,0.012909829059631046,0.22239624119028975,0.22396241190289742,0.0,,1119,0,0,1119,0.8762725137039937,0.0,0.0,0.8762725137039937
proposed,ppo,28,10502,7,0.0,28,10,439.71632190043124,303.4499270537686,1.0,0.9891999947859569,0.0,0.0,0.0,0.0,0.0,872,18.282795407643942,0.09083377702694076,0.3410241467632614,0.014023355733140782,0.22477064220183487,0.22477064220183487,0.0,,758,0,0,758,0.8692660550458715,0.0,0.0,0.8692660550458715
proposed,ppo,28,10802,7,0.0,29,10,662.1790094129783,393.23559759843533,1.0,0.9947511327240752,0.0,0.0,0.0,0.0,0.0,1418,18.35680305565109,0.15378824401574498,0.6128746878929283,0.012318792632647641,0.22214386459802538,0.22355430183356842,0.0,,1244,0,0,1244,0.8772919605077574,0.0,0.0,0.8772919605077574
proposed,ppo,28,10403,7,0.0,30,10,481.7539155196426,306.133481469506,1.0,0.9912262978146992,0.0,0.0,0.0,0.0,0.0,1051,18.327680144693797,0.17960307153287444,0.5677362850413437,0.011979278087745342,0.21883920076117983,0.22074215033301617,0.0,,920,0,0,920,0.8753568030447193,0.0,0.0,0.8753568030447193
proposed,ppo,28,10903,7,0.0,31,10,585.4920916090646,370.2172946620791,1.0,0.9925114321548466,0.0,0.0,0.0,0.0,0.0,1200,18.336832281334782,0.11718721560378195,0.2992133186176439,0.0109628697107352,0.22166666666666668,0.22166666666666668,0.0,,1051,0,0,1051,0.8758333333333334,0.0,0.0,0.8758333333333334
proposed,ppo,28,10203,7,0.0,32,10,629.0608012258618,394.2039009419773,1.0,0.9921762940770662,0.0,0.0,0.0,0.0,0.0,1246,18.313851860119662,0.08067896192012129,0.41054175338895826,0.012733583935117124,0.23113964686998395,0.23274478330658105,0.0,,1085,0,0,1085,0.8707865168539326,0.0,0.0,0.8707865168539326
proposed,ppo,28,10003,7,0.0,33,10,768.5426422992323,464.9987733983432,1.0,0.9937245050588703,0.0,0.0,0.0,0.0,0.0,1487,18.368520791103247,0.05734020262773469,0.3621247928329835,0.010444451498792136,0.2178883658372562,0.21923335574983188,0.0,,1309,0,0,1309,0.8802958977807667,0.0,0.0,0.8802958977807667
