variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed_gated_risk,ppo,2,0.0,0.94,0.9896658007302661,0.0,0.0,0.0,497.1404733758069,269.43776522185203,1156.66,18.3147312272571,0.2298965567214037,0.007592758852308948,0.22593441159513858,0.0,
proposed_gated_risk,ppo,2,0.08,0.9,0.9628669005110695,0.06,0.0,0.06,456.85795800972306,228.51368294817166,1099.26,18.009114327203072,0.23998492748313435,0.012361655244060554,0.23639576949530955,0.0026565958425173136,7.6017813564990195
proposed_gated_risk,ppo,2,0.15,0.56,0.8368030516365345,0.28,0.0,0.28,412.4806322744703,133.18915627715296,1112.98,16.15565747625811,0.22033564703197586,0.02009838914747397,0.2973076086915937,0.0129859396081449,3.294021677020325
