label,role,variant,algo,train_seed,action_filter,density,scenario_start_seed,map_seed,episode,success,cost,route_completion,collision,crash_vehicle,crash_object,out_of_road,episode_length,reward,shaped_reward,mean_speed_kmh,median_speed_kmh,p10_speed_kmh,stop_ratio,low_progress,progress_per_cost,path_length_m,mean_ttc,min_ttc,ttc_risk_mean,ttc_dangerous_fraction,intervention_count,soft_guard_count,hard_shield_count,overspeed_guard_count,intervention_rate_per_100_steps,intervention_rate_per_km,policy_inference_ms_mean,policy_inference_ms_p50,policy_inference_ms_p95,policy_inference_ms_p99,env_step_wall_ms_mean,env_step_wall_ms_p95,control_loop_wall_ms_mean,control_loop_wall_ms_p95,total_action_latency_ms_mean,total_action_latency_ms_p95,source_config_json,source_model_path,source_file
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10010,10,1.0,0.0,0.9918523980071474,0.0,0.0,0.0,0.0,1011.0,364.2738173679437,364.2738173679437,20.224403730303333,20.404303339058053,19.95766575073224,0.0009891196834817,0.0,991852.3980071476,567.5041349186267,30.43019886985528,8.027267860146877,0.0,0.0,867.0,0.0,0.0,867.0,85.7566765578635,1527.742172529399,0.8042796281493166,0.7987309945747256,1.0287425029673614,1.1302879938739352,4.0367099605577845,6.835816500824876,4.840989588707101,7.689939004194457,0.8042796281493166,1.0287425029673614,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10011,11,1.0,0.0,0.9924623630611076,0.0,0.0,0.0,0.0,1055.0,353.45774851297995,353.45774851297995,20.298812385745133,20.46102307645812,19.970453575128687,0.0,0.0,992462.3630611076,594.3919226895869,89.2284832975148,6.777063669695259,0.0,0.0,923.0,0.0,0.0,923.0,87.48815165876778,1552.8474812098418,0.7504198188596666,0.7457710016751662,0.9838119003688915,1.0751986867398964,3.178640950641648,5.294585306546651,3.9290607695013136,6.118082608736583,0.7504198188596666,0.9838119003688915,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10012,12,1.0,0.0,0.9888174943741884,0.0,0.0,0.0,0.0,835.0,286.2983271922604,286.2983271922604,18.71583662653196,20.365074507481932,15.89744341016543,0.0574850299401197,0.0,988817.4943741884,433.5806744588847,2.6126957861213027,0.0669361212184418,0.0325342180308274,0.9642857142857144,696.0,17.0,38.0,641.0,83.35329341317366,1605.2375970599212,0.671645942437574,0.7000469922786579,0.8899860986275597,0.983989180822391,1.8315308321613128,2.7819561059004627,2.5031767745988867,3.5306429956108327,0.671645942437574,0.8899860986275597,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10013,13,1.0,0.0,0.9919491822554624,0.0,0.0,0.0,0.0,957.0,376.1946154957287,376.1946154957287,20.271396242309105,20.45271637240604,19.965848220711987,0.0,0.0,991949.1822554624,538.4172845727852,11.66693133433277,7.693735129728237,0.0,0.0,833.0,0.0,0.0,833.0,87.04284221525602,1547.1271518724654,0.7536308190783159,0.7554409967269748,0.9861480124527586,1.135840794304384,2.7426965361949573,5.066558797261678,3.496327355273273,5.932291594217531,0.7536308190783159,0.9861480124527586,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10014,14,1.0,0.0,0.9950165373987008,0.0,0.0,0.0,0.0,1450.0,564.5631393125574,564.5631393125574,20.333112525104863,20.45383554781945,19.971427760325952,0.0,0.0,995016.5373987008,818.4892363984234,10.541340237067576,10.327897332016654,0.0,0.0,1265.0,0.0,0.0,1265.0,87.24137931034483,1545.530403755028,0.7579622205932913,0.753979998989962,0.9875572475721128,1.1159733594104182,3.843894993769936,6.612560701614711,4.601857214363228,7.427164903492666,0.7579622205932913,0.9875572475721128,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10015,15,1.0,0.0,0.993387157291586,0.0,0.0,0.0,0.0,1249.0,364.6879070790378,364.6879070790378,20.317959236126494,20.458920124649413,19.96743516050301,0.0,0.0,993387.157291586,704.4571918507731,135.56063675874498,7.538621786863988,0.0,0.0,1093.0,0.0,0.0,1093.0,87.51000800640513,1551.5492107170264,0.7239670075701358,0.7322500023292378,0.957097401260398,1.0919835278764367,2.9577370367418925,5.172832994139753,3.6817040443120286,6.026114200358278,0.7239670075701358,0.957097401260398,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10016,16,1.0,0.0,0.990362051566082,0.0,0.0,0.0,0.0,908.0,383.63274260476015,383.63274260476015,19.205875886827464,20.364131226198364,19.87051947083764,0.0242290748898678,0.0,990362.051566082,483.91106060786126,1.0858180611389256,0.0775010804479874,0.0241403291383502,1.0,747.0,0.0,28.0,719.0,82.26872246696036,1543.672093507558,0.6798407464860764,0.6748384985257871,0.8680296523380092,1.0108441955526355,1.4901273974395943,2.3070629984431434,2.169968143925671,3.092567394196521,0.6798407464860764,0.8680296523380092,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10017,17,1.0,0.0,0.9943540664616924,0.0,0.0,0.0,0.0,1394.0,574.3853606550663,574.3853606550663,20.333406420043502,20.46375050486308,19.97254982182673,0.0,0.0,994354.0664616924,786.894428621552,42.28449430515066,12.091326749359355,0.0,0.0,1220.0,0.0,0.0,1220.0,87.51793400286944,1550.398573970264,0.704659677752901,0.708595005562529,0.9733228464028798,1.099068403127603,4.402114879342439,7.302479600184596,5.106774557095339,8.168127536191605,0.704659677752901,0.9733228464028798,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10018,18,1.0,0.0,0.98995690415575,0.0,0.0,0.0,0.0,781.0,249.152669291772,249.152669291772,19.78650052190946,20.42157708207745,19.911905757411898,0.0076824583866837,0.0,989956.90415575,428.7589344145364,37.87550772154353,1.2044923126199591,0.0073288811367691,0.1777777777777777,658.0,0.0,8.0,650.0,84.25096030729834,1534.661897829578,0.649660395413772,0.6575910083483905,0.8717529999557883,0.9866040112683554,2.2773898653307434,3.3214349969057366,2.927050260744516,4.064733017003164,0.649660395413772,0.8717529999557883,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
rss_ttc_filter,external_classical_filter,baseline,ppo,0,rss_ttc,0.08,10000,10019,19,1.0,0.0,0.9936049568779696,0.0,0.0,0.0,0.0,1329.0,588.5028865521923,588.5028865521923,19.20734338215395,20.41482642894609,19.87125468257129,0.0218209179834462,0.0,993604.9568779696,708.3895597476001,5.713153532028149,1.5007105333390425,0.006471479527525,0.3076923076923077,1104.0,18.0,17.0,1069.0,83.06997742663657,1558.464526768797,0.6944166327861017,0.6988990062382072,0.9832676034420728,1.094321960699745,3.491068640253433,6.411027803551406,4.185485273039535,7.251065009040758,0.6944166327861017,0.9832676034420728,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/ijmlc_p2_external_20260701_1733_rss_ttc_s0_episodes.csv
