label,role,variant,algo,train_seed,density,scenario_start_seed,map_seed,episode,success,cost,route_completion,collision,crash_vehicle,crash_object,out_of_road,episode_length,reward,shaped_reward,mean_speed_kmh,median_speed_kmh,p10_speed_kmh,stop_ratio,low_progress,progress_per_cost,path_length_m,mean_ttc,min_ttc,ttc_risk_mean,ttc_dangerous_fraction,intervention_count,soft_guard_count,hard_shield_count,overspeed_guard_count,intervention_rate_per_100_steps,intervention_rate_per_km,policy_inference_ms_mean,policy_inference_ms_p50,policy_inference_ms_p95,policy_inference_ms_p99,env_step_wall_ms_mean,env_step_wall_ms_p95,control_loop_wall_ms_mean,control_loop_wall_ms_p95,total_action_latency_ms_mean,total_action_latency_ms_p95,source_config_json,source_model_path
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10000,0,1.0,0.0,0.9913143095667084,0.0,0.0,0.0,0.0,1071.0,540.8918794276872,540.8918794276872,17.623398807174983,18.40720390192624,17.891885057229835,0.01680672268907563,0.0,991314.3095667084,523.789750806336,22.962432831471695,0.05379967675802669,0.018684441201048754,0.25609756097560976,895.0,6.0,22.0,867.0,83.56676003734827,1708.7008644636767,1.8101738280011037,1.0197430092375726,4.672016002587043,6.029328206204802,5.750441601095342,12.016192995361052,7.560615429096446,13.764918010565452,1.8101738280011037,4.672016002587043,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10001,1,1.0,0.0,0.9903922467926811,0.0,0.0,0.0,0.0,1003.0,520.8890713759729,520.8890713759729,18.29594743459985,18.441047298050744,17.956017545975094,0.0,0.0,990392.2467926812,509.31336966367155,77.40194347647152,11.978214333251998,1.8100421026920976e-06,0.0,869.0,1.0,0.0,868.0,86.64007976071785,1706.2187088743613,1.4733889400091993,0.9524179913569242,4.658133504563011,6.842032372951517,4.741829179112678,9.724049700889736,6.215218119121877,12.204612309869844,1.4733889400091993,4.658133504563011,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10002,2,1.0,0.0,0.9918195201263499,0.0,0.0,0.0,0.0,1105.0,556.5684939027951,556.5684939027951,18.021422185165495,18.43160671072886,17.933495537149163,0.008144796380090498,0.0,991819.5201263499,552.7152120625911,8.854157489660391,5.93434652254777,0.0026096732740373834,0.0,949.0,9.0,2.0,938.0,85.88235294117646,1716.9782544225188,1.5383249212596861,0.9587450040271506,4.956126399338245,7.49017011490651,6.874812004573609,13.620637002168223,8.413136925833296,15.868553408654398,1.5383249212596861,4.956126399338245,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10003,3,1.0,0.0,0.9898269586928536,0.0,0.0,0.0,0.0,915.0,487.212468825364,487.212468825364,18.324091678349113,18.472065853354174,17.974955797620613,0.0,0.0,989826.9586928537,465.31154703808676,93.63912237460592,12.136763399644536,0.0,0.0,802.0,0.0,0.0,802.0,87.65027322404372,1723.5763975879897,1.040683689580014,0.8550269994884729,1.4026146949618112,5.205430939095095,2.4607637790896892,6.3859292029519565,3.5014474686697032,7.476644407142885,1.040683689580014,1.4026146949618112,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10004,4,1.0,0.0,0.9912529733554863,0.0,0.0,0.0,0.0,1111.0,593.9059895414914,593.9059895414914,18.308528348098655,18.465658384797084,17.95948315310589,0.0,0.0,991252.9733554864,564.5772394598208,36.80930813522296,10.522705298659144,0.00023380467930974135,0.0,966.0,3.0,0.0,963.0,86.94869486948696,1711.014777932342,1.1856205725203488,0.9126209915848449,2.381555001193192,5.211116396822041,5.423682408633036,13.011041999561712,6.609302981153385,14.653361002274323,1.1856205725203488,2.381555001193192,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10005,5,1.0,0.0,0.9907986889429893,0.0,0.0,0.0,0.0,981.0,498.2196986408267,498.2196986408267,17.968867788388213,18.45743256180145,17.93382686402323,0.010193679918450561,0.0,990798.6889429893,489.1802497888668,9.311804539211359,5.0193784694329695,0.004498339262153455,0.0,840.0,8.0,5.0,827.0,85.62691131498471,1717.1584510260773,1.001408069306001,0.9460180008318275,1.3627839944092557,2.0765276014572045,3.4889708411719393,5.579424003371969,4.490378910477941,6.5963730157818645,1.001408069306001,1.3627839944092557,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10006,6,1.0,0.0,0.9926604083813523,0.0,0.0,0.0,0.0,1224.0,638.1676278097389,638.1676278097389,18.369204361630977,18.47822932535287,17.975986915211795,0.0,0.0,992660.4083813523,624.1217714585825,,,0.0,0.0,1078.0,0.0,0.0,1078.0,88.0718954248366,1727.2270401346468,1.0778513324528392,1.03053299972089,1.5293376520276067,2.126515404233942,3.612800592367231,6.201863749447511,4.69065192482007,7.448487795772959,1.0778513324528392,1.5293376520276067,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10007,7,0.0,0.0,0.9148952513691064,0.0,0.0,0.0,0.0,1500.0,751.1048064225512,751.1048064225512,18.104177347940468,18.39054343148229,17.89973722189297,0.0,0.0,914895.2513691065,753.8662706190248,53.326286866824525,8.94781484221513,0.0010956870490797098,0.0,1236.0,24.0,0.0,1212.0,82.39999999999999,1639.5480845496365,1.485906109388452,0.9478899955865927,4.8825552956259335,6.363896640395978,16.355927994882222,35.33209785819053,17.841834104270674,36.94176210919977,1.485906109388452,4.8825552956259335,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10008,8,1.0,0.0,0.9904825950618966,0.0,0.0,0.0,0.0,980.0,519.7102613741594,519.7102613741594,18.313682820057622,18.463424272316033,17.97303513826633,0.0,0.0,990482.5950618967,498.1048539534259,71.25712657433726,17.108849306079005,0.0,0.0,854.0,0.0,0.0,854.0,87.14285714285714,1714.4984499184407,1.325866979221951,0.928648492845241,4.876576155220391,5.50794478025637,4.71615001512632,10.698958102875611,6.042016994348271,13.00016504319501,1.325866979221951,4.876576155220391,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,0.08,10000,10009,9,1.0,0.0,0.9890512888692747,0.0,0.0,0.0,0.0,931.0,481.42474227169396,481.42474227169396,17.952185155492568,18.432669905799077,17.93787681621639,0.008592910848549946,0.0,989051.2888692748,463.80422854104285,2.5853626943209482,1.9022050734626796,0.009269693014900606,1.0,798.0,0.0,11.0,787.0,85.71428571428571,1720.5535242966928,1.2430025112192986,0.9905429906211793,2.4747744973865338,4.928909304726407,2.864814905388977,5.5230810030479915,4.107817416608276,7.818986501661129,1.2430025112192986,2.4747744973865338,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
