label,role,variant,algo,train_seed,action_filter,sensitivity_axis,sensitivity_value,override_ttc_threshold,override_target_speed_kmh,density,scenario_start_seed,map_seed,episode,success,cost,route_completion,collision,crash_vehicle,crash_object,out_of_road,episode_length,reward,shaped_reward,mean_speed_kmh,median_speed_kmh,p10_speed_kmh,stop_ratio,low_progress,progress_per_cost,path_length_m,mean_ttc,min_ttc,ttc_risk_mean,ttc_dangerous_fraction,intervention_count,soft_guard_count,hard_shield_count,overspeed_guard_count,intervention_rate_per_100_steps,intervention_rate_per_km,policy_inference_ms_mean,policy_inference_ms_p50,policy_inference_ms_p95,policy_inference_ms_p99,env_step_wall_ms_mean,env_step_wall_ms_p95,control_loop_wall_ms_mean,control_loop_wall_ms_p95,total_action_latency_ms_mean,total_action_latency_ms_p95,source_config_json,source_model_path,source_file
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10010,10,0.0,0.0,0.9383264570748284,0.0,0.0,0.0,0.0,1500.0,455.7483806098493,144.01337262589828,12.918106137235627,15.157710258318744,4.573579872765299,0.014,0.0,938326.4570748286,537.6047356329049,42.673304377379374,7.270070056653691,0.0064381292384842,0.0,999.0,103.0,0.0,896.0,66.60000000000001,1858.2425596082396,1.4504575862083584,0.9261665036319756,4.958525598340202,6.104075800103601,18.869334457946632,33.22756170236971,20.31979204415499,35.6031083916605,1.4504575862083584,4.958525598340202,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10011,11,0.0,0.0,0.5092234835845624,0.0,0.0,0.0,0.0,1500.0,273.8755232919607,-16.027747108611152,7.451143471096863,5.851954176249981,0.4603333973608006,0.2446666666666666,0.0,509223.4835845624,304.05539426368426,40.63707868808393,2.368143998804031,0.0748104264591533,0.0619946091644204,716.0,203.0,116.0,397.0,47.73333333333333,2354.834064805531,1.4946605461009312,0.9229930001311004,5.013505452370737,5.998075198876904,17.83676680130884,29.9940478958888,19.33142734740977,32.120148503599914,1.4946605461009312,5.013505452370737,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10012,12,1.0,0.0,0.9891341740249684,0.0,0.0,0.0,0.0,1141.0,429.4513386434712,223.42553022329204,13.800440354557336,15.358418756606625,5.701653505358741,0.0648553900087642,0.0,989134.1740249684,436.7870061077664,52.16619819253461,0.7226251954086128,0.0471939019022659,0.1326781326781326,932.0,14.0,68.0,850.0,81.68273444347064,2133.763108717689,1.0501007214885436,0.8849500009091571,1.7528850003145635,4.825020598946134,5.927359975319793,10.274844011291862,6.977460696808337,12.281602990697138,1.0501007214885436,1.7528850003145635,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10013,13,1.0,0.0,0.9922713131097132,0.0,0.0,0.0,0.0,1281.0,512.5296009784134,309.19580782198653,15.118463075408895,15.424537924156423,14.941182230356716,0.0085870413739266,0.0,992271.3131097133,537.5458615499126,72.19174754481976,5.247013366828456,0.0048184140724806,0.0,1101.0,6.0,9.0,1086.0,85.94847775175644,2048.197333015407,1.0542462199443263,0.911505994736217,1.9138229981763288,4.568198195192965,7.878876881800526,15.18231201043818,8.933123101744853,16.45326998550445,1.0542462199443263,1.9138229981763288,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10014,14,0.0,0.0,0.7429833168407549,0.0,0.0,0.0,0.0,1500.0,558.3102129799992,254.6101893600199,14.625469871130203,15.356049759252205,11.470694265273126,0.0,0.0,742983.3168407549,608.9147817535876,34.17698586454492,3.7946483417668166,0.0034018127880234,0.0034602076124567,1181.0,34.0,3.0,1144.0,78.73333333333333,1939.516062656401,1.380916149908444,0.9382029966218396,4.765695800597313,5.999210308364127,22.773605490801856,50.448781144223176,24.1545216407103,52.523147490865085,1.380916149908444,4.765695800597313,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10015,15,0.0,0.0,0.8699873727852502,0.0,0.0,0.0,0.0,1500.0,575.213141851108,276.78589182702865,14.873240932545707,15.378621655037245,13.445457219176848,0.0,0.0,869987.3727852502,619.1424864908322,29.085046490200547,7.238517580417641,0.0025392729090391,0.0,1192.0,34.0,0.0,1158.0,79.46666666666667,1925.243422973607,1.3178656466770915,0.9272010065615176,4.425965294649356,5.868551438179566,13.706500058110882,28.832860001421068,15.024365704787972,29.98208115095621,1.3178656466770915,4.425965294649356,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10016,16,1.0,0.0,0.989869878369506,0.0,0.0,0.0,0.0,1253.0,461.9589703715165,209.18492580675223,14.026263527636582,15.326231250172244,9.514750047775664,0.0510774142059058,0.0,989869.8783695062,487.6727207377833,19.582593267111932,0.1112713198914791,0.0476926253693927,0.4888888888888889,1019.0,3.0,73.0,943.0,81.32482043096569,2089.516096898735,1.3421293571543993,0.927332992432639,4.742911204812113,5.972470122505913,6.585260366198996,15.457377399434334,7.927389723353396,17.345031394506783,1.3421293571543993,4.742911204812113,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10017,17,0.0,1.0,0.4771885067113976,1.0,1.0,0.0,0.0,1278.0,333.84123307087776,-36.20077832813715,10.629867735167382,14.477319799603327,2.037980038603153,0.0539906103286385,0.0,0.4771885067113976,375.9046182854456,125.46188993781824,7.365894041871399,0.0166694086125655,0.0,689.0,131.0,0.0,558.0,53.912363067292645,1832.91177198787,1.3121487849252809,0.9147110031335616,4.859277248760918,6.025050002353964,20.954151082021408,40.4406103065412,22.26629986694669,42.24733384908176,1.3121487849252809,4.859277248760918,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10018,18,1.0,0.0,0.9910409715687408,0.0,0.0,0.0,0.0,1028.0,404.8638908900539,257.32066096578603,14.94342189378674,15.389447194063306,14.892394470359832,0.0097276264591439,0.0,991040.971568741,426.2112575192894,50.77832809827275,4.251015201377123,0.0057264183608244,0.0046728971962616,850.0,10.0,9.0,831.0,82.68482490272373,1994.3161636492691,1.2749332740771764,0.907061497855466,4.496919806115327,5.924019374797354,9.988480553487117,21.155748502496863,11.263413827564293,22.72613034656388,1.2749332740771764,4.496919806115327,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,10000,10019,19,0.0,0.0,0.92091908138244,0.0,0.0,0.0,0.0,1500.0,587.8634024361049,290.1847612586412,15.129735105703354,15.445879662135765,14.949942812909072,0.01,0.0,920919.08138244,629.9224560294745,27.8249848419081,5.731163348870182,0.0023430989679634,0.0,1302.0,12.0,3.0,1287.0,86.8,2066.921075026858,1.3124385388412825,0.9091410029213876,4.705345688853411,5.267393346002791,13.608780213883923,29.862542507908067,14.921218752725204,31.657577199075604,1.3124385388412825,4.705345688853411,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,20000,20000,0,1.0,0.0,0.9862562232136134,0.0,0.0,0.0,0.0,863.0,336.1347756949428,222.44323883167272,14.530112763439094,15.387389458671596,14.87544333073956,0.0393974507531865,0.0,986256.2232136134,347.8463276983655,16.29258939532075,0.0421967905459121,0.0347096069485724,0.3956043956043956,728.0,1.0,36.0,691.0,84.35689455388182,2092.878210953212,1.422174673337006,0.9039249998750164,4.933116702886764,6.005799382983241,6.852991136788096,14.181747395195998,8.275165810125102,16.532570093113463,1.422174673337006,4.933116702886764,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,15,,15.0,0.15,20000,20001,1,0.0,1.0,0.581335621427526,1.0,1.0,0.0,0.0,706.0,271.6521183170694,22.257033213168512,15.164902631796435,15.394758502346807,14.923699902371734,0.0,0.0,0.581335621427526,297.2131758582325,51.6829137429178,0.5228227429076259,0.0047822004474917,0.0483870967741935,596.0,3.0,2.0,591.0,84.41926345609065,2005.2946787402373,1.32355553971715,0.8982769941212609,4.807173256267561,6.016477637604114,7.989692328770338,14.212262001819909,9.313247868487489,15.897399745881556,1.32355553971715,4.807173256267561,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/results/ijmlc_control/raw_csv/p5_sensitivity_20260701_1825_target_speed_kmh_15_gated_risk_s0_episodes.csv
