label,role,variant,algo,train_seed,action_filter,sensitivity_axis,sensitivity_value,override_ttc_threshold,override_target_speed_kmh,density,scenario_start_seed,map_seed,episode,success,cost,route_completion,collision,crash_vehicle,crash_object,out_of_road,episode_length,reward,shaped_reward,mean_speed_kmh,median_speed_kmh,p10_speed_kmh,stop_ratio,low_progress,progress_per_cost,path_length_m,mean_ttc,min_ttc,ttc_risk_mean,ttc_dangerous_fraction,intervention_count,soft_guard_count,hard_shield_count,overspeed_guard_count,intervention_rate_per_100_steps,intervention_rate_per_km,policy_inference_ms_mean,policy_inference_ms_p50,policy_inference_ms_p95,policy_inference_ms_p99,env_step_wall_ms_mean,env_step_wall_ms_p95,control_loop_wall_ms_mean,control_loop_wall_ms_p95,total_action_latency_ms_mean,total_action_latency_ms_p95,source_config_json,source_model_path
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10000,0,1.0,0.0,0.9909677664546428,0.0,0.0,0.0,0.0,1149.0,474.82155025040487,218.19179842268935,16.4232234013685,18.284794234890263,10.319126963994593,0.04003481288076589,0.0,990967.7664546429,523.4945653903865,25.196922993994743,0.09353061482596704,0.0460512840298706,0.2599118942731278,861.0,21.0,60.0,780.0,74.93472584856397,1644.7162146906433,1.3829139763791498,0.8771910070208833,4.519387797336091,5.205703275860286,11.885541108731923,26.040838006883853,13.268455085111073,27.647369998157956,1.3829139763791498,4.519387797336091,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10001,1,1.0,0.0,0.9909023535820174,0.0,0.0,0.0,0.0,1059.0,488.7422269112475,295.4354528877766,17.340107561378268,18.306807765372067,13.639767855004106,0.0018885741265344666,0.0,990902.3535820175,509.43396145130805,54.135046808767136,0.09957128333226566,0.005122812694279502,0.012987012987012988,787.0,29.0,4.0,754.0,74.31539187913125,1544.8518543167875,1.3257926618947486,0.9024489991134033,4.955569392768665,5.919866152980835,10.214070958463845,19.23509511252632,11.539863620358593,20.573944698844567,1.3257926618947486,4.955569392768665,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10002,2,0.0,1.0,0.5069787823712442,1.0,1.0,0.0,0.0,640.0,242.18034231352385,-12.414194465663797,15.782249746007247,18.111141687050498,8.174243706898189,0.0359375,0.0,0.5069787823712442,279.95535576249034,43.296599639670994,0.8053606445372409,0.040368056195296494,0.06569343065693431,415.0,38.0,28.0,349.0,64.84375,1482.3792131774017,1.3254937562123814,0.9021969890454784,4.482089758676011,5.349687994457784,19.959166707849363,41.36016250340617,21.284660464061744,42.74163903901353,1.3254937562123814,4.482089758676011,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10003,3,1.0,0.0,0.9902799742925814,0.0,0.0,0.0,0.0,971.0,448.28689609133755,290.89935489725355,17.291262077796766,18.295983056596416,13.929153029399764,0.0,0.0,990279.9742925814,465.71610803536674,50.08897176072929,8.352282320266301,0.0029290976792931862,0.0,697.0,39.0,0.0,658.0,71.7816683831102,1496.6199106582533,1.2996971431146562,0.8935959922382608,4.475173009268474,5.516318997251799,7.417668336625935,16.93467699806206,8.717365479740591,19.245805495302193,1.2996971431146562,4.475173009268474,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10004,4,0.0,0.0,0.7059166317998296,0.0,0.0,0.0,0.0,1500.0,333.74858133527914,-148.8732159076502,9.681820566209687,8.413626102825276,1.667372978365127,0.059333333333333335,0.0,705916.6317998295,401.0235128847083,62.484339386854856,0.6353305600301831,0.04397498554061835,0.04076433121019108,557.0,162.0,64.0,331.0,37.13333333333333,1388.945989708424,1.1538139544427395,0.889478498720564,3.387553104403194,5.3628924615622955,18.823146248643752,42.26999551101471,19.97696020308649,44.58276779623702,1.1538139544427395,3.387553104403194,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10005,5,1.0,0.0,0.989896014905342,0.0,0.0,0.0,0.0,1029.0,463.275548380589,273.3659257939717,17.129261278911525,18.32003963075972,13.02710531911879,0.015549076773566569,0.0,989896.014905342,488.9716571468318,26.549310721953237,2.0339418458301366,0.010242566632068295,0.009478672985781991,775.0,35.0,9.0,731.0,75.31584062196308,1584.9589412240261,1.4659900601378093,0.9026320039993152,4.969716595951467,6.032259119674564,12.465583868712807,25.202996801817772,13.931573928850616,28.027828797348768,1.4659900601378093,4.969716595951467,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10006,6,1.0,0.0,0.992470747642641,0.0,0.0,0.0,0.0,1351.0,599.2563035228684,328.43629631993747,16.654275140725066,18.307130381317855,10.95636702827952,0.033308660251665435,0.0,992470.7476426411,624.2870870596041,16.634359740024617,0.06255207184967905,0.02864423597010879,0.17670682730923695,1033.0,32.0,50.0,951.0,76.4618800888231,1654.6874369377656,1.2166968963740064,0.87937900389079,4.231023995089345,5.579403499723412,9.179078202071992,22.162925997690763,10.395775098445998,23.935799006721936,1.2166968963740064,4.231023995089345,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10007,7,0.0,1.0,0.492197992772564,1.0,1.0,0.0,0.0,1236.0,350.27541985517684,-178.6924470423972,11.873154586869196,10.858429800801051,5.771922738728706,0.0008090614886731392,0.0,0.492197992772564,406.93681585710357,74.178393581402,0.8325840372766159,0.03198582238787538,0.014436958614051972,481.0,156.0,31.0,294.0,38.915857605178,1182.0016800075023,1.487393572908249,0.9239900027750991,5.009385000448674,6.287942842755001,24.38025747865567,46.61169874816551,25.867651051563918,48.93179551072535,1.487393572908249,5.009385000448674,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10008,8,1.0,0.0,0.990440901093036,0.0,0.0,0.0,0.0,1185.0,480.8566026428545,272.1273777154738,15.188009670996754,18.148971345862453,5.820221722244322,0.043037974683544304,0.0,990440.901093036,498.8809923132867,48.931186983100204,0.6713337913800751,0.03026162432632728,0.0815347721822542,796.0,58.0,50.0,688.0,67.17299578059071,1595.5709122309652,1.420180802737001,0.9073730034288019,4.952629792387597,5.87014135788195,8.414722734031695,16.064512607408687,9.834903536768698,18.69735260552261,1.420180802737001,4.952629792387597,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10009,9,1.0,0.0,0.9889818101834419,0.0,0.0,0.0,0.0,948.0,453.25612496274806,277.8356794373419,17.63920395957138,18.39215709120301,17.883061989817456,0.014767932489451477,0.0,988981.810183442,463.9501542263957,3.4872020205577905,2.679450459639496,0.014217929114750526,1.0,786.0,0.0,19.0,767.0,82.91139240506328,1694.1475131323102,1.3457664845574928,0.8788925042608753,5.000813690276118,5.834308805788167,5.972213094794552,12.303206403885266,7.317979579352045,14.101222198223695,1.3457664845574928,5.000813690276118,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10010,10,1.0,0.0,0.9912833099305556,0.0,0.0,0.0,0.0,1331.0,475.1131473886213,115.51977333850722,15.412205575715634,18.047340887300347,7.976475686247174,0.0007513148009015778,0.0,991283.3099305556,569.1167825633312,37.237284044833174,2.115522374271544,0.012195638193023236,0.006633499170812604,803.0,102.0,9.0,692.0,60.33057851239669,1410.9582156112965,1.2772399874528797,0.8980369893833995,4.822043993044645,5.83025410596747,18.71295701941527,33.75205949851079,19.99019700686815,35.40597499522846,1.2772399874528797,4.822043993044645,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10011,11,0.0,0.0,0.7922041976040398,0.0,0.0,0.0,0.0,1500.0,430.8087909679405,116.54139855621484,11.402856358242065,11.450850772069998,3.1729141169794075,0.024666666666666667,0.0,792204.1976040398,473.5763888140168,37.91694252811978,3.448932925979997,0.016978877552398353,0.002527379949452401,577.0,197.0,7.0,373.0,38.46666666666667,1218.388445093279,1.2935241559268131,0.9010965004563332,4.559211044397671,5.39985459006857,16.670667731232243,29.680087797169104,17.964191887159057,31.892117059760494,1.2935241559268131,4.559211044397671,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10012,12,1.0,0.0,0.9888621427588798,0.0,0.0,0.0,0.0,1027.0,430.2550641090569,240.34402611788516,15.32887347114334,18.158326413207913,3.0996177524377866,0.08958130477117819,0.0,988862.1427588799,436.5161890176169,29.614584465786805,0.5868832335827264,0.06093808172293585,0.1412556053811659,733.0,46.0,88.0,599.0,71.37293086660176,1679.2046170145998,1.461586961077781,0.9294069895986468,4.811738202988633,5.968882474990097,8.780877872368142,17.17947918950813,10.242464833445924,19.848540492239405,1.461586961077781,4.811738202988633,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10013,13,1.0,0.0,0.9924749144352468,0.0,0.0,0.0,0.0,1098.0,516.5517654227464,310.0892016666445,17.654856525537515,18.40362225466489,17.89364544529833,0.01639344262295082,0.0,992474.9144352468,537.9335731918383,37.34328618970677,3.2278888575002695,0.010998058783001708,0.11688311688311688,920.0,8.0,17.0,895.0,83.7887067395264,1710.2483389188073,1.3771709955257334,0.8986760003608651,4.876542246347521,6.116489919950253,11.248035784053764,26.039287502499054,12.625206779579496,28.32544306438649,1.3771709955257334,4.876542246347521,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
gated_risk,refinement,proposed_gated_risk,ppo,0,none,target_speed_kmh,18,,18.0,0.15,10000,10014,14,0.0,0.0,0.8081718886543611,0.0,0.0,0.0,0.0,1500.0,629.7750256387864,274.39098113928014,15.92011411507491,18.161392873963585,8.538987690142905,0.0013333333333333333,0.0,808171.8886543611,662.4358529035287,41.54156652092642,3.84836918446253,0.008714491057758792,0.001594896331738437,971.0,84.0,7.0,880.0,64.73333333333333,1465.802304848086,1.2650920510835324,0.9060774973477237,4.346615597023625,5.47809782467084,20.030394933904365,36.922700809373055,21.2954869849879,38.61659555404913,1.2650920510835324,4.346615597023625,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
