label,role,variant,algo,train_seed,action_filter,sensitivity_axis,sensitivity_value,override_ttc_threshold,override_target_speed_kmh,density,scenario_start_seed,map_seed,episode,success,cost,route_completion,collision,crash_vehicle,crash_object,out_of_road,episode_length,reward,shaped_reward,mean_speed_kmh,median_speed_kmh,p10_speed_kmh,stop_ratio,low_progress,progress_per_cost,path_length_m,mean_ttc,min_ttc,ttc_risk_mean,ttc_dangerous_fraction,intervention_count,soft_guard_count,hard_shield_count,overspeed_guard_count,intervention_rate_per_100_steps,intervention_rate_per_km,policy_inference_ms_mean,policy_inference_ms_p50,policy_inference_ms_p95,policy_inference_ms_p99,env_step_wall_ms_mean,env_step_wall_ms_p95,control_loop_wall_ms_mean,control_loop_wall_ms_p95,total_action_latency_ms_mean,total_action_latency_ms_p95,source_config_json,source_model_path
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10000,0,1.0,0.0,0.9909068092014411,0.0,0.0,0.0,0.0,1337.0,530.5952351658761,530.5952351658761,14.131312098048223,15.327952435500713,10.19340411710079,0.029917726252804786,0.0,990906.8092014412,524.188075079248,34.47729634579648,0.06234389239175788,0.030814462927574428,0.1443661971830986,1032.0,25.0,46.0,961.0,77.18773373223635,1968.759018113832,1.4278262011809921,0.8963639993453398,4.838228199514561,6.101972873439088,12.529855844371088,24.34689339424949,13.95768204555208,26.654618410975672,1.4278262011809921,4.838228199514561,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10001,1,1.0,0.0,0.9908904957491032,0.0,0.0,0.0,0.0,1199.0,519.9780046597386,519.9780046597386,15.313944823890255,15.445960357221102,14.961942733834992,0.0,0.0,990890.4957491031,509.6468924804547,34.67661762599436,11.07375335209468,0.00010357986116511725,0.0,1039.0,3.0,0.0,1036.0,86.65554628857382,2038.6664087034462,1.31575830594005,0.8919610118027776,4.643984705035107,6.00802871020278,9.142378788898537,16.054084406641778,10.458137094838587,18.23509830283001,1.31575830594005,4.643984705035107,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10002,2,0.0,1.0,0.5221691287791724,1.0,1.0,0.0,0.0,715.0,277.7215744788998,277.7215744788998,14.53916924687644,15.394446972629638,14.874049835701399,0.03496503496503497,0.0,0.5221691287791724,288.5231496100174,80.75445758954938,1.5178693299512485,0.023683011731281782,0.2537313432835821,601.0,11.0,21.0,569.0,84.05594405594405,2083.0217638076606,1.3489576348452015,0.8978120022220537,4.904769899439997,5.915366918488872,17.73594186581847,34.77855209930567,19.08489950066367,36.44478340429487,1.3489576348452015,4.904769899439997,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10003,3,1.0,0.0,0.9900021120076264,0.0,0.0,0.0,0.0,1097.0,491.29520719447584,491.29520719447584,15.285785657963965,15.464840362933568,14.947504701775228,0.0,0.0,990002.1120076264,465.39581781037293,75.70156946065644,10.96239246405759,0.00017300637503452299,0.0,944.0,6.0,0.0,938.0,86.05287146763901,2028.380926243381,1.464000020868403,0.8777809998719022,4.989497200585902,6.115945884957907,6.995275598048014,14.457447198219601,8.459275618916417,16.275625399430282,1.464000020868403,4.989497200585902,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10004,4,0.0,0.0,0.9386588418920631,0.0,0.0,0.0,0.0,1500.0,532.3883394737938,532.3883394737938,12.856518707267917,15.188914093212466,4.794891465913878,0.012,0.0,938658.8418920632,534.7575415049333,55.446218431171964,4.945649402896637,0.009281222795092046,0.0014992503748125937,984.0,88.0,2.0,894.0,65.60000000000001,1840.0862514828548,1.3206825761008076,0.8883629998308606,4.8814663488883525,6.0606760474911425,17.186417467833962,35.30745160533115,18.50710004393477,37.25191564153647,1.3206825761008076,4.8814663488883525,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10005,5,1.0,0.0,0.9902144765580342,0.0,0.0,0.0,0.0,1253.0,496.6511314751004,496.6511314751004,14.071401076941925,15.393921761612209,9.996305974027853,0.06304868316041501,0.0,990214.4765580342,489.2857389200792,14.652071645238896,0.25882944237531974,0.04387996441494341,0.3945578231292517,1062.0,20.0,70.0,972.0,84.75658419792498,2170.5108396250826,1.2080863070486005,0.8499040122842416,4.816744799609295,5.920103087555617,7.595994588334585,16.0959983972134,8.804080895383185,17.718503586365838,1.2080863070486005,4.816744799609295,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10006,6,1.0,0.0,0.9924096555696833,0.0,0.0,0.0,0.0,1497.0,607.4646001724543,607.4646001724543,15.033631986453887,15.42887617090683,14.895503448794049,0.004008016032064128,0.0,992409.6555696833,624.6626035193402,20.501364440084693,2.9739366400585,0.004074420688724768,0.03932584269662921,1247.0,17.0,7.0,1223.0,83.2999331997328,1996.277659290663,1.2844166214287476,0.8545449964003637,4.8180596000747755,5.95763200893998,9.531570553145656,20.849253199412495,10.815987174574403,22.34174998884555,1.2844166214287476,4.8180596000747755,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10007,7,0.0,0.0,0.6428210261818526,0.0,0.0,0.0,0.0,1500.0,529.017556054917,529.017556054917,12.687183025723199,15.093070320756926,5.8345190283526325,0.005333333333333333,0.0,642821.0261818526,527.9765256861865,38.343866727552566,5.138417348712564,0.006778692654338866,0.0,938.0,120.0,3.0,815.0,62.53333333333333,1776.5941369853995,1.284767749418582,0.8918589956010692,4.800621149479411,5.900017421372467,25.324017841941288,54.197767243749695,26.608785591359872,56.268883508892024,1.284767749418582,4.800621149479411,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10008,8,1.0,0.0,0.9904643373300425,0.0,0.0,0.0,0.0,1346.0,515.8095804446627,515.8095804446627,13.336984633402505,15.220451529985102,6.993871150585381,0.04234769687964339,0.0,990464.3373300425,497.95778502220924,39.90686861477506,1.4814074363289795,0.03147744663694678,0.06390328151986183,964.0,60.0,59.0,845.0,71.61961367013373,1935.9070768559327,1.4383481509131961,0.8674244963913225,4.93043925598613,6.177096748433533,9.753450270637352,19.632588995591504,11.191798421550548,21.233804003713885,1.4383481509131961,4.93043925598613,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
shield_only,execution_intervention,shield_only,ppo,2,none,target_speed_kmh,15,,15.0,0.15,10000,10009,9,1.0,0.0,0.9887827166070575,0.0,0.0,0.0,0.0,1147.0,480.9697313837284,480.9697313837284,14.577936668003845,15.411804561644567,14.882024272856535,0.02964254577157803,0.0,988782.7166070576,463.98483181204125,24.208439927222887,2.5059199658937494,0.018988194776167606,0.23529411764705882,963.0,10.0,31.0,922.0,83.95815170008719,2075.498882666294,1.231616300420812,0.8541930001229048,4.798368702176959,6.013972134969661,5.707536248390546,12.84199570218334,6.939152548811358,14.237285288982095,1.231616300420812,4.798368702176959,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_shield_only_nenv16_seed2_1m/runs/shield_only_ppo_s2/model/final_model.zip
