density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
0.0,0.0,0.0088055184722317,0.0,0.0,0.0,0.01611962086165876,-224.5370755951051,1500.0,0.013147762210229523,0.003318666608939514,0.0006666666666665999,0.0006666666666665999,0.0,
0.08,0.0,0.00907435156864243,0.0,0.0,0.0,0.010425469045609738,-224.5681741887468,1500.0,0.013344316741981499,0.005142132310152286,0.0006666666662030086,0.0006666666665341453,0.0,1228.7461086244023
0.15,0.0,0.008876365962382676,0.0,0.0,0.0,0.006522440338438213,-224.5989403388161,1500.0,0.013526524149127118,0.0061973748035538765,0.0006594879269599252,0.0006646860169701446,0.0,1622.9106982967294
