#{"t_start": 1782899345.275113, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,episode_rcpo_cost_lambda,curriculum_stage
-22.849541,600,3.460297,0.0,0.0,5.24257388259234,-22.84954067791695,0.0,0.0,0.0,0.0,0.10263907935956318,600,0.6373744145723305,0.06870502273768243,0.19224903887471462,0.8122351866029203,0.7834411267812054,0.6293199830005566,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-22.498631,600,7.377017,0.0,0.0,5.1423897876943245,-22.49863126961082,0.0,0.0,0.0,0.0,0.09767246121806711,600,0.6636078988454674,0.0977782458690542,0.2409583830970805,0.7775423459460338,0.8350249749918779,0.6341463348269463,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0
-19.178129,600,9.87566,0.0,0.0,5.506751753211267,-19.178128747307767,0.0,0.0,0.0,0.0,0.14394984586955376,600,0.9098125328343897,0.5640038232180654,0.9745146020366702,0.8321344342144827,0.786458319152395,0.6524817189574241,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,18.75,0.0
-15.763762,600,13.703269,0.0,0.0,11.32390348419331,-15.763761726609962,0.0,0.0,0.0,0.0,0.14747621770977906,600,0.9398465157209449,0.0978290122660534,0.19086823065634803,0.8259557098538305,0.7644951735809445,0.6056097208211819,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.5,0.0
-11.281962,600,16.18404,0.0,0.0,12.485090757766582,-11.281962003551548,0.0,0.0,0.0,0.0,0.2125164205855058,600,1.136109437993165,0.19766282238226074,0.34388006901078466,0.7992622813458244,0.7400719707955917,0.5681680847207705,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.25,0.0
-16.34081,346,19.092745,0.0,1.0,-4.3236831140055525,-16.340810032335575,0.0,0.0,0.0,1.0,0.22236771748890688,346,2.590553099423271,0.9616795481919133,2.0,0.7981723435007768,0.6380882096083867,0.4844025065099573,0.0,nan,0.002890173410404624,0.0,12.25,0,0,0,0,0.0,0.0,0.0,0.0,12.25,0.0
-19.367867,382,20.754095,0.0,1.0,-0.9642850148813427,-19.367866987621884,0.0,0.0,0.0,1.0,0.17380918399395967,382,1.7124613579326105,0.37975934786350696,1.0372979612570126,0.792366037428067,0.6374960183239108,0.5228607419741715,0.0,nan,0.002617801047120419,0.0,11.5,0,0,0,0,0.0,0.0,0.0,0.0,11.5,0.0
-2.626173,600,24.771351,0.0,0.0,11.544062790241597,-2.626173250963994,0.0,0.0,0.0,0.0,0.26505984513050684,600,2.1462344012967955,0.9157168648063604,2.0,0.8502219673649718,0.5758799060930808,0.5077057771384716,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.5,0.0
2.568298,600,27.590078,0.0,0.0,14.901877107806044,2.568297698478365,0.0,0.0,0.0,0.0,0.3405786381525116,600,2.3969703227863826,0.811664169861305,2.0,0.7938130552849422,0.6152416547139485,0.5038175125916798,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.5,0.0
-34.065605,477,31.320942,0.0,1.0,5.008974235709022,-34.06560513202666,0.0,0.0,0.0,1.0,0.3109969250039609,477,2.944060844802778,0.8929488845602122,2.0,0.756698297410891,0.5914777185557023,0.47442288643659036,0.0,nan,0.0020964360587002098,0.0,36.5,0,0,0,0,0.0,0.0,0.0,0.0,36.5,0.0
