density,reference,gated_success,ref_success,delta_success,gated_cost,ref_cost,delta_cost,gated_route_completion,ref_route_completion,delta_route_completion,gated_collision,ref_collision,delta_collision,gated_out_of_road,ref_out_of_road,delta_out_of_road,gated_mean_speed_kmh,ref_mean_speed_kmh,delta_mean_speed_kmh,gated_mean_lane_deviation,ref_mean_lane_deviation,delta_mean_lane_deviation,gated_ttc_risk,ref_ttc_risk,delta_ttc_risk
0.0,retune_full,0.94,0.9666666666666667,-0.026666666666666727,0.0,0.0,0.0,0.9875662633432525,0.9909099298213548,-0.0033436664781023584,0.0,0.0,0.0,0.0,0.0,0.0,18.307166869387625,18.300425264606194,0.006741604781431931,0.1343431374249687,0.14999318182747598,-0.01565004440250728,0.0,0.0,0.0
0.08,retune_full,0.8666666666666667,0.8866666666666666,-0.019999999999999907,0.08,0.07333333333333335,0.006666666666666654,0.9606065106676309,0.9532507446125064,0.007355766055124557,0.08,0.07333333333333335,0.006666666666666654,0.0,0.0,0.0,17.976393117040313,17.918986355462597,0.057406761577716736,0.14645529495527526,0.15632629568784834,-0.009871000732573076,0.0036555194341695877,0.0062335624171966425,-0.0025780429830270547
0.15,retune_full,0.6,0.6200000000000001,-0.02000000000000013,0.25333333333333335,0.24000000000000002,0.013333333333333336,0.8494450113227001,0.8529630182358657,-0.0035180069131656166,0.25333333333333335,0.22,0.033333333333333354,0.0,0.02,-0.02,16.321791078426656,16.11543484132181,0.20635623710484552,0.14947672805363532,0.2068488034001945,-0.057372075346559165,0.015323249020137954,0.019861627778419197,-0.0045383787582812425
