density,reference,gated_success,ref_success,delta_success,gated_cost,ref_cost,delta_cost,gated_route_completion,ref_route_completion,delta_route_completion,gated_collision,ref_collision,delta_collision,gated_out_of_road,ref_out_of_road,delta_out_of_road,gated_mean_speed_kmh,ref_mean_speed_kmh,delta_mean_speed_kmh,gated_mean_lane_deviation,ref_mean_lane_deviation,delta_mean_lane_deviation,gated_ttc_risk,ref_ttc_risk,delta_ttc_risk
0.0,shield_only,0.94,0.9933333333333333,-0.053333333333333344,0.0,0.0,0.0,0.9875662633432525,0.9916280638982645,-0.004061800555012041,0.0,0.0,0.0,0.0,0.0,0.0,18.307166869387625,18.31056378876826,-0.0033969193806342446,0.1343431374249687,0.06088609025944441,0.07345704716552429,0.0,0.0,0.0
0.08,shield_only,0.8666666666666667,0.9133333333333332,-0.04666666666666652,0.08,0.06666666666666667,0.013333333333333336,0.9606065106676309,0.9592454577629775,0.0013610529046533815,0.08,0.04666666666666667,0.03333333333333333,0.0,0.02,-0.02,17.976393117040313,18.042068916951333,-0.0656757999110198,0.14645529495527526,0.07027947741063356,0.0761758175446417,0.0036555194341695877,0.00351875799254249,0.00013676144162709774
0.15,shield_only,0.6,0.6266666666666667,-0.026666666666666727,0.25333333333333335,0.22666666666666668,0.026666666666666672,0.8494450113227001,0.8710546865014698,-0.02160967517876966,0.25333333333333335,0.22666666666666668,0.026666666666666672,0.0,0.0,0.0,16.321791078426656,16.176034496560167,0.14575658186648965,0.14947672805363532,0.10513956770225923,0.044337160351376095,0.015323249020137954,0.016501156916972393,-0.001177907896834439
