density,n_seeds,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,mean_speed_kmh,mean_lane_deviation,steering_variation,accel_variation,ttc_risk,risk_gate_rate,continuous_risk_penalty,event_risk_penalty,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
0.0,3,0.0,0.0025664066594005093,0.0,0.0,0.0,45.691626900207275,52.88848957780649,22.435118304420328,0.007317995592851459,0.08859450147926344,0.010692917167052932,0.0038119379572371715,0.0,0.02806490549850692,30.94082743454184,0.0,0.00239312619620723,0.0,0.0,0.00239312619620723
0.08,3,0.05773502691896256,0.004993673031987356,0.020000000000000004,0.0,0.020000000000000004,55.583120818546966,50.78840172733645,45.64863342240744,0.06063547855579363,0.08384677359107001,0.011269755714547402,0.004958899833455221,0.0010391350998236973,0.04082187963783112,30.0265560652295,0.2,0.00607314823511003,0.001501269437132223,0.001114848063850274,0.008466750350700184
0.15,3,0.03464101615137751,0.012621423067921082,0.04618802153517007,0.0,0.04618802153517007,19.08636334592495,36.687599104347086,41.10373381255451,0.15248964222209124,0.06458897419734157,0.013781971423213595,0.004600176767846053,0.003466870139975434,0.029266972314510795,23.43873939767182,0.4618802153517005,0.0031355297921313433,0.002599613358539759,0.004786293969619526,0.0021907996019445656
