density,reference,gated_success,ref_success,delta_success,gated_cost,ref_cost,delta_cost,gated_route_completion,ref_route_completion,delta_route_completion,gated_collision,ref_collision,delta_collision,gated_out_of_road,ref_out_of_road,delta_out_of_road,gated_mean_speed_kmh,ref_mean_speed_kmh,delta_mean_speed_kmh,gated_mean_lane_deviation,ref_mean_lane_deviation,delta_mean_lane_deviation,gated_ttc_risk,ref_ttc_risk,delta_ttc_risk
0.0,guard_only,0.94,0.9733333333333333,-0.033333333333333326,0.0,0.0,0.0,0.9875662633432525,0.9902073727309076,-0.0026411093876551606,0.0,0.0,0.0,0.0,0.0,0.0,18.307166869387625,18.3088421322967,-0.001675262909074604,0.1343431374249687,0.061805349798109116,0.07253778762685958,0.0,0.0,0.0
0.08,guard_only,0.8666666666666667,0.8733333333333334,-0.00666666666666671,0.08,0.09333333333333334,-0.013333333333333336,0.9606065106676309,0.9404938454525765,0.020112665215054393,0.08,0.09333333333333334,-0.013333333333333336,0.0,0.0,0.0,17.976393117040313,17.988764423752063,-0.012371306711749241,0.14645529495527526,0.0791711927576199,0.06728410219765536,0.0036555194341695877,0.0037571173315305508,-0.00010159789736096303
0.15,guard_only,0.6,0.6333333333333333,-0.033333333333333326,0.25333333333333335,0.20666666666666667,0.04666666666666669,0.8494450113227001,0.867815496168541,-0.018370484845840918,0.25333333333333335,0.19999999999999998,0.05333333333333337,0.0,0.006666666666666667,-0.006666666666666667,16.321791078426656,16.12393881764157,0.197852260785087,0.14947672805363532,0.13634125812863734,0.013135469924997978,0.015323249020137954,0.01627759066310022,-0.0009543416429622642
