density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
0.0,0.06928203230275509,0.0028447664299965174,0.0,0.0,0.0,5.509106013576125,2.149683212654969,27.09368438092783,0.0062098871379908825,0.0030331665130503413,0.007905865904013907,0.0056921982652494915,0.0,
0.08,0.023094010767584987,0.011480416392297039,0.04,0.0,0.04,20.561806384876093,2.8750962369639903,16.064797954948983,0.07786944869280427,0.04351101712950575,0.008413325621804397,0.002460484624076643,0.0006753358442079208,0.9440351874585323
0.15,0.011547005383792526,0.026024993645744027,0.0,0.0,0.0,21.926344547565595,5.8169842230072755,36.89189070785072,0.26696913598928984,0.03085642300423895,0.00848900782555263,0.007853455890371232,0.0012994399684409191,0.4319151420669537
