density,baseline,ablation_success,full_proposed_success,delta_success,ablation_cost,full_proposed_cost,delta_cost,ablation_route_completion,full_proposed_route_completion,delta_route_completion,ablation_lane_deviation,full_proposed_lane_deviation,delta_lane_deviation,ablation_collision,full_proposed_collision,delta_collision,ablation_out_of_road,full_proposed_out_of_road,delta_out_of_road,ablation_ttc_risk,full_proposed_ttc_risk,delta_ttc_risk
0.08,full_proposed,0.9133333333333334,nan,nan,0.06,nan,nan,0.9692962081122408,nan,nan,0.3633405179128959,nan,nan,0.06,nan,nan,0.0,nan,nan,0.002339137825358956,nan,nan
0.15,full_proposed,0.6066666666666666,nan,nan,0.28,nan,nan,0.8438792274583347,nan,nan,0.3616515198199242,nan,nan,0.28,nan,nan,0.0,nan,nan,0.014137449987069459,nan,nan
