density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
0.0,0.96,0.9903037864282057,0.0,0.0,0.0,388.64949262069825,280.2978726402221,1069.6866666666665,18.276262379414053,0.349049127275667,0.03527398461353313,0.2386109587049404,0.0,
0.08,0.9133333333333334,0.9692962081122408,0.06,0.0,0.06,386.40599772822003,250.23833234169442,1111.8066666666666,17.98793064703057,0.3633405179128959,0.038781705822213464,0.2514720743567903,0.002339137825358956,7.597729903165607
0.15,0.6066666666666666,0.8438792274583347,0.28,0.0,0.28,326.8398536640853,81.85085950651053,1049.1399999999999,16.34197508999067,0.3616515198199242,0.04473320754181393,0.3114064448338894,0.014137449987069459,3.8076194457562393
