density,baseline,ablation_success,guard_only_success,delta_success,ablation_cost,guard_only_cost,delta_cost,ablation_route_completion,guard_only_route_completion,delta_route_completion,ablation_lane_deviation,guard_only_lane_deviation,delta_lane_deviation,ablation_collision,guard_only_collision,delta_collision,ablation_out_of_road,guard_only_out_of_road,delta_out_of_road,ablation_ttc_risk,guard_only_ttc_risk,delta_ttc_risk
0.0,guard_only,0.96,0.9733333333333333,-0.013333333333333308,0.0,0.0,0.0,0.9903037864282057,0.9902073727309076,9.641369729807003e-05,0.349049127275667,0.061805349798109116,0.2872437774775579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,guard_only,0.9133333333333334,0.8733333333333334,0.040000000000000036,0.06,0.09333333333333334,-0.03333333333333334,0.9692962081122408,0.9404938454525765,0.028802362659664293,0.3633405179128959,0.0791711927576199,0.284169325155276,0.06,0.09333333333333334,-0.03333333333333334,0.0,0.0,0.0,0.002339137825358956,0.0037571173315305508,-0.0014179795061715949
0.15,guard_only,0.6066666666666666,0.6333333333333333,-0.026666666666666727,0.28,0.20666666666666667,0.07333333333333336,0.8438792274583347,0.867815496168541,-0.023936268710206376,0.3616515198199242,0.13634125812863734,0.22531026169128687,0.28,0.19999999999999998,0.08000000000000004,0.0,0.006666666666666667,-0.006666666666666667,0.014137449987069459,0.01627759066310022,-0.0021401406760307596
