variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed,ppo,20,0.0,0.92,0.987879518168942,0.0,0.0,0.0,421.45908551287846,230.74004593274708,1096.78,18.31225646010478,0.3230738819558905,0.007515032689632888,0.22482529458454847,0.0,
proposed,ppo,20,0.08,0.8,0.9112020718601803,0.14,0.0,0.14,384.7710495602749,151.9862883845835,1018.7,18.00831112173656,0.31735692242800617,0.012187108702997955,0.2290039667360081,0.005003296781294584,5.69390681598959
proposed,ppo,20,0.15,0.52,0.7832800182634291,0.36,0.02,0.38,291.8695059737892,-183.7317043899466,1006.44,15.86464908762413,0.4060876569211536,0.021568448683408445,0.31316840774584187,0.028501353723042123,1.9560720378736463
proposed,ppo,21,0.0,0.92,0.9880258286699671,0.0,0.0,0.0,541.3799041411298,345.7002482992276,1096.0,18.310798400602124,0.10420071302632718,0.008882540309241911,0.2244738947090323,0.0,
proposed,ppo,21,0.08,0.86,0.9676313459313038,0.06,0.0,0.06,508.1264612476735,296.31151496998297,1084.88,18.135946627560074,0.14227359098422918,0.01687991018330615,0.23088237516927507,0.0016136458543918309,6.961091319808998
proposed,ppo,21,0.15,0.64,0.8472518623090568,0.32,0.0,0.32,386.0958228853075,95.13510318608348,1024.36,16.501771134564837,0.24268847643243055,0.03100762798035564,0.2769757094150062,0.010557798496324591,2.997017650171723
