#{"t_start": 1780052010.2774365, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,curriculum_stage
6.554936,600,3.455952,0.0,0.0,6.554935824931602,6.554935824931602,0.0,0.0,0.0,0.0,0.12000986687273489,600,0.7105535751571487,0.0906582513126922,0.15182063755309727,0.8617817651480436,0.8191918382979929,0.6144274056578676,0.0,nan,0.0
6.836647,600,6.018782,0.0,0.0,6.836647396593996,6.836647396593996,0.0,0.0,0.0,0.0,0.10218185554549551,600,0.7580432117507513,0.15631787816533094,0.29215394326289423,0.8652952294051647,0.7895881012827158,0.6233269361406565,0.0,nan,0.0
3.523397,600,7.957147,0.0,0.0,3.5233970750852697,3.5233970750852697,0.0,0.0,0.0,0.0,0.11858186267140314,600,0.8948371867178838,1.043107433128778,1.9326553195020069,0.8151573165133595,0.792264954186976,0.6397570330152909,0.0,nan,0.0
12.928757,600,10.387512,0.0,0.0,12.928757283073727,12.928757283073727,0.0,0.0,0.0,0.0,0.16452656309408964,600,1.0747984019109105,0.04781137773806713,0.1184464341815177,0.8127918375842274,0.7607909185066819,0.5916672861327728,0.0,nan,0.0
12.739164,600,12.175504,0.0,0.0,12.739164168481569,12.739164168481569,0.0,0.0,0.0,0.0,0.15440562668312308,600,1.1096420903622162,0.17884295256978985,0.32823588439598206,0.8055990153426925,0.7546198943257332,0.6246104674041271,0.0,nan,0.0
13.689457,600,14.53563,0.0,0.0,13.689456887218507,13.689456887218507,0.0,0.0,0.0,0.0,0.20099626469151494,600,1.4147083242507523,0.3219137754660636,1.130429938256156,0.8215493290002147,0.7385325322548548,0.5785313318173091,0.0,nan,0.0
11.180075,600,16.697804,0.0,0.0,11.180075048566975,11.180075048566975,0.0,0.0,0.0,0.0,0.19756859716594183,600,1.5452643382688527,0.5870180338817376,2.0,0.8018352386914194,0.7504150802642107,0.5729878098766009,0.0,nan,0.0
12.160381,600,18.406002,0.0,0.0,12.160380570641843,12.160380570641843,0.0,0.0,0.0,0.0,0.3033076926157902,600,1.8715079535196912,0.6851273859438829,1.77350786900177,0.824613949401925,0.6417891369263331,0.5218611096342405,0.0,nan,0.0
8.133102,600,20.636449,0.0,0.0,8.133101766354574,8.133101766354574,0.0,0.0,0.0,0.0,0.3542489170911622,600,1.9603289482355195,1.1682205162670125,2.0,0.8635143976317098,0.6518197379012902,0.5118300707141559,0.0,nan,0.0
9.799737,600,22.287935,0.0,0.0,9.799737312703604,9.799737312703604,0.0,0.0,0.0,0.0,0.3020384261825649,600,1.7882657401462783,1.0447775183098118,2.0,0.7907232751945654,0.6808804432054361,0.5290474834044775,0.0,nan,0.0
15.400831,600,24.619456,0.0,0.0,15.40083056188481,15.40083056188481,0.0,0.0,0.0,0.0,0.4667155305622142,600,3.5530803735637746,1.1185868030965673,2.0,0.7614310128831615,0.5008736785749595,0.4308592169483503,0.0,nan,0.0
29.537051,600,27.726014,0.0,0.0,29.53705063801704,29.53705063801704,0.0,0.0,0.0,0.0,0.39891177183612103,600,2.9314380693657887,0.36927495742674527,0.9970999572793793,0.8251683673014244,0.5817545538147291,0.4442442821462949,0.0,nan,0.0
35.239914,600,29.704881,0.0,0.0,35.23991387951619,35.23991387951619,0.0,0.0,0.0,0.0,0.822332037735537,600,4.521224537950302,0.6339747753083419,1.5312577849643125,0.7793857105448843,0.47984286084771155,0.4133464934428533,0.0,nan,0.0
23.016358,598,32.516608,0.0,1.0,23.01635780624261,23.01635780624261,0.0,0.0,0.0,1.0,0.7038330808858451,598,5.435310576230389,0.8113442643582053,2.0,0.8022272545395787,0.43770384030995957,0.3659491147285321,0.0,nan,0.0
-4.586196,237,33.490466,0.0,1.0,-4.586196096407534,-4.586196096407534,0.0,0.0,0.0,1.0,0.32639532918655184,237,4.922695748173147,1.4432883476082352,2.0,0.7843317159369022,0.4631764174513676,0.3976462216819892,0.0,nan,0.0
-1.109832,179,34.079966,0.0,1.0,-1.1098324497166079,-1.1098324497166079,0.0,0.0,0.0,1.0,0.2032349475862105,179,5.039156774514538,0.7684051767925438,2.0,0.7591781202891019,0.45632240559135734,0.4088018433341767,0.0,nan,0.0
