density,success,route_completion,collision,out_of_road,cost,reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk
0.0,0.023094010767585053,0.0014141857381907378,0.0,0.0,0.0,15.795855129937724,26.190899182731396,0.004248898194447398,0.016569228721448503,0.005958646122170425,0.0010932491310429433,0.0
0.08,0.011547005383792526,0.011876280271885994,0.011547005383792518,0.0,0.011547005383792518,10.845548160276806,12.317662115840015,0.10543040142166077,0.015856270207819226,0.00639140991533509,0.005418888890560008,0.0013181448615705435
0.15,0.023094010767585053,0.02486218413552542,0.039999999999999994,0.011547005383792516,0.04163331998932265,18.86357574685784,50.581071558439724,0.105294854503549,0.021156299334276277,0.008669548892082456,0.0116318354831226,0.0013960817972682072
