variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,risk_gate_rate,continuous_risk_penalty,event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,source_config_json,source_model_path
proposed_gated_risk,ppo,0,10600,7,0.0,0,16,392.85451094092,274.54374881559875,1.0,0.9881869571580697,0.0,0.0,0.0,0.0,0.0,799,18.24212340245718,0.11871613276282562,0.27128497532508805,0.03176926626113986,0.2428035043804756,0.24155193992490614,0.0,,0.8610763454317898,16.26098494118401,0.0,684,0,0,684,0.8560700876095119,0.0,0.0,0.8560700876095119,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,10000,7,0.0,1,16,410.44325920991463,282.6630695621772,1.0,0.992344427847395,0.0,0.0,0.0,0.0,0.0,837,18.25982302450706,0.12252673034295426,0.2645052072300177,0.03223695115518969,0.23894862604540024,0.23655913978494625,0.0,,0.8626045400238949,17.102337156675695,0.0,720,0,0,720,0.8602150537634409,0.0,0.0,0.8602150537634409,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,11100,7,0.0,2,16,468.53175557727263,313.5968756910557,1.0,0.9934700147456471,0.0,0.0,0.0,0.0,0.0,935,18.292356356948915,0.0991895440508379,0.20434062202033482,0.026733102521953735,0.2288770053475936,0.23101604278074866,0.0,,0.8695187165775401,15.257802687406198,0.0,812,0,0,812,0.8684491978609625,0.0,0.0,0.8684491978609625,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,10500,7,0.0,3,16,488.88520625487615,323.7442714539598,1.0,0.9921679145712704,0.0,0.0,0.0,0.0,0.0,974,18.27822495059081,0.09528870169413706,0.21284940371619734,0.025680721762305167,0.23203285420944558,0.23203285420944558,0.0,,0.8675564681724846,15.235048256328808,0.0,844,0,0,844,0.86652977412731,0.0,0.0,0.86652977412731,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,11400,7,0.0,4,16,497.21666192458764,329.0381722431006,1.0,0.9901996114008884,0.0,0.0,0.0,0.0,0.0,987,18.275605782201993,0.09009139342162387,0.1962001902214033,0.029556829382296514,0.23708206686930092,0.23708206686930092,0.0,,0.8652482269503546,14.02814317522875,0.0,853,0,0,853,0.8642350557244174,0.0,0.0,0.8642350557244174,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,10400,7,0.0,5,16,486.321104030273,313.39609794301856,1.0,0.9914586365066842,0.0,0.0,0.0,0.0,0.0,1014,18.317421367008972,0.13906784988167945,0.20800546430899114,0.02412413618723904,0.21893491124260356,0.22090729783037474,0.0,,0.8757396449704142,24.272799532385296,0.0,887,0,0,887,0.8747534516765286,0.0,0.0,0.8747534516765286,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,10100,7,0.0,6,16,486.9910496827049,304.58020725232257,1.0,0.9909482926990213,0.0,0.0,0.0,0.0,0.0,1049,18.27533849222744,0.1660720506846157,0.3007705344462773,0.02486074941181307,0.23641563393708293,0.23832221163012393,0.0,,0.8674928503336511,33.40324929699085,0.0,908,0,0,908,0.86558627264061,0.0,0.0,0.86558627264061,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,11300,7,0.0,7,16,574.145701183315,360.6292267926847,1.0,0.9913913453850407,0.0,0.0,0.0,0.0,0.0,1161,18.3140003172806,0.1045663862882738,0.2340625558251256,0.02559854407392885,0.22911283376399655,0.22911283376399655,0.0,,0.8716623600344531,20.94927761437433,0.0,1011,0,0,1011,0.8708010335917312,0.0,0.0,0.8708010335917312,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,10900,7,0.0,8,16,577.8047801153238,355.17769169331586,1.0,0.9923739077319462,0.0,0.0,0.0,0.0,0.0,1205,18.344951684003703,0.13291492674629463,0.2517436957706828,0.028682065752037335,0.22738589211618257,0.22738589211618257,0.0,,0.8738589211618257,28.26965467362376,0.0,1051,0,0,1051,0.8721991701244813,0.0,0.0,0.8721991701244813,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
proposed_gated_risk,ppo,0,10700,7,0.0,9,16,583.381738999849,346.2836557887217,1.0,0.9926780666624497,0.0,0.0,0.0,0.0,0.0,1242,18.34980151022375,0.15489968139191107,0.3262447852672782,0.02500536606381625,0.22544283413848631,0.22544283413848631,0.0,,0.8864734299516909,39.9643363777008,0.0,1085,0,0,1085,0.8735909822866345,0.0,0.0,0.8735909822866345,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/config.json,outputs/gated_risk_proposed_nenv16_seed0_1m/runs/proposed_gated_risk_ppo_s0/model/final_model.zip
