density,baseline,ablation_success,full_proposed_success,delta_success,ablation_cost,full_proposed_cost,delta_cost,ablation_route_completion,full_proposed_route_completion,delta_route_completion,ablation_lane_deviation,full_proposed_lane_deviation,delta_lane_deviation,ablation_collision,full_proposed_collision,delta_collision,ablation_out_of_road,full_proposed_out_of_road,delta_out_of_road,ablation_ttc_risk,full_proposed_ttc_risk,delta_ttc_risk
0.08,full_proposed,0.82,nan,nan,0.14666666666666667,nan,nan,0.918392603013372,nan,nan,0.19458995227331535,nan,nan,0.14,nan,nan,0.006666666666666667,nan,nan,0.004620920975982423,nan,nan
0.15,full_proposed,0.5666666666666668,nan,nan,0.2866666666666666,nan,nan,0.821030144373819,nan,nan,0.2445272598936176,nan,nan,0.28,nan,nan,0.006666666666666667,nan,nan,0.017354671684004664,nan,nan
