density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
0.0,0.03055050463303896,0.0019146437111026509,0.0,0.0,0.0,64.90782626346207,87.90126861340107,13.820395556326718,0.004204731040835464,0.1210491831704691,0.004194133582281164,0.001530045673219703,0.0,
0.08,0.019999999999999962,0.034546915861297066,0.020000000000000004,0.011547005383792516,0.03055050463303893,91.27636405838983,114.40579596299824,71.70375257497571,0.07501033701757272,0.12896042308307062,0.0034232826390283347,0.002939394013064155,0.0022320494122137625,1.5637489151363966
0.15,0.08082903768654762,0.07494086376784212,0.10583005244258363,0.011547005383792516,0.11718930554164629,86.67722336692071,156.37430002866085,91.98058273353136,0.31666099211086657,0.13127697491820683,0.0026171899502138887,0.010824184611009894,0.004744763411579712,0.3042628890803412
