variant,algo,seed,density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk,min_ttc
proposed,ppo,26,0.0,1.0,0.9907456101555618,0.0,0.0,0.0,514.0642989124912,338.4787081372478,1025.78,18.29397376031894,0.09494427223678283,0.00867107012494963,0.2281744820721427,0.0,
proposed,ppo,26,0.08,0.78,0.9138014272549035,0.18,0.0,0.18,468.0914302347964,254.50951048168255,979.42,18.09327804519252,0.12114766850001372,0.013586918755467484,0.2315088133401519,0.0027029471156870145,6.167962756620106
proposed,ppo,26,0.15,0.54,0.8540970475033579,0.24,0.0,0.24,445.60573191961606,107.77330613208302,1128.5,15.967824575790683,0.15281638509388248,0.016228595924978072,0.31366213674293186,0.014473454603795613,2.95512832132177
