variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate
proposed,ppo,26,11300,7,0.0,0,32,367.05408390868405,273.0998142900295,1.0,0.9886922252487369,0.0,0.0,0.0,0.0,0.0,684,18.248173825884955,0.04109249829248174,0.25054324932078986,0.007200654069328005,0.2222222222222222,0.22514619883040934,0.0,,592,0,0,592,0.8654970760233918,0.0,0.0,0.8654970760233918
proposed,ppo,26,12100,7,0.0,1,32,397.5339664638087,285.8997498558585,1.0,0.9871197936615036,0.0,0.0,0.0,0.0,0.0,777,18.214196343140543,0.08195948164748407,0.27650788740049964,0.005496275626504111,0.23423423423423423,0.23294723294723294,0.0,,668,0,0,668,0.8597168597168597,0.0,0.0,0.8597168597168597
proposed,ppo,26,12300,7,0.0,2,32,407.2933901093364,286.47717640754587,1.0,0.9887051267488587,0.0,0.0,0.0,0.0,0.0,804,18.25896458844452,0.09311843469027913,0.5368336323531718,0.0050546335979059,0.22139303482587064,0.22388059701492538,0.0,,698,0,0,698,0.8681592039800995,0.0,0.0,0.8681592039800995
proposed,ppo,26,11800,7,0.0,3,32,423.5347738147352,294.67078129059763,1.0,0.9892504386285951,0.0,0.0,0.0,0.0,0.0,851,18.24653042436988,0.10183185942491467,0.3349603445619835,0.015121895671613103,0.2444183313748531,0.24324324324324326,0.0,,727,0,0,727,0.854289071680376,0.0,0.0,0.854289071680376
proposed,ppo,26,10300,7,0.0,4,32,434.29053337757233,301.00716190984394,1.0,0.9887841052056184,0.0,0.0,0.0,0.0,0.0,867,18.309428848435765,0.10099972072756282,0.32471860129693725,0.011009013695849671,0.22145328719723184,0.22145328719723184,0.0,,752,0,0,752,0.8673587081891581,0.0,0.0,0.8673587081891581
proposed,ppo,26,12800,7,0.0,5,32,452.43108354582057,309.873811405409,1.0,0.9894214550576578,0.0,0.0,0.0,0.0,0.0,895,18.262979020542865,0.09209651066637438,0.3450773743788942,0.009594183304482374,0.2335195530726257,0.23575418994413408,0.0,,773,0,0,773,0.8636871508379889,0.0,0.0,0.8636871508379889
proposed,ppo,26,10600,7,0.0,6,32,430.9265282173778,294.8414246522615,1.0,0.9896172887242846,0.0,0.0,0.0,0.0,0.0,896,18.277593539828516,0.1386655078653996,0.3045957377719496,0.012378716723235681,0.22544642857142858,0.22991071428571427,0.0,,776,0,0,776,0.8660714285714286,0.0,0.0,0.8660714285714286
proposed,ppo,26,10400,7,0.0,7,32,455.6354355700454,311.0080508637991,1.0,0.9895058709488219,0.0,0.0,0.0,0.0,0.0,919,18.26028086229219,0.10782691699870599,0.3250373908577784,0.007430692570196856,0.23394994559303592,0.23177366702937977,0.0,,794,0,0,794,0.8639825897714908,0.0,0.0,0.8639825897714908
proposed,ppo,26,12500,7,0.0,8,32,469.2954744658676,314.5698024411464,1.0,0.9900664324660314,0.0,0.0,0.0,0.0,0.0,951,18.3184930915603,0.11626805007475462,0.3880328201676473,0.008037853591118622,0.21871713985278654,0.21871713985278654,0.0,,831,0,0,831,0.8738170347003155,0.0,0.0,0.8738170347003155
proposed,ppo,26,13000,7,0.0,9,32,499.04731442683,336.0808997087412,1.0,0.9900636048981729,0.0,0.0,0.0,0.0,0.0,956,18.248544654310376,0.05364263476044565,0.4009835059239367,0.009643589448798487,0.23640167364016737,0.2405857740585774,0.0,,820,0,0,820,0.8577405857740585,0.0,0.0,0.8577405857740585
proposed,ppo,26,12900,7,0.0,10,32,478.9639304116319,320.47346275258957,1.0,0.9907276794114425,0.0,0.0,0.0,0.0,0.0,970,18.29646461519311,0.11203264145722908,0.39766933125782833,0.009627176766864686,0.2288659793814433,0.2288659793814433,0.0,,842,0,0,842,0.8680412371134021,0.0,0.0,0.8680412371134021
proposed,ppo,26,12400,7,0.0,11,32,484.30595392847266,321.51848996096555,1.0,0.9902538320513044,0.0,0.0,0.0,0.0,0.0,981,18.28270819850085,0.11054890843992057,0.38285833628665333,0.011219383332148293,0.2344546381243629,0.23139653414882771,0.0,,846,0,0,846,0.8623853211009175,0.0,0.0,0.8623853211009175
proposed,ppo,26,10200,7,0.0,12,32,533.3262706301773,349.5769885000769,1.0,0.9902674271080621,0.0,0.0,0.0,0.0,0.0,1046,18.3203767097202,0.0797959647460311,0.35401371830554607,0.007868825184647885,0.22562141491395793,0.22179732313575526,0.0,,912,0,0,912,0.8718929254302104,0.0,0.0,0.8718929254302104
proposed,ppo,26,11400,7,0.0,13,32,540.8144746264811,355.32125089591443,1.0,0.9918412078168535,0.0,0.0,0.0,0.0,0.0,1048,18.298037363708993,0.06467436096037704,0.32977152586221686,0.009000594579509837,0.22709923664122136,0.22900763358778625,0.0,,910,0,0,910,0.8683206106870229,0.0,0.0,0.8683206106870229
proposed,ppo,26,10000,7,0.0,14,32,524.5860885740841,344.13020935422537,1.0,0.9914449326467344,0.0,0.0,0.0,0.0,0.0,1053,18.33538377839276,0.1010940998153137,0.2934656268786838,0.009392445374117476,0.21652421652421652,0.22032288698955366,0.0,,921,0,0,921,0.8746438746438746,0.0,0.0,0.8746438746438746
proposed,ppo,26,12700,7,0.0,15,32,516.8659426566641,335.80667082051934,1.0,0.9918803918466005,0.0,0.0,0.0,0.0,0.0,1058,18.332384201877147,0.12154909160994978,0.38631328940227605,0.006118707872362938,0.21739130434782608,0.21928166351606806,0.0,,927,0,0,927,0.8761814744801513,0.0,0.0,0.8761814744801513
proposed,ppo,26,10700,7,0.0,16,32,558.9134069106638,364.0868355760838,1.0,0.9923625281377121,0.0,0.0,0.0,0.0,0.0,1091,18.327640107334624,0.07285529747520685,0.2768256210222791,0.008927923710854583,0.22456461961503207,0.22456461961503207,0.0,,951,0,0,951,0.8716773602199817,0.0,0.0,0.8716773602199817
proposed,ppo,26,12200,7,0.0,17,32,602.3755907326768,387.04676052895843,1.0,0.9941551642736995,0.0,0.0,0.0,0.0,0.0,1140,18.318237702627705,0.03908198043598234,0.26338340155790907,0.005397820017165749,0.22105263157894736,0.22280701754385965,0.0,,997,0,0,997,0.874561403508772,0.0,0.0,0.874561403508772
proposed,ppo,26,10800,7,0.0,18,32,539.1752260410539,339.96644663930783,1.0,0.9915723419183464,0.0,0.0,0.0,0.0,0.0,1147,18.30831653509336,0.15334716331525572,0.4143324706157844,0.008119917028005469,0.22929380993897122,0.22929380993897122,0.0,,998,0,0,998,0.8700959023539668,0.0,0.0,0.8700959023539668
proposed,ppo,26,11000,7,0.0,19,32,581.3913371861242,373.8606722245896,1.0,0.9917853593660879,0.0,0.0,0.0,0.0,0.0,1153,18.28771721596942,0.08432871953917705,0.21021988068114858,0.010438328922172104,0.23590633130962707,0.2393755420641804,0.0,,997,0,0,997,0.8647007805724197,0.0,0.0,0.8647007805724197
proposed,ppo,26,13100,7,0.0,20,32,556.5368735714668,355.28947208123856,1.0,0.9921229792698665,0.0,0.0,0.0,0.0,0.0,1160,18.356112346170743,0.13568293161611072,0.24796038154359631,0.004802605903763645,0.2120689655172414,0.21379310344827587,0.0,,1021,0,0,1021,0.8801724137931034,0.0,0.0,0.8801724137931034
proposed,ppo,26,11500,7,0.0,21,32,598.7214353883722,381.04453140556745,1.0,0.9913269010184589,0.0,0.0,0.0,0.0,0.0,1162,18.350187383587855,0.06723447640582046,0.350922991972289,0.0056006133056641675,0.21514629948364888,0.21686746987951808,0.0,,1021,0,0,1021,0.878657487091222,0.0,0.0,0.878657487091222
proposed,ppo,26,10100,7,0.0,22,32,610.2335409642992,390.1205937857353,1.0,0.9925084004352119,0.0,0.0,0.0,0.0,0.0,1178,18.29663804174906,0.05774734465356481,0.2836798852909188,0.005515250571250776,0.23259762308998302,0.23089983022071306,0.0,,1024,0,0,1024,0.8692699490662139,0.0,0.0,0.8692699490662139
proposed,ppo,26,11600,7,0.0,23,32,624.8333571915252,398.0895560882694,1.0,0.9925090435606787,0.0,0.0,0.0,0.0,0.0,1196,18.30991488698822,0.04703435639179575,0.46078924929845116,0.008330615594874862,0.22742474916387959,0.23076923076923078,0.0,,1036,0,0,1036,0.8662207357859532,0.0,0.0,0.8662207357859532
proposed,ppo,26,12000,7,0.0,24,32,620.8132842157686,394.8476585990352,1.0,0.9930984015032142,0.0,0.0,0.0,0.0,0.0,1199,18.31629664467659,0.058495941569446305,0.2905910435323801,0.005524787940962661,0.2268557130942452,0.2285237698081735,0.0,,1046,0,0,1046,0.872393661384487,0.0,0.0,0.872393661384487
