label,density,episodes,train_seeds,success_mean,success_std,cost_mean,cost_std,route_completion_mean,route_completion_std,collision_mean,collision_std,out_of_road_mean,out_of_road_std,mean_speed_kmh_mean,mean_speed_kmh_std,median_speed_kmh_mean,median_speed_kmh_std,stop_ratio_mean,stop_ratio_std,low_progress_mean,low_progress_std,progress_per_cost_mean,progress_per_cost_std,mean_ttc_mean,mean_ttc_std,min_ttc_mean,min_ttc_std,ttc_dangerous_fraction_mean,ttc_dangerous_fraction_std,intervention_rate_per_100_steps_mean,intervention_rate_per_100_steps_std,intervention_rate_per_km_mean,intervention_rate_per_km_std,policy_inference_ms_mean_mean,policy_inference_ms_mean_std,policy_inference_ms_p95_mean,policy_inference_ms_p95_std,env_step_wall_ms_mean_mean,env_step_wall_ms_mean_std,env_step_wall_ms_p95_mean,env_step_wall_ms_p95_std,control_loop_wall_ms_mean_mean,control_loop_wall_ms_mean_std,control_loop_wall_ms_p95_mean,control_loop_wall_ms_p95_std
shield_only,0.15,40,1,0.6,0.49613893835683387,0.275,0.45220258677630265,0.8525855369273362,0.19020909128684887,0.2,0.40509574683346666,0.075,0.2667467828369185,15.703070721617044,2.200033649527856,17.403429273581782,2.4067019436222874,0.021106721777932394,0.024641400180801527,0.0,0.0,690408.4152997101,437034.06892590155,34.98123518462885,17.440038317725257,3.1454134938975633,2.836193597572855,0.08435785333027379,0.15062990192258116,68.70005150062356,13.814462506736088,1564.1866247338378,134.0463804857515,1.2980684199371466,0.13930337556346492,4.262471441143133,1.0684754126344467,12.49256675581522,5.461408650570962,24.886762550941057,10.021274168925789,13.790635175752367,5.504070824034582,26.721113228177273,10.088722595325821
