label,density,episodes,train_seeds,success_mean,success_std,cost_mean,cost_std,route_completion_mean,route_completion_std,collision_mean,collision_std,out_of_road_mean,out_of_road_std,mean_speed_kmh_mean,mean_speed_kmh_std,median_speed_kmh_mean,median_speed_kmh_std,stop_ratio_mean,stop_ratio_std,low_progress_mean,low_progress_std,progress_per_cost_mean,progress_per_cost_std,mean_ttc_mean,mean_ttc_std,min_ttc_mean,min_ttc_std,ttc_dangerous_fraction_mean,ttc_dangerous_fraction_std,intervention_rate_per_100_steps_mean,intervention_rate_per_100_steps_std,intervention_rate_per_km_mean,intervention_rate_per_km_std,policy_inference_ms_mean_mean,policy_inference_ms_mean_std,policy_inference_ms_p95_mean,policy_inference_ms_p95_std,env_step_wall_ms_mean_mean,env_step_wall_ms_mean_std,env_step_wall_ms_p95_mean,env_step_wall_ms_p95_std,control_loop_wall_ms_mean_mean,control_loop_wall_ms_mean_std,control_loop_wall_ms_p95_mean,control_loop_wall_ms_p95_std
gated_risk,0.15,40,1,0.65,0.48304589153964794,0.2,0.40509574683346666,0.8690264787326211,0.19527205172585144,0.2,0.40509574683346666,0.0,0.0,15.906156908702666,1.9616919768386911,17.550736367247552,1.9216317322566512,0.025839224896834056,0.030793248802362037,0.0,0.0,753125.3643954138,393496.438935371,44.033518411850295,30.170328784217908,3.218471526983292,3.3152843823589158,0.12645826217430647,0.23937326716059015,69.61381840032293,12.780440567153988,1566.8313201056083,143.03690279250418,1.1321651756414313,0.1189242865997847,2.8857561278528,1.2745947177684362,10.225503979904634,4.305995550276707,20.263801441014948,9.51311858750169,11.357669155546064,4.339945842227495,21.940766660718506,9.611869481367128
