label,density,episodes,train_seeds,success_mean,success_std,cost_mean,cost_std,route_completion_mean,route_completion_std,collision_mean,collision_std,out_of_road_mean,out_of_road_std,mean_speed_kmh_mean,mean_speed_kmh_std,median_speed_kmh_mean,median_speed_kmh_std,stop_ratio_mean,stop_ratio_std,low_progress_mean,low_progress_std,progress_per_cost_mean,progress_per_cost_std,mean_ttc_mean,mean_ttc_std,min_ttc_mean,min_ttc_std,ttc_dangerous_fraction_mean,ttc_dangerous_fraction_std,intervention_rate_per_100_steps_mean,intervention_rate_per_100_steps_std,intervention_rate_per_km_mean,intervention_rate_per_km_std,policy_inference_ms_mean_mean,policy_inference_ms_mean_std,policy_inference_ms_p95_mean,policy_inference_ms_p95_std,env_step_wall_ms_mean_mean,env_step_wall_ms_mean_std,env_step_wall_ms_p95_mean,env_step_wall_ms_p95_std,control_loop_wall_ms_mean_mean,control_loop_wall_ms_mean_std,control_loop_wall_ms_p95_mean,control_loop_wall_ms_p95_std
gated_risk,0.15,40,1,0.575,0.5006406152531231,0.2,0.4050957468334667,0.8746814526987577,0.17950585832034013,0.2,0.4050957468334667,0.0,0.0,15.784124287592624,2.202452145145955,17.19861958266579,2.6207180670413925,0.018320730938024065,0.023466498196510845,0.0,0.0,747751.0885142613,390644.9560260515,42.99214496433452,27.327809728727473,3.7161202902043335,2.6179105259598483,0.09274889364001256,0.19234936203642927,68.91394051034425,14.915779165259533,1557.6896596432766,163.4447199422071,0.9108686695886042,0.3087016278358447,2.1630518617166667,1.572201129794579,8.542653458742643,5.687045895408235,16.09813579489127,12.042461287085963,9.453522128331247,5.904748139681245,17.439081899283337,12.4647630164745
