#{"t_start": 1782768072.7110362, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-88.913324,600,2.461458,0.0,0.0,8.327882247015173,-88.91332350250431,0.0,0.0,0.0,0.0,0.10503826084489673,600,0.7819330244489999,0.04403633891225766,0.13801056021768568,0.8551149726038177,0.8296076283728083,0.6384657699366411,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-97.106396,600,4.872298,0.0,0.0,4.839653975311395,-97.10639554061805,0.0,0.0,0.0,0.0,0.07723494696912438,600,0.629607696184568,0.06117824091052724,0.12330827269997181,0.8227676364344855,0.833701127320528,0.6535176529486975,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-102.374998,600,6.369878,0.0,0.0,6.161527449730564,-102.37499831666555,0.0,0.0,0.0,0.0,0.10080531310597816,600,0.7350393395645779,0.1414380588046288,0.42251564550291865,0.8120854254129032,0.8114302328974009,0.6306853184600671,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-84.633781,600,8.662086,0.0,0.0,9.8374760783802,-84.63378069691275,0.0,0.0,0.0,0.0,0.16203928665951614,600,0.8899428672447764,0.07722283116986349,0.28589754315486043,0.7613369465339929,0.7650759221613407,0.6197942890723547,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-100.038396,600,10.194076,0.0,0.0,12.063284749937006,-100.03839609152134,0.0,0.0,0.0,0.0,0.20823495988919696,600,1.1771605049692817,0.2715436224159891,0.4913639754217349,0.781967389266938,0.7437632204219699,0.5753220552951097,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-153.555234,600,12.572013,0.0,0.0,8.819113950921142,-153.55523387066623,0.0,0.0,0.0,0.0,0.1661788317712081,600,1.149063895505899,0.41319090810731046,0.8622748409175749,0.7983181600210567,0.752150812447071,0.6287722122172514,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-186.432089,600,14.957847,0.0,0.0,7.454742311082538,-186.4320885368872,0.0,0.0,0.0,0.0,0.18580751788220143,600,1.1478978908382806,0.5602996985085593,0.8286512238270429,0.8141221592264871,0.7079755420361956,0.5939536773910125,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-156.185365,600,16.45532,0.0,0.0,10.125128839562711,-156.18536476675652,0.0,0.0,0.0,0.0,0.19516801736863942,600,1.1962239238058423,0.4240313295718951,0.999480069551816,0.8152876369903485,0.7433787988622983,0.5838873413205147,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-88.727833,600,18.843178,0.0,0.0,15.648836045939525,-88.72783256261765,0.0,0.0,0.0,0.0,0.2342617990683201,600,1.303753826467616,0.23000390120129074,0.5919011141313321,0.8198073074004303,0.6888697231809299,0.5738083962599436,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-739.314514,600,20.536746,0.0,0.0,4.956101061273723,-739.3145142527932,0.0,0.0,0.0,0.0,0.2158008276570373,600,1.3910870957242751,1.3049898507742004,2.0,0.77197621251146,0.6983266017089288,0.587345998932918,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-111.359749,600,22.966357,0.0,0.0,13.982030857080495,-111.35974902620254,0.0,0.0,0.0,0.0,0.258775233166734,600,1.3981042985361405,0.337691018999203,0.7330488399312404,0.826899401259919,0.7271492314587037,0.5910348099470139,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0
