density,success,route_completion,collision,out_of_road,cost,reward,shaped_reward,episode_length,speed,lane_deviation,steering_variation,accel_variation,ttc_risk
0.0,0.011547005383792526,0.0006515882453933889,0.0,0.0,0.0,19.2407017564047,19.2407017564047,27.947417292718402,0.008377967452037479,0.02269613037296563,0.008486524035984962,0.002764246513175062,0.0
0.08,0.05033222956847166,0.015277202081216605,0.02309401076758503,0.0,0.023094010767585032,13.60273305172088,13.60273305172088,35.650617572958375,0.0037558382670651418,0.022884500171374555,0.008124393958497235,0.004708701329932772,0.0005666253116389892
0.15,0.11547005383792512,0.04028980484251801,0.09018499505645788,0.0,0.09018499505645788,38.01192423717465,38.01192423717465,35.73248568646372,0.33525945070465946,0.041629361396632744,0.006760021177663331,0.015014574252887913,0.004564143764103043
