variant,method,step,x,y,speed_kmh,lane_deviation,ttc_risk,out_of_road,collision,success
baseline,PPO,44,13.46740436553955,6.525582790374756,13.779541442171727,0.3487576239032411,0.0,0.0,0.0,0.0
baseline,PPO,45,13.849508285522461,6.568170070648193,14.086699710442815,0.37713850048082254,0.0,0.0,0.0,0.0
baseline,PPO,46,14.239901542663574,6.613385200500488,14.393726619529435,0.40727062001365133,0.0,0.0,0.0,0.0
baseline,PPO,47,14.638562202453613,6.661319732666016,14.700767463409127,0.4392149947767061,0.0,0.0,0.0,0.0
baseline,PPO,48,15.045469284057617,6.712077617645264,15.007811326453401,0.473040899123869,0.0,0.0,0.0,0.0
baseline,PPO,49,15.460599899291992,6.76578426361084,15.314894719767208,0.5088319071609702,0.0,0.0,0.0,0.0
baseline,PPO,50,15.883929252624512,6.822543621063232,15.621620362750257,0.5466572932418915,0.0,0.0,0.0,0.0
baseline,PPO,51,16.315427780151367,6.882448196411133,15.928294651495516,0.5865787051861429,0.0,0.0,0.0,0.0
baseline,PPO,52,16.755067825317383,6.9456329345703125,16.2350488583361,0.6286860725448646,0.0,0.0,0.0,0.0
baseline,PPO,53,17.202817916870117,7.0122222900390625,16.541594162738896,0.6730623338793561,0.0,0.0,0.0,0.0
baseline,PPO,54,17.65865135192871,7.082340240478516,16.848417605092138,0.7197901099786506,0.0,0.0,0.0,0.0
baseline,PPO,55,18.122533798217773,7.156135082244873,17.155297772138905,0.7689682280173232,0.0,0.0,0.0,0.0
baseline,PPO,56,18.594436645507812,7.233746528625488,17.462407072369363,0.8206897952691694,0.0,0.0,0.0,0.0
baseline,PPO,57,19.074323654174805,7.315337181091309,17.769521441758823,0.8750631720767295,0.0,0.0,0.0,0.0
baseline,PPO,58,19.56216049194336,7.401015281677246,18.07666734663434,0.932160492744275,0.0,0.0,0.0,0.0
baseline,PPO,59,20.057910919189453,7.490921497344971,18.384284631419263,0.9920755000901328,0.0,0.0,0.0,0.0
baseline,PPO,60,20.56154441833496,7.58521032333374,18.691952853644825,1.0549111523283292,0.0,0.0,0.0,0.0
baseline,PPO,61,21.07302474975586,7.683996200561523,18.999823759064817,1.1207437148025876,0.0,0.0,0.0,0.0
baseline,PPO,62,21.592308044433594,7.787403583526611,19.30761002639733,1.1896561260742073,0.0,0.0,0.0,0.0
baseline,PPO,63,22.119352340698242,7.89556884765625,19.615101453918697,1.2617392690111249,0.0,0.0,0.0,0.0
baseline,PPO,64,22.654104232788086,8.008610725402832,19.92239795789719,1.337072268907454,0.0,0.0,0.0,0.0
baseline,PPO,65,23.196510314941406,8.126675605773926,20.229735479022075,1.4157526818487065,0.0,0.0,0.0,0.0
baseline,PPO,66,23.746511459350586,8.249943733215332,20.537621537479474,1.4979006257512475,0.0,0.0,0.0,0.0
baseline,PPO,67,24.304059982299805,8.378593444824219,20.845349780019344,1.5836349474423788,0.0,0.0,0.0,0.0
baseline,PPO,68,24.869091033935547,8.512796401977539,21.15337836507259,1.6730700449376854,0.0,0.0,0.0,0.0
baseline,PPO,69,25.44154167175293,8.652722358703613,21.461191731161858,1.7663190451636905,0.0,0.0,0.0,0.0
baseline,PPO,70,26.021358489990234,8.798456192016602,21.768657337148895,1.8634385115836554,0.0,0.0,0.0,0.0
baseline,PPO,71,26.608476638793945,8.950116157531738,22.075801302330177,1.9645072517194275,0.0,0.0,0.0,0.0
baseline,PPO,72,27.20282554626465,9.107855796813965,22.383197197291178,2.0,0.0,0.0,0.0,0.0
baseline,PPO,73,27.804340362548828,9.271829605102539,22.690702404204956,2.0,0.0,0.0,0.0,0.0
baseline,PPO,74,28.412944793701172,9.442207336425781,22.998257170191717,2.0,0.0,0.0,0.0,0.0
baseline,PPO,75,29.028566360473633,9.619169235229492,23.306152035183192,2.0,0.0,0.0,0.0,0.0
baseline,PPO,76,29.651124954223633,9.802886962890625,23.613575667352535,2.0,0.0,0.0,0.0,0.0
baseline,PPO,77,30.280532836914062,9.99349594116211,23.920772882844975,2.0,0.0,0.0,0.0,0.0
baseline,PPO,78,30.916715621948242,10.19111442565918,24.227667801494828,2.0,0.0,0.0,0.0,0.0
baseline,PPO,79,31.55959701538086,10.395858764648438,24.534585453936156,2.0,0.0,0.0,0.0,0.0
baseline,PPO,80,32.20909118652344,10.60786247253418,24.84137101854336,2.0,0.0,0.0,0.0,0.0
baseline,PPO,81,32.8651008605957,10.827302932739258,25.148207611370385,2.0,0.0,0.0,0.0,0.0
baseline,PPO,82,33.52751541137695,11.054410934448242,25.45507415451359,2.0,0.0,0.0,0.0,0.0
baseline,PPO,83,34.19621658325195,11.289399147033691,25.76170372602501,2.0,0.0,0.0,0.0,0.0
baseline,PPO,84,34.87111282348633,11.53238296508789,26.068361645784247,2.0,0.0,0.0,0.0,0.0
baseline,PPO,85,35.552120208740234,11.783479690551758,26.37506744737036,2.0,0.0,0.0,0.0,0.0
baseline,PPO,86,36.2391357421875,12.042840003967285,26.681583380310208,2.0,0.0,0.0,0.0,0.0
baseline,PPO,87,36.93204116821289,12.310640335083008,26.98833174978328,2.0,0.0,0.0,0.0,0.0
baseline,PPO,88,37.630706787109375,12.587108612060547,27.29504961582355,2.0,0.0,0.0,0.0,0.0
baseline,PPO,89,38.33500289916992,12.872427940368652,27.601704135963924,2.0,0.0,0.0,0.0,0.0
baseline,PPO,90,39.044830322265625,13.166720390319824,27.908234519139366,2.0,0.0,0.0,0.0,0.0
baseline,PPO,91,39.760066986083984,13.470122337341309,28.214682724947814,2.0,0.0,0.0,0.0,0.0
baseline,PPO,92,40.48058319091797,13.782812118530273,28.521196375894036,2.0,0.0,0.0,0.0,0.0
baseline,PPO,93,41.20624542236328,14.104961395263672,28.827546999871654,2.0,0.0,0.0,0.0,0.0
baseline,PPO,94,41.936927795410156,14.436708450317383,29.133711086590953,2.0,0.0,0.0,0.0,0.0
baseline,PPO,95,42.6724853515625,14.778205871582031,29.43976958638357,2.0,0.0,0.0,0.0,0.0
baseline,PPO,96,43.41278839111328,15.12960433959961,29.74565335865682,2.0,0.0,0.0,0.0,0.0
baseline,PPO,97,44.157691955566406,15.491052627563477,30.05158827288296,2.0,0.0,0.0,0.0,0.0
baseline,PPO,98,44.90876007080078,15.859265327453613,30.35738963090836,2.0,0.0,0.0,0.0,0.0
baseline,PPO,99,45.66636657714844,16.233367919921875,30.65929842200452,2.0,0.0,0.0,0.0,0.0
baseline,PPO,100,46.42708206176758,16.61994743347168,30.962756612065537,2.0,0.0,1.0,0.0,0.0
proposed,Proposed,0,5.00069522857666,6.002266883850098,0.10435660029848501,1.114235285553613e-05,0.0,0.0,0.0,0.0
proposed,Proposed,1,5.004201889038086,6.002317905426025,0.21292642219961427,4.5143985265528226e-05,0.0,0.0,0.0,0.0
proposed,Proposed,2,5.010717391967773,6.002448081970215,0.3212441528737917,0.00013189581375083515,0.0,0.0,0.0,0.0
proposed,Proposed,3,5.020233154296875,6.002861022949219,0.42954748739982995,0.0004070865956859114,0.0,0.0,0.0,0.0
proposed,Proposed,4,5.032749652862549,6.003533363342285,0.5380506964839997,0.0008551454900605736,0.0,0.0,0.0,0.0
proposed,Proposed,5,5.048277854919434,6.004345893859863,0.6466352348017324,0.0013966294304963356,0.0,0.0,0.0,0.0
proposed,Proposed,6,5.066819667816162,6.005272388458252,0.7552183732450074,0.0020140609423899302,0.0,0.0,0.0,0.0
proposed,Proposed,7,5.088375091552734,6.006335258483887,0.863789408859211,0.0027223753222205133,0.0,0.0,0.0,0.0
proposed,Proposed,8,5.112942218780518,6.007558345794678,0.9723530917230734,0.0035374611832637817,0.0,0.0,0.0,0.0
proposed,Proposed,9,5.140519618988037,6.0089592933654785,1.080921656533728,0.004471076099343751,0.0,0.0,0.0,0.0
proposed,Proposed,10,5.171106815338135,6.010546684265137,1.1895077290788072,0.005528939971239674,0.0,0.0,0.0,0.0
proposed,Proposed,11,5.204705238342285,6.012324333190918,1.298109869170868,0.00671359497707566,0.0,0.0,0.0,0.0
proposed,Proposed,12,5.241313934326172,6.01430082321167,1.4067271103385304,0.008030761017630962,0.0,0.0,0.0,0.0
proposed,Proposed,13,5.280932426452637,6.016487121582031,1.5153587909938275,0.009487746855012398,0.0,0.0,0.0,0.0
proposed,Proposed,14,5.323561191558838,6.018894195556641,1.6240067872211361,0.01109186125132679,0.0,0.0,0.0,0.0
proposed,Proposed,15,5.369199752807617,6.021535873413086,1.732671762096868,0.012852319602274046,0.0,0.0,0.0,0.0
proposed,Proposed,16,5.417847633361816,6.024425029754639,1.8413559116123117,0.014777701759023038,0.0,0.0,0.0,0.0
proposed,Proposed,17,5.469504356384277,6.0275774002075195,1.9500599039410527,0.016878494206335727,0.0,0.0,0.0,0.0
proposed,Proposed,18,5.524168968200684,6.031006813049316,2.0587874641706487,0.019163912339912017,0.0,0.0,0.0,0.0
proposed,Proposed,19,5.581841468811035,6.034728527069092,2.167439044587375,0.021644124872248358,0.0,0.0,0.0,0.0
proposed,Proposed,20,5.642518997192383,6.038756847381592,2.276101177124912,0.02432866497131016,0.0,0.0,0.0,0.0
proposed,Proposed,21,5.706200122833252,6.043111801147461,2.3849340217977204,0.02723087907224902,0.0,0.0,0.0,0.0
proposed,Proposed,22,5.772887706756592,6.04781436920166,2.493793756141547,0.030364749154747545,0.0,0.0,0.0,0.0
proposed,Proposed,23,5.8425798416137695,6.052885055541992,2.602670585935794,0.033743939426222835,0.0,0.0,0.0,0.0
proposed,Proposed,24,5.915276050567627,6.058343887329102,2.711568103507442,0.03738179632182647,0.0,0.0,0.0,0.0
proposed,Proposed,25,5.990975379943848,6.064212799072266,2.8204928993051483,0.04129293736577211,0.0,0.0,0.0,0.0
proposed,Proposed,26,6.069675922393799,6.070515155792236,2.929438449256004,0.045492933399069915,0.0,0.0,0.0,0.0
proposed,Proposed,27,6.1513752937316895,6.077273845672607,3.0384016559220086,0.049997037490464566,0.0,0.0,0.0,0.0
proposed,Proposed,28,6.236072063446045,6.084512710571289,3.147385718024383,0.05482113825323176,0.0,0.0,0.0,0.0
proposed,Proposed,29,6.3237624168396,6.09226655960083,3.2564152771913686,0.05998843306275402,0.0,0.0,0.0,0.0
proposed,Proposed,30,6.414444446563721,6.100573539733887,3.3654572049014746,0.06552434370027245,0.0,0.0,0.0,0.0
proposed,Proposed,31,6.508115768432617,6.109448432922363,3.474496762976976,0.071438721106018,0.0,0.0,0.0,0.0
proposed,Proposed,32,6.604773044586182,6.118913173675537,3.583530467951162,0.07774618280420428,0.0,0.0,0.0,0.0
proposed,Proposed,33,6.704412937164307,6.1289963722229,3.692555471726037,0.08446579513076216,0.0,0.0,0.0,0.0
proposed,Proposed,34,6.807029724121094,6.1397271156311035,3.801573466493362,0.09161694219388797,0.0,0.0,0.0,0.0
proposed,Proposed,35,6.9126200675964355,6.15113639831543,3.9105167328774457,0.09922027919084013,0.0,0.0,0.0,0.0
proposed,Proposed,36,7.021176338195801,6.163254737854004,4.019468645617527,0.10729614354661153,0.0,0.0,0.0,0.0
proposed,Proposed,37,7.132694721221924,6.176114559173584,4.128448551999484,0.1158661437752571,0.0,0.0,0.0,0.0
proposed,Proposed,38,7.247171401977539,6.189747333526611,4.237593230577189,0.12495125284630078,0.0,0.0,0.0,0.0
proposed,Proposed,39,7.364604473114014,6.20418119430542,4.346698105555201,0.1345702193234079,0.0,0.0,0.0,0.0
proposed,Proposed,40,7.484986782073975,6.219440937042236,4.455505262265201,0.14473956736438515,0.0,0.0,0.0,0.0
proposed,Proposed,41,7.608306407928467,6.235550880432129,4.564202357272087,0.15547550335477378,0.0,0.0,0.0,0.0
proposed,Proposed,42,7.734553337097168,6.252553939819336,4.672768274347696,0.16680662679847003,0.0,0.0,0.0,0.0
proposed,Proposed,43,7.863711833953857,6.270510196685791,4.781132226650752,0.17877297700092865,0.0,0.0,0.0,0.0
proposed,Proposed,44,7.9957709312438965,6.289470195770264,4.889726559399311,0.19140823782229413,0.0,0.0,0.0,0.0
proposed,Proposed,45,8.130729675292969,6.309456825256348,4.998550684713236,0.20472766233131112,0.0,0.0,0.0,0.0
proposed,Proposed,46,8.268586158752441,6.330504894256592,5.107512704826954,0.21875444790336215,0.0,0.0,0.0,0.0
proposed,Proposed,47,8.409334182739258,6.352658271789551,5.216603936562851,0.2335178295868745,0.0,0.0,0.0,0.0
proposed,Proposed,48,8.552967071533203,6.375965118408203,5.325839947344823,0.2490499023806651,0.0,0.0,0.0,0.0
proposed,Proposed,49,8.699480056762695,6.400470733642578,5.435228805278066,0.26538085464995775,0.0,0.0,0.0,0.0
proposed,Proposed,50,8.84886360168457,6.42622184753418,5.544777291849932,0.28254182807677286,0.0,0.0,0.0,0.0
proposed,Proposed,51,9.001112937927246,6.4532599449157715,5.654582686757559,0.30056046884821,0.0,0.0,0.0,0.0
proposed,Proposed,52,9.156231880187988,6.481614112854004,5.765493704161793,0.31945616107246577,0.0,0.0,0.0,0.0
proposed,Proposed,53,9.314234733581543,6.5113139152526855,5.876474111367523,0.3392486066300018,0.0,0.0,0.0,0.0
proposed,Proposed,54,9.475105285644531,6.542427062988281,5.987577373093282,0.35998292918252117,0.0,0.0,0.0,0.0
proposed,Proposed,55,9.63883113861084,6.575016498565674,6.098648376497606,0.3817010746690717,0.0,0.0,0.0,0.0
proposed,Proposed,56,9.80539608001709,6.609140396118164,6.209881046397724,0.4044418113060462,0.0,0.0,0.0,0.0
proposed,Proposed,57,9.974793434143066,6.644840717315674,6.321755799098629,0.4282331030528097,0.0,0.0,0.0,0.0
proposed,Proposed,58,10.147022247314453,6.68216609954834,6.433799018051788,0.45310736268044477,0.0,0.0,0.0,0.0
proposed,Proposed,59,10.322382926940918,6.720221519470215,6.56115924284908,0.4784681316465817,0.0,0.0,0.0,0.0
proposed,Proposed,60,10.501419067382812,6.757951736450195,6.689059562285338,0.5036121799276381,0.0,0.0,0.0,0.0
proposed,Proposed,61,10.683913230895996,6.796486854553223,6.816962933694846,0.529292627792882,0.0,0.0,0.0,0.0
proposed,Proposed,62,10.8697509765625,6.836373329162598,6.944962516850711,0.5558736422585925,0.0,0.0,0.0,0.0
proposed,Proposed,63,11.058902740478516,6.87776517868042,7.0731158757899095,0.5834578637665304,0.0,0.0,0.0,0.0
proposed,Proposed,64,11.251370429992676,6.920655250549316,7.201444881500789,0.6120405257327133,0.0,0.0,0.0,0.0
proposed,Proposed,65,11.447154998779297,6.965051174163818,7.329949891197,0.6416267125133891,0.0,0.0,0.0,0.0
proposed,Proposed,66,11.646246910095215,7.010997295379639,7.458607904822331,0.6722459769292507,0.0,0.0,0.0,0.0
proposed,Proposed,67,11.848633766174316,7.058544635772705,7.587020609831707,0.7039323206127082,0.0,0.0,0.0,0.0
proposed,Proposed,68,12.054295539855957,7.107742786407471,7.7155342526110315,0.736718791879375,0.0,0.0,0.0,0.0
proposed,Proposed,69,12.263221740722656,7.158631801605225,7.8441747346274315,0.7706320835995542,0.0,0.0,0.0,0.0
proposed,Proposed,70,12.47540283203125,7.211252689361572,7.9729472989754475,0.8056995241880801,0.0,0.0,0.0,0.0
proposed,Proposed,71,12.690824508666992,7.265660285949707,8.10184562730407,0.8419576574554867,0.0,0.0,0.0,0.0
proposed,Proposed,72,12.909473419189453,7.3219122886657715,8.230880377773731,0.8794449338459013,0.0,0.0,0.0,0.0
proposed,Proposed,73,13.131335258483887,7.380049705505371,8.360050199936047,0.9181886817741579,0.0,0.0,0.0,0.0
proposed,Proposed,74,13.35639762878418,7.440117359161377,8.489395766037017,0.958218771833215,0.0,0.0,0.0,0.0
proposed,Proposed,75,13.584650993347168,7.502162456512451,8.618933707207043,0.9995666634773586,0.0,0.0,0.0,0.0
proposed,Proposed,76,13.816079139709473,7.566237449645996,8.7486706127404,1.0422673116557948,0.0,0.0,0.0,0.0
proposed,Proposed,77,14.050667762756348,7.632395267486572,8.878584365618593,1.086355989089996,0.0,0.0,0.0,0.0
proposed,Proposed,78,14.288402557373047,7.700687408447266,9.008714446399498,1.1318670151846377,0.0,0.0,0.0,0.0
proposed,Proposed,79,14.529267311096191,7.771168231964111,9.139024352251004,1.1788366159779884,0.0,0.0,0.0,0.0
proposed,Proposed,80,14.773229598999023,7.843921184539795,9.268431238923004,1.2273204016165131,0.0,0.0,0.0,0.0
proposed,Proposed,81,15.02023696899414,7.9190354347229,9.397966909636413,1.2773777955138628,0.0,0.0,0.0,0.0
proposed,Proposed,82,15.27027702331543,7.996533393859863,9.52764950681456,1.3290237329665167,0.0,0.0,0.0,0.0
proposed,Proposed,83,15.523333549499512,8.076457977294922,9.657503558478519,1.382286813478371,0.0,0.0,0.0,0.0
proposed,Proposed,84,15.779387474060059,8.158862113952637,9.787572349894905,1.437202309770898,0.0,0.0,0.0,0.0
proposed,Proposed,85,16.038414001464844,8.243806838989258,9.917869636870394,1.493810896694083,0.0,0.0,0.0,0.0
proposed,Proposed,86,16.30039405822754,8.331356048583984,10.048401249409197,1.5521551557315052,0.0,0.0,0.0,0.0
proposed,Proposed,87,16.565303802490234,8.421570777893066,10.178989438505525,1.6122757617331505,0.0,0.0,0.0,0.0
proposed,Proposed,88,16.833112716674805,8.514506340026855,10.309595611256986,1.6742095762818183,0.0,0.0,0.0,0.0
proposed,Proposed,89,17.103792190551758,8.610221862792969,10.44021960165779,1.7379960031384325,0.0,0.0,0.0,0.0
proposed,Proposed,90,17.377309799194336,8.708776473999023,10.570866414546137,1.8036744460639167,0.0,0.0,0.0,0.0
proposed,Proposed,91,17.65363121032715,8.810234069824219,10.70153714042981,1.8712874865418498,0.0,0.0,0.0,0.0
proposed,Proposed,92,17.932727813720703,8.914655685424805,10.83222112036965,1.9408757994222174,0.0,0.0,0.0,0.0
proposed,Proposed,93,18.214557647705078,9.022104263305664,10.962928847560665,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,94,18.49909210205078,9.13264274597168,11.093661048886814,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,95,18.786291122436523,9.246335983276367,11.224418071569266,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,96,19.076114654541016,9.363248825073242,11.355198138227745,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,97,19.3685245513916,9.483445167541504,11.48600895540383,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,98,19.663476943969727,9.6069917678833,11.61684489842696,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,99,19.960927963256836,9.733955383300781,11.747705448600836,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,100,20.260839462280273,9.864401817321777,11.878594076858061,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,101,20.563161849975586,9.99839973449707,12.009512592744304,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,102,20.867849349975586,10.136018753051758,12.1404614357125,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,103,21.17485237121582,10.277325630187988,12.271445922903819,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,104,21.484119415283203,10.422390937805176,12.402459139443692,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,105,21.795602798461914,10.571284294128418,12.53351143162966,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,106,22.10924530029297,10.724075317382812,12.664594592797718,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,107,22.42499351501465,10.88083553314209,12.795717051271982,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,108,22.742794036865234,11.041635513305664,12.926872058922793,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,109,23.062585830688477,11.20654582977295,13.05806587640377,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,110,23.384305953979492,11.375640869140625,13.189298340672378,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,111,23.707897186279297,11.548991203308105,13.320571496564932,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,112,24.03329086303711,11.726670265197754,13.451880649422518,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,113,24.360422134399414,11.90875244140625,13.583221384957994,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,114,24.689220428466797,12.095312118530273,13.714595250206061,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,115,25.01961898803711,12.28642463684082,13.846002582681383,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,116,25.351543426513672,12.48216438293457,13.977448633103423,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,117,25.684919357299805,12.68260383605957,14.108938198006689,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,118,26.019668579101562,12.887816429138184,14.24047877118528,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,119,26.355712890625,13.09787654876709,14.372076313636482,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,120,26.692975997924805,13.312857627868652,14.503729787197797,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,121,27.0313720703125,13.53283405303955,14.635440810869683,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,122,27.370819091796875,13.757878303527832,14.767210002051115,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,123,27.711231231689453,13.988064765930176,14.899037479737354,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,124,28.05251121520996,14.223466873168945,15.03093033735722,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,125,28.394573211669922,14.464157104492188,15.162888736556248,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,126,28.737323760986328,14.710206985473633,15.294907980151883,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,127,29.080663681030273,14.961688995361328,15.426995776976732,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,128,29.42449951171875,15.218677520751953,15.55915116214568,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,129,29.76872444152832,15.481240272521973,15.691891637434296,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,130,30.116546630859375,15.745179176330566,15.824342302410761,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,131,30.466720581054688,16.012054443359375,15.952247821838622,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,132,30.815305709838867,16.286752700805664,16.079822414346985,2.0,0.0,0.0,0.0,0.0
proposed,Proposed,133,31.160701751708984,16.57110023498535,16.21108734254807,2.0,0.0,1.0,0.0,0.0
