#{"t_start": 1782846501.6047988, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-78.758364,600,3.700298,0.0,0.0,5.748246162486425,-78.75836373577035,0.0,0.0,0.0,0.0,0.08168782957466109,600,0.6565555313733943,0.03510957131735114,0.1092670547581634,0.8386101798216502,0.8009104012077053,0.6507398472477992,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-78.903615,600,9.697561,0.0,0.0,5.229594064985292,-78.90361527421783,0.0,0.0,0.0,0.0,0.1070396923322357,600,0.5898908449176223,0.06541740091397931,0.1955903154823145,0.8267293957372507,0.8020049518346787,0.6103861357768376,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-143.352341,600,12.645203,0.0,0.0,7.087954854741038,-143.35234133808683,0.0,0.0,0.0,0.0,0.14520482711502472,600,0.9558537453860667,0.38185061202505466,1.1696397874743443,0.7980717907473445,0.7713625607639552,0.6047068947553634,0.0,nan,0.2816666666666667,76.50451185005844,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-160.387218,600,18.35854,0.0,0.0,6.214111414788185,-160.3872182349369,0.0,0.0,0.0,0.0,0.1557431628773696,600,0.944750759512155,0.47036145545039737,0.9890810109225532,0.8132811303064227,0.8071929090842604,0.6389763778199752,0.0,nan,0.38166666666666665,92.62400045742577,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-72.232172,600,21.564016,0.0,0.0,8.801468574454487,-72.23217232937549,0.0,0.0,0.0,0.0,0.12417733458493059,600,0.8244653635285711,0.045275653203192316,0.15471708580298874,0.8066396373634537,0.8115637852499883,0.6543456203242143,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-88.562557,600,27.136495,0.0,0.0,8.665100265177008,-88.56255711526133,0.0,0.0,0.0,0.0,0.13601924810162785,600,0.9683784442767368,0.24637760767511674,0.5977979095333317,0.8656317991390824,0.8262979730901618,0.6590274404051403,0.0,nan,0.15,20.335877171914877,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-119.800559,600,33.131775,0.0,0.0,6.818167890792139,-119.80055912475862,0.0,0.0,0.0,0.0,0.13735200626846014,600,0.8865012939301611,0.4432099336842787,0.6322362222171214,0.8332297671648363,0.7648308848092953,0.5865937947233518,0.0,nan,0.275,48.9037233208931,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-76.396765,600,35.999205,0.0,0.0,5.889188753232511,-76.39676540895046,0.0,0.0,0.0,0.0,0.09021600536083232,600,0.7300724078464973,0.05824520325894049,0.21474022431314468,0.8296608804600935,0.8278439631064732,0.6356214203188817,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-73.892663,600,41.850245,0.0,0.0,7.469799233198727,-73.89266321863218,0.0,0.0,0.0,0.0,0.1255609291192124,600,0.7430472449472946,0.0541066083313845,0.13761784925896867,0.8425106317425768,0.8197759201501806,0.6198978515466055,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-74.825106,600,44.912019,0.0,0.0,7.6207885273152085,-74.82510589186946,0.0,0.0,0.0,0.0,0.12483033574905905,600,0.8111391167189709,0.15197645012731817,0.3181254787691795,0.7504800103170176,0.7977577645455798,0.6053716309120257,0.0,nan,0.023333333333333334,1.5787135854894438,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-120.654262,600,50.632975,0.0,0.0,5.920812742086219,-120.65426215206854,0.0,0.0,0.0,0.0,0.112672504871626,600,0.8176190786461223,0.4214988367025951,0.7495933822213997,0.8244545098952949,0.7818437236795823,0.6412058614691099,0.0,nan,0.21166666666666667,47.72156871797669,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-78.845975,600,56.584553,0.0,0.0,6.151070538635693,-78.84597488748392,0.0,0.0,0.0,0.0,0.08842481944028079,600,0.7246960513182985,0.14571327802992973,0.2715512113648689,0.8194225802676132,0.8005193951229255,0.6492699798444906,0.0,nan,0.023333333333333334,1.3085029344129917,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-71.949541,600,59.287915,0.0,0.0,8.265506753851302,-71.9495407043018,0.0,0.0,0.0,0.0,0.12367465450169302,600,0.8394369680145789,0.1322012439044732,0.27070749881874845,0.8557571340103944,0.8128366013988853,0.6192615400503079,0.0,nan,0.016666666666666666,0.9292802612950983,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
