#{"t_start": 1782846501.6151922, "env_id": "None"}
r,l,t,is_success,episode_cost,episode_base_reward,episode_shaped_reward,episode_collision,episode_crash_vehicle,episode_crash_object,episode_out_of_road,episode_route_completion,episode_length,episode_mean_speed,episode_mean_lane_deviation,episode_max_lane_deviation,episode_steering_variation,episode_accel_variation,episode_jerk,episode_ttc_risk,episode_min_ttc,episode_risk_gate_rate,episode_continuous_risk_penalty,episode_event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,curriculum_stage
-82.463964,600,3.689875,0.0,0.0,5.658151414241325,-82.46396417600843,0.0,0.0,0.0,0.0,0.11341610635183773,600,0.710584787328589,0.11955956290712498,0.3328495168735487,0.8195320485532284,0.8663251481577754,0.6539953430866202,0.0,nan,0.085,5.529684137202544,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-83.07139,600,9.687181,0.0,0.0,5.737233644832412,-83.07138981415402,0.0,0.0,0.0,0.0,0.09235420285270055,600,0.7306977036434991,0.1619593988535066,0.39001803913533606,0.8444361443879703,0.8281121731797854,0.6411679733792941,0.0,nan,0.07,6.234174750678397,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-71.990904,600,12.631368,0.0,0.0,8.763387964228405,-71.99090426736542,0.0,0.0,0.0,0.0,0.10818504376301048,600,0.7925502588145312,0.06691782014942914,0.16041163935782315,0.8517270500957966,0.8403908365344008,0.6411222286274035,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-108.999781,600,18.348247,0.0,0.0,6.260940773929803,-108.9997809305098,0.0,0.0,0.0,0.0,0.10851425291790177,600,0.8302120149653041,0.2936943156260291,0.8041473212869419,0.8241616523265839,0.8249660554155708,0.6278021694968144,0.0,nan,0.15833333333333333,35.17082143419072,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-80.941553,600,21.557215,0.0,0.0,10.088114053229932,-80.94155341235701,0.0,0.0,0.0,0.0,0.12530046584614707,600,0.9516807027279081,0.1514133908469586,0.5335376307087542,0.8390033772587776,0.7874386336281896,0.6618099042524894,0.0,nan,0.11333333333333333,12.547629072817921,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-147.696165,600,27.126135,0.0,0.0,5.54689562413594,-147.69616528060652,0.0,0.0,0.0,0.0,0.13193943387962032,600,0.85684487140568,0.41159118377545595,0.9983948900488193,0.8316190042595069,0.8105640318493048,0.5986009287337463,0.0,nan,0.24833333333333332,76.24719044785945,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-71.407057,600,33.121415,0.0,0.0,8.398394475079483,-71.407057183239,0.0,0.0,0.0,0.0,0.11609363948053142,600,0.8496420941499436,0.06519998666883206,0.200472184541954,0.8046455327856044,0.8579345477869114,0.6406100323299567,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-75.798445,600,35.989058,0.0,0.0,6.433624687186625,-75.79844485697389,0.0,0.0,0.0,0.0,0.10961856998582081,600,0.7219781206994413,0.07840542904288207,0.2150897912348207,0.827679127920419,0.8689361750613898,0.6330423661507666,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-69.614637,600,41.83977,0.0,0.0,8.611004062193382,-69.61463666585654,0.0,0.0,0.0,0.0,0.13199653257616722,600,0.8350324267569201,0.050964432963938516,0.15294979642707823,0.8383819752559066,0.7750836614426225,0.6335729633271694,0.0,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
-99.455868,600,44.909609,0.0,0.0,5.6099013153319,-99.45586823299153,0.0,0.0,0.0,0.0,0.09588879486804067,600,0.7507268154584293,0.3141472830019112,0.6128218789298846,0.7957698778559764,0.8194814445575078,0.6383050749699275,0.0,nan,0.175,23.746370685379087,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
